id,Category,len,attr_1,attr_2,attr_3,attr_4,attr_5,attr_6,attr_7,attr_8,attr_9,attr_10,id_as_filename
27407,Kurtis,9,red,a-line,knee length,daily,default,solid,solid,three-quarter sleeves,regular,,027407.png
27408,Kurtis,9,blue,a-line,knee length,party,default,solid,solid,short sleeves,regular,,027408.png
27409,Kurtis,9,navy blue,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,,027409.png
27410,Kurtis,9,navy blue,a-line,knee length,daily,default,solid,solid,three-quarter sleeves,regular,,027410.png
27411,Kurtis,9,red,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,,027411.png
27412,Kurtis,9,red,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,,027412.png
27413,Kurtis,9,green,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,,027413.png
27414,Kurtis,9,navy blue,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,,027414.png
27415,Kurtis,9,red,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,,027415.png
27416,Kurtis,9,red,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,,027416.png
27417,Kurtis,9,red,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,,027417.png
27418,Kurtis,9,navy blue,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,,027418.png
27419,Kurtis,9,grey,,calf length,daily,default,default,default,three-quarter sleeves,regular,,027419.png
27420,Kurtis,9,green,straight,knee length,daily,default,default,default,three-quarter sleeves,regular,,027420.png
27421,Kurtis,9,green,,,,default,default,default,three-quarter sleeves,regular,,027421.png
27422,Kurtis,9,maroon,,,,default,default,default,three-quarter sleeves,regular,,027422.png
27423,Kurtis,9,maroon,straight,calf length,,default,default,default,three-quarter sleeves,regular,,027423.png
27424,Kurtis,9,black,,,,default,default,default,three-quarter sleeves,regular,,027424.png
27425,Kurtis,9,navy blue,,,,default,default,default,three-quarter sleeves,regular,,027425.png
27426,Kurtis,9,red,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,,027426.png
27427,Kurtis,9,black,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,,027427.png
27428,Kurtis,9,red,a-line,calf length,daily,default,solid,solid,three-quarter sleeves,regular,,027428.png
27429,Kurtis,9,green,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,,027429.png
27430,Kurtis,9,black,a-line,knee length,party,default,solid,solid,three-quarter sleeves,regular,,027430.png
27431,Kurtis,9,red,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,,027431.png
27432,Kurtis,9,navy blue,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,,027432.png
27433,Kurtis,9,navy blue,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,,027433.png
27434,Kurtis,9,navy blue,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,,027434.png
27435,Kurtis,9,navy blue,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,,027435.png
27436,Kurtis,9,black,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,,027436.png
27437,Kurtis,9,red,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,,027437.png
27438,Kurtis,9,black,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,,027438.png
27439,Kurtis,9,maroon,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,,027439.png
27440,Kurtis,9,maroon,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,,027440.png
27441,Kurtis,9,red,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,,027441.png
27442,Kurtis,9,black,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,,027442.png
27443,Kurtis,9,red,straight,knee length,daily,net,default,default,short sleeves,regular,,027443.png
27444,Kurtis,9,purple,,,party,default,default,default,three-quarter sleeves,regular,,027444.png
27445,Kurtis,9,yellow,,,party,default,default,default,three-quarter sleeves,regular,,027445.png
27446,Kurtis,9,blue,,,party,default,default,default,three-quarter sleeves,regular,,027446.png
27447,Kurtis,9,green,,,party,default,default,default,three-quarter sleeves,regular,,027447.png
27448,Kurtis,9,navy blue,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,,027448.png
27449,Kurtis,9,navy blue,straight,knee length,daily,net,default,default,short sleeves,regular,,027449.png
27450,Kurtis,9,black,straight,knee length,daily,net,default,default,short sleeves,regular,,027450.png
27451,Kurtis,9,green,,,party,default,default,default,three-quarter sleeves,regular,,027451.png
27452,Kurtis,9,black,,,party,default,default,default,three-quarter sleeves,regular,,027452.png
27453,Kurtis,9,black,,,daily,default,default,default,,regular,,027453.png
27454,Kurtis,9,navy blue,straight,knee length,daily,net,default,default,short sleeves,regular,,027454.png
27455,Kurtis,9,red,straight,knee length,daily,net,default,default,short sleeves,regular,,027455.png
27456,Kurtis,9,maroon,straight,knee length,daily,net,default,default,short sleeves,regular,,027456.png
27457,Kurtis,9,maroon,straight,knee length,daily,net,default,default,short sleeves,regular,,027457.png
27458,Kurtis,9,maroon,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,,027458.png
27459,Kurtis,9,green,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,,027459.png
27460,Kurtis,9,black,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,,027460.png
27461,Kurtis,9,black,straight,knee length,daily,net,solid,solid,three-quarter sleeves,regular,,027461.png
27462,Kurtis,9,grey,,,party,default,default,default,three-quarter sleeves,regular,,027462.png
27463,Kurtis,9,blue,,,,default,default,default,three-quarter sleeves,regular,,027463.png
27464,Kurtis,9,yellow,,,,default,default,default,three-quarter sleeves,regular,,027464.png
27465,Kurtis,9,,,,,default,default,default,three-quarter sleeves,regular,,027465.png
27466,Kurtis,9,navy blue,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,,027466.png
27467,Kurtis,9,navy blue,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,,027467.png
27468,Kurtis,9,black,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,,027468.png
27469,Kurtis,9,maroon,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,,027469.png
27470,Kurtis,9,red,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,,027470.png
27471,Kurtis,9,black,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,,027471.png
27472,Kurtis,9,red,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,,027472.png
27473,Kurtis,9,red,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,,027473.png
27474,Kurtis,9,maroon,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,,027474.png
27475,Kurtis,9,red,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,,027475.png
27476,Kurtis,9,maroon,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,,027476.png
27477,Kurtis,9,,straight,calf length,,default,default,default,three-quarter sleeves,regular,,027477.png
27478,Kurtis,9,red,,calf length,party,default,default,default,three-quarter sleeves,regular,,027478.png
27479,Kurtis,9,multicolor,a-line,calf length,daily,default,default,default,three-quarter sleeves,regular,,027479.png
27480,Kurtis,9,maroon,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,,027480.png
27481,Kurtis,9,multicolor,a-line,calf length,daily,default,default,default,three-quarter sleeves,,,027481.png
27482,Kurtis,9,black,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,,027482.png
27483,Kurtis,9,red,straight,knee length,daily,net,solid,solid,three-quarter sleeves,regular,,027483.png
27484,Kurtis,9,red,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,,027484.png
27485,Kurtis,9,red,a-line,calf length,daily,default,solid,solid,three-quarter sleeves,regular,,027485.png
27486,Kurtis,9,black,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,,027486.png
27487,Kurtis,9,black,a-line,calf length,party,net,solid,solid,three-quarter sleeves,regular,,027487.png
27488,Kurtis,9,navy blue,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,,027488.png
27489,Kurtis,9,navy blue,a-line,calf length,daily,default,default,default,three-quarter sleeves,regular,,027489.png
27490,Kurtis,9,maroon,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,,027490.png
27491,Kurtis,9,green,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,,027491.png
27492,Kurtis,9,maroon,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,,027492.png
27493,Kurtis,9,navy blue,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,,027493.png
27494,Kurtis,9,black,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,,027494.png
27495,Kurtis,9,navy blue,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,,027495.png
27496,Kurtis,9,black,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,,027496.png
27497,Kurtis,9,green,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,,027497.png
27498,Kurtis,9,navy blue,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,,027498.png
27499,Kurtis,9,navy blue,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,,027499.png
27500,Kurtis,9,black,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,,027500.png
27501,Kurtis,9,purple,a-line,calf length,daily,default,default,default,short sleeves,regular,,027501.png
27502,Kurtis,9,navy blue,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,,027502.png
27503,Kurtis,9,navy blue,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,,027503.png
27504,Kurtis,9,navy blue,,,party,default,default,default,three-quarter sleeves,regular,,027504.png
27505,Kurtis,9,red,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,,027505.png
27506,Kurtis,9,blue,a-line,calf length,daily,net,solid,solid,three-quarter sleeves,regular,,027506.png
27507,Kurtis,9,red,,,party,default,default,default,three-quarter sleeves,regular,,027507.png
27508,Kurtis,9,pink,,,party,default,default,default,three-quarter sleeves,regular,,027508.png
27509,Kurtis,9,maroon,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,,027509.png
27510,Kurtis,9,black,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,,027510.png
27511,Kurtis,9,black,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,,027511.png
27512,Kurtis,9,navy blue,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,,027512.png
27513,Kurtis,9,green,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,,027513.png
27514,Kurtis,9,red,a-line,calf length,daily,default,default,default,three-quarter sleeves,regular,,027514.png
27515,Kurtis,9,navy blue,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,,027515.png
27516,Kurtis,9,black,a-line,calf length,daily,net,solid,solid,three-quarter sleeves,regular,,027516.png
27517,Kurtis,9,maroon,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,,027517.png
27518,Kurtis,9,navy blue,a-line,calf length,daily,default,default,default,three-quarter sleeves,regular,,027518.png
27519,Kurtis,9,maroon,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,,027519.png
27520,Kurtis,9,red,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,,027520.png
27521,Kurtis,9,red,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,,027521.png
27522,Kurtis,9,red,a-line,knee length,,net,solid,solid,three-quarter sleeves,regular,,027522.png
27523,Kurtis,9,black,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,,027523.png
27524,Kurtis,9,black,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,,027524.png
27525,Kurtis,9,red,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,,027525.png
27526,Kurtis,9,navy blue,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,,027526.png
27527,Kurtis,9,red,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,,027527.png
27528,Kurtis,9,black,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,,027528.png
27529,Kurtis,9,red,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,,027529.png
27530,Kurtis,9,yellow,a-line,calf length,daily,default,default,default,three-quarter sleeves,regular,,027530.png
27531,Kurtis,9,maroon,a-line,knee length,party,default,solid,solid,three-quarter sleeves,regular,,027531.png
27532,Kurtis,9,red,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,,027532.png
27533,Kurtis,9,black,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,,027533.png
27534,Kurtis,9,red,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,,027534.png
27535,Kurtis,9,red,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,,027535.png
27536,Kurtis,9,green,a-line,knee length,daily,net,default,solid,three-quarter sleeves,regular,,027536.png
27537,Kurtis,9,maroon,a-line,knee length,daily,net,solid,default,three-quarter sleeves,regular,,027537.png
27538,Kurtis,9,black,,,,default,default,default,,regular,,027538.png
27539,Kurtis,9,red,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,,027539.png
27540,Kurtis,9,maroon,a-line,knee length,party,default,solid,solid,three-quarter sleeves,regular,,027540.png
27541,Kurtis,9,black,,,daily,default,default,default,three-quarter sleeves,regular,,027541.png
27542,Kurtis,9,navy blue,a-line,knee length,daily,default,default,default,three-quarter sleeves,regular,,027542.png
27543,Kurtis,9,red,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,,027543.png
27544,Kurtis,9,black,a-line,calf length,daily,default,default,default,three-quarter sleeves,regular,,027544.png
27545,Kurtis,9,black,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,,027545.png
27546,Kurtis,9,red,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,,027546.png
27547,Kurtis,9,black,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,,027547.png
27548,Kurtis,9,maroon,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,,027548.png
27549,Kurtis,9,red,straight,knee length,daily,net,solid,solid,three-quarter sleeves,regular,,027549.png
27550,Kurtis,9,maroon,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,,027550.png
27551,Kurtis,9,pink,a-line,calf length,daily,default,default,default,three-quarter sleeves,regular,,027551.png
27552,Kurtis,9,red,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,,027552.png
27553,Kurtis,9,maroon,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,,027553.png
27554,Kurtis,9,navy blue,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,,027554.png
27555,Kurtis,9,red,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,,027555.png
27556,Kurtis,9,maroon,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,,027556.png
27557,Kurtis,9,navy blue,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,,027557.png
27558,Kurtis,9,red,straight,knee length,daily,net,solid,solid,three-quarter sleeves,regular,,027558.png
27559,Kurtis,9,red,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,,027559.png
27560,Kurtis,9,maroon,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,,027560.png
27561,Kurtis,9,navy blue,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,,027561.png
27562,Kurtis,9,,,calf length,,default,default,default,three-quarter sleeves,regular,,027562.png
27563,Kurtis,9,black,straight,knee length,daily,net,default,default,short sleeves,regular,,027563.png
27564,Kurtis,9,pink,,calf length,,default,default,default,three-quarter sleeves,regular,,027564.png
27565,Kurtis,9,green,,,party,default,default,default,three-quarter sleeves,regular,,027565.png
27566,Kurtis,9,black,straight,calf length,daily,net,default,default,three-quarter sleeves,regular,,027566.png
27567,Kurtis,9,yellow,,calf length,,default,default,default,three-quarter sleeves,regular,,027567.png
27568,Kurtis,9,black,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,,027568.png
27569,Kurtis,9,blue,a-line,knee length,party,net,solid,solid,three-quarter sleeves,regular,,027569.png
27570,Kurtis,9,,,calf length,daily,default,default,default,three-quarter sleeves,regular,,027570.png
27571,Kurtis,9,black,a-line,calf length,daily,net,solid,solid,three-quarter sleeves,regular,,027571.png
27572,Kurtis,9,maroon,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,,027572.png
27573,Kurtis,9,maroon,,calf length,daily,default,default,default,three-quarter sleeves,regular,,027573.png
27574,Kurtis,9,maroon,,calf length,,default,default,default,three-quarter sleeves,regular,,027574.png
27575,Kurtis,9,pink,,calf length,daily,default,default,default,three-quarter sleeves,regular,,027575.png
27576,Kurtis,9,,a-line,calf length,daily,default,default,default,three-quarter sleeves,regular,,027576.png
27577,Kurtis,9,red,,calf length,,default,default,default,three-quarter sleeves,regular,,027577.png
27578,Kurtis,9,maroon,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,,027578.png
27579,Kurtis,9,red,,,party,default,default,default,three-quarter sleeves,,,027579.png
27580,Kurtis,9,maroon,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,,027580.png
27581,Kurtis,9,black,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,,027581.png
27582,Kurtis,9,maroon,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,,027582.png
27583,Kurtis,9,,,calf length,daily,default,default,default,three-quarter sleeves,regular,,027583.png
27584,Kurtis,9,red,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,,027584.png
27585,Kurtis,9,navy blue,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,,027585.png
27586,Kurtis,9,maroon,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,,027586.png
27587,Kurtis,9,maroon,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,,027587.png
27588,Kurtis,9,,,calf length,,default,solid,solid,three-quarter sleeves,regular,,027588.png
27589,Kurtis,9,navy blue,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,,027589.png
27590,Kurtis,9,grey,,,party,default,default,default,three-quarter sleeves,regular,,027590.png
27591,Kurtis,9,maroon,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,,027591.png
27592,Kurtis,9,maroon,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,,027592.png
27593,Kurtis,9,blue,a-line,calf length,daily,net,solid,solid,three-quarter sleeves,regular,,027593.png
27594,Kurtis,9,blue,,,party,default,default,default,three-quarter sleeves,regular,,027594.png
27595,Kurtis,9,navy blue,straight,calf length,daily,net,default,default,three-quarter sleeves,regular,,027595.png
27596,Kurtis,9,,,calf length,daily,default,default,default,three-quarter sleeves,regular,,027596.png
27597,Kurtis,9,maroon,,,party,default,default,default,three-quarter sleeves,regular,,027597.png
27598,Kurtis,9,navy blue,,,party,default,default,default,three-quarter sleeves,regular,,027598.png
27599,Kurtis,9,blue,,calf length,daily,default,default,default,three-quarter sleeves,regular,,027599.png
27600,Kurtis,9,black,,,daily,default,default,default,three-quarter sleeves,regular,,027600.png
27601,Kurtis,9,grey,,,party,default,default,default,three-quarter sleeves,regular,,027601.png
27602,Kurtis,9,,,calf length,daily,default,solid,solid,three-quarter sleeves,regular,,027602.png
27603,Kurtis,9,blue,,calf length,,default,default,default,three-quarter sleeves,regular,,027603.png
27604,Kurtis,9,white,,calf length,,default,default,default,three-quarter sleeves,regular,,027604.png
27605,Kurtis,9,red,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,,027605.png
27606,Kurtis,9,navy blue,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,,027606.png
27607,Kurtis,9,yellow,,calf length,,default,default,default,three-quarter sleeves,regular,,027607.png
27608,Kurtis,9,,,calf length,,default,default,default,three-quarter sleeves,regular,,027608.png
27609,Kurtis,9,maroon,straight,calf length,daily,net,default,default,three-quarter sleeves,regular,,027609.png
27610,Kurtis,9,grey,,calf length,,default,default,default,three-quarter sleeves,regular,,027610.png
27611,Kurtis,9,,,calf length,,default,default,default,three-quarter sleeves,regular,,027611.png
27612,Kurtis,9,,,calf length,,default,default,default,three-quarter sleeves,regular,,027612.png
27613,Kurtis,9,yellow,,,party,default,default,default,three-quarter sleeves,regular,,027613.png
27614,Kurtis,9,red,straight,knee length,daily,net,solid,solid,three-quarter sleeves,regular,,027614.png
27615,Kurtis,9,orange,,calf length,,default,default,default,three-quarter sleeves,regular,,027615.png
27616,Kurtis,9,navy blue,straight,knee length,daily,net,solid,solid,three-quarter sleeves,regular,,027616.png
27617,Kurtis,9,red,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,,027617.png
27618,Kurtis,9,pink,a-line,calf length,daily,default,default,default,three-quarter sleeves,regular,,027618.png
27619,Kurtis,9,,,calf length,,default,default,default,three-quarter sleeves,regular,,027619.png
27620,Kurtis,9,red,straight,calf length,daily,net,default,default,three-quarter sleeves,regular,,027620.png
27621,Kurtis,9,maroon,a-line,calf length,daily,default,default,default,three-quarter sleeves,regular,,027621.png
27622,Kurtis,9,black,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,,027622.png
27623,Kurtis,9,navy blue,a-line,knee length,daily,default,solid,solid,three-quarter sleeves,regular,,027623.png
27624,Kurtis,9,maroon,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,,027624.png
27625,Kurtis,9,,,calf length,daily,default,default,default,three-quarter sleeves,regular,,027625.png
27626,Kurtis,9,grey,a-line,,daily,net,solid,solid,three-quarter sleeves,regular,,027626.png
27627,Kurtis,9,pink,,,party,default,default,default,three-quarter sleeves,regular,,027627.png
27628,Kurtis,9,maroon,,,party,default,default,default,three-quarter sleeves,regular,,027628.png
27629,Kurtis,9,black,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,,027629.png
27630,Kurtis,9,black,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,,027630.png
27631,Kurtis,9,green,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,,027631.png
27632,Kurtis,9,red,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,,027632.png
27633,Kurtis,9,red,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,,027633.png
27634,Kurtis,9,black,straight,calf length,daily,net,default,default,three-quarter sleeves,regular,,027634.png
27635,Kurtis,9,red,a-line,knee length,,default,solid,solid,three-quarter sleeves,regular,,027635.png
27636,Kurtis,9,red,,calf length,daily,default,default,default,three-quarter sleeves,regular,,027636.png
27637,Kurtis,9,,,calf length,daily,default,default,default,three-quarter sleeves,regular,,027637.png
27638,Kurtis,9,maroon,a-line,calf length,,default,default,default,three-quarter sleeves,regular,,027638.png
27639,Kurtis,9,black,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,,027639.png
27640,Kurtis,9,black,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,,027640.png
27641,Kurtis,9,maroon,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,,027641.png
27642,Kurtis,9,maroon,a-line,knee length,,default,default,default,three-quarter sleeves,regular,,027642.png
27643,Kurtis,9,black,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,,027643.png
27644,Kurtis,9,navy blue,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,,027644.png
27645,Kurtis,9,navy blue,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,,027645.png
27646,Kurtis,9,navy blue,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,,027646.png
27647,Kurtis,9,yellow,straight,calf length,party,default,default,default,three-quarter sleeves,regular,,027647.png
27648,Kurtis,9,maroon,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,,027648.png
27649,Kurtis,9,black,straight,calf length,,default,default,default,three-quarter sleeves,regular,,027649.png
27650,Kurtis,9,black,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,,027650.png
27651,Kurtis,9,maroon,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,,027651.png
27652,Kurtis,9,black,a-line,calf length,daily,net,solid,solid,short sleeves,regular,,027652.png
27653,Kurtis,9,black,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,,027653.png
27654,Kurtis,9,maroon,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,,027654.png
27655,Kurtis,9,black,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,,027655.png
27656,Kurtis,9,maroon,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,,027656.png
27657,Kurtis,9,black,a-line,calf length,daily,net,solid,solid,three-quarter sleeves,regular,,027657.png
27658,Kurtis,9,black,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,,027658.png
27659,Kurtis,9,red,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,,027659.png
27660,Kurtis,9,green,,,daily,default,default,default,three-quarter sleeves,regular,,027660.png
27661,Kurtis,9,black,,calf length,daily,default,solid,solid,three-quarter sleeves,regular,,027661.png
27662,Kurtis,9,navy blue,a-line,knee length,daily,default,solid,solid,sleeveless,sleeveless,,027662.png
27663,Kurtis,9,multicolor,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,,027663.png
27664,Kurtis,9,green,,,party,default,default,default,three-quarter sleeves,regular,,027664.png
27665,Kurtis,9,blue,,calf length,,default,default,default,three-quarter sleeves,regular,,027665.png
27666,Kurtis,9,green,,calf length,,default,default,default,three-quarter sleeves,regular,,027666.png
27667,Kurtis,9,,,calf length,,default,default,default,three-quarter sleeves,regular,,027667.png
27668,Kurtis,9,green,,calf length,,default,default,default,three-quarter sleeves,regular,,027668.png
27669,Kurtis,9,yellow,,calf length,daily,default,solid,solid,three-quarter sleeves,regular,,027669.png
27670,Kurtis,9,navy blue,,calf length,,default,solid,default,three-quarter sleeves,regular,,027670.png
27671,Kurtis,9,black,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,,027671.png
27672,Kurtis,9,black,,calf length,,default,default,default,three-quarter sleeves,regular,,027672.png
27673,Kurtis,9,navy blue,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,,027673.png
27674,Kurtis,9,black,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,,027674.png
27675,Kurtis,9,maroon,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,,027675.png
27676,Kurtis,9,black,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,,027676.png
27677,Kurtis,9,,,calf length,,default,default,default,three-quarter sleeves,regular,,027677.png
27678,Kurtis,9,maroon,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,,027678.png
27679,Kurtis,9,red,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,,027679.png
27680,Kurtis,9,black,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,,027680.png
27681,Kurtis,9,white,,calf length,,default,default,default,three-quarter sleeves,regular,,027681.png
27682,Kurtis,9,,,calf length,,default,default,default,three-quarter sleeves,regular,,027682.png
27683,Kurtis,9,red,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,,027683.png
27684,Kurtis,9,black,,,party,default,default,default,three-quarter sleeves,regular,,027684.png
27685,Kurtis,9,yellow,,,daily,default,default,default,three-quarter sleeves,regular,,027685.png
27686,Kurtis,9,black,,calf length,party,default,default,default,three-quarter sleeves,regular,,027686.png
27687,Kurtis,9,navy blue,a-line,knee length,daily,default,solid,solid,sleeveless,sleeveless,,027687.png
27688,Kurtis,9,navy blue,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,,027688.png
27689,Kurtis,9,white,,calf length,,default,default,default,three-quarter sleeves,regular,,027689.png
27690,Kurtis,9,navy blue,a-line,calf length,daily,default,default,default,three-quarter sleeves,regular,,027690.png
27691,Kurtis,9,red,a-line,knee length,daily,default,solid,solid,three-quarter sleeves,regular,,027691.png
27692,Kurtis,9,black,,,daily,default,default,default,three-quarter sleeves,regular,,027692.png
27693,Kurtis,9,black,straight,knee length,daily,net,solid,solid,three-quarter sleeves,regular,,027693.png
27694,Kurtis,9,yellow,a-line,calf length,daily,default,solid,solid,three-quarter sleeves,regular,,027694.png
27695,Kurtis,9,pink,,,party,default,default,default,three-quarter sleeves,regular,,027695.png
