id,Category,fit_shape,length,sleeve_length,sleeve_styling
58773,Women Tops & Tunics,fitted,crop,short sleeves,default
61360,Women Tops & Tunics,fitted,crop,short sleeves,default
64351,Women Tops & Tunics,fitted,crop,short sleeves,default
56264,Women Tops & Tunics,fitted,crop,short sleeves,default
67267,Women Tops & Tunics,regular,regular,three-quarter sleeves,regular sleeves
68644,Women Tops & Tunics,regular,regular,three-quarter sleeves,regular sleeves
66363,Women Tops & Tunics,regular,regular,three-quarter sleeves,regular sleeves
63785,Women Tops & Tunics,regular,regular,three-quarter sleeves,regular sleeves
55967,Women Tops & Tunics,regular,regular,three-quarter sleeves,regular sleeves
53419,Women Tops & Tunics,regular,regular,three-quarter sleeves,regular sleeves
69083,Women Tops & Tunics,fitted,regular,short sleeves,regular sleeves
61415,Women Tops & Tunics,fitted,regular,short sleeves,regular sleeves
56586,Women Tops & Tunics,fitted,regular,short sleeves,regular sleeves
60522,Women Tops & Tunics,fitted,regular,short sleeves,regular sleeves
64588,Women Tops & Tunics,fitted,regular,short sleeves,regular sleeves
61228,Women Tops & Tunics,fitted,regular,short sleeves,regular sleeves
51758,Women Tops & Tunics,boxy,crop,short sleeves,regular sleeves
64963,Women Tops & Tunics,boxy,crop,short sleeves,regular sleeves
61157,Women Tops & Tunics,boxy,crop,short sleeves,regular sleeves
64611,Women Tops & Tunics,boxy,crop,short sleeves,regular sleeves
51608,Women Tops & Tunics,boxy,crop,short sleeves,regular sleeves
68795,Women Tops & Tunics,boxy,crop,short sleeves,regular sleeves
63441,Women Tops & Tunics,fitted,crop,long sleeves,regular sleeves
66051,Women Tops & Tunics,fitted,crop,long sleeves,regular sleeves
59866,Women Tops & Tunics,fitted,crop,long sleeves,regular sleeves
66680,Women Tops & Tunics,fitted,crop,long sleeves,regular sleeves
69534,Women Tops & Tunics,fitted,crop,long sleeves,regular sleeves
68251,Women Tops & Tunics,fitted,crop,long sleeves,regular sleeves
70375,Women Tops & Tunics,regular,crop,short sleeves,regular sleeves
68533,Women Tops & Tunics,regular,crop,short sleeves,regular sleeves
62649,Women Tops & Tunics,regular,crop,short sleeves,regular sleeves
60293,Women Tops & Tunics,regular,crop,short sleeves,regular sleeves
53291,Women Tops & Tunics,regular,crop,short sleeves,regular sleeves
54426,Women Tops & Tunics,regular,crop,short sleeves,regular sleeves
65266,Women Tops & Tunics,boxy,crop,short sleeves,regular sleeves
63397,Women Tops & Tunics,boxy,crop,short sleeves,regular sleeves
64877,Women Tops & Tunics,boxy,crop,short sleeves,regular sleeves
54979,Women Tops & Tunics,boxy,crop,short sleeves,regular sleeves
55969,Women Tops & Tunics,boxy,crop,short sleeves,regular sleeves
69636,Women Tops & Tunics,boxy,crop,short sleeves,regular sleeves
69747,Women Tops & Tunics,fitted,crop,long sleeves,regular sleeves
62272,Women Tops & Tunics,fitted,crop,long sleeves,regular sleeves
55934,Women Tops & Tunics,fitted,crop,long sleeves,regular sleeves
68483,Women Tops & Tunics,fitted,crop,long sleeves,regular sleeves
69829,Women Tops & Tunics,fitted,crop,long sleeves,regular sleeves
56876,Women Tops & Tunics,fitted,crop,long sleeves,regular sleeves
63583,Women Tops & Tunics,fitted,crop,long sleeves,regular sleeves
55087,Women Tops & Tunics,fitted,crop,long sleeves,regular sleeves
55413,Women Tops & Tunics,fitted,crop,long sleeves,regular sleeves
65048,Women Tops & Tunics,fitted,crop,long sleeves,regular sleeves
57465,Women Tops & Tunics,fitted,regular,three-quarter sleeves,regular sleeves
60102,Women Tops & Tunics,fitted,regular,three-quarter sleeves,regular sleeves
68078,Women Tops & Tunics,fitted,regular,three-quarter sleeves,regular sleeves
63257,Women Tops & Tunics,fitted,regular,three-quarter sleeves,regular sleeves
52541,Women Tops & Tunics,fitted,regular,three-quarter sleeves,regular sleeves
52727,Women Tops & Tunics,boxy,crop,long sleeves,regular sleeves
65049,Women Tops & Tunics,boxy,crop,long sleeves,regular sleeves
56459,Women Tops & Tunics,boxy,crop,long sleeves,regular sleeves
54652,Women Tops & Tunics,boxy,crop,long sleeves,regular sleeves
57299,Women Tops & Tunics,boxy,crop,long sleeves,regular sleeves
67119,Women Tops & Tunics,fitted,regular,long sleeves,regular sleeves
55622,Women Tops & Tunics,fitted,regular,long sleeves,regular sleeves
55532,Women Tops & Tunics,fitted,regular,long sleeves,regular sleeves
52398,Women Tops & Tunics,fitted,regular,long sleeves,regular sleeves
56403,Women Tops & Tunics,fitted,regular,long sleeves,regular sleeves
51647,Women Tops & Tunics,fitted,regular,short sleeves,regular sleeves
61755,Women Tops & Tunics,fitted,regular,short sleeves,regular sleeves
63926,Women Tops & Tunics,fitted,regular,short sleeves,regular sleeves
59517,Women Tops & Tunics,fitted,regular,short sleeves,regular sleeves
65932,Women Tops & Tunics,fitted,regular,short sleeves,regular sleeves
67207,Women Tops & Tunics,regular,crop,short sleeves,regular sleeves
55998,Women Tops & Tunics,regular,crop,short sleeves,regular sleeves
61832,Women Tops & Tunics,regular,crop,short sleeves,regular sleeves
65029,Women Tops & Tunics,regular,crop,short sleeves,regular sleeves
68419,Women Tops & Tunics,regular,crop,short sleeves,regular sleeves
62453,Women Tops & Tunics,boxy,crop,short sleeves,regular sleeves
68782,Women Tops & Tunics,boxy,crop,short sleeves,regular sleeves
51594,Women Tops & Tunics,boxy,crop,short sleeves,regular sleeves
62912,Women Tops & Tunics,boxy,crop,short sleeves,regular sleeves
57181,Women Tops & Tunics,boxy,crop,short sleeves,regular sleeves
69410,Women Tops & Tunics,regular,crop,short sleeves,regular sleeves
52675,Women Tops & Tunics,regular,crop,short sleeves,regular sleeves
68015,Women Tops & Tunics,regular,crop,short sleeves,regular sleeves
60196,Women Tops & Tunics,regular,crop,short sleeves,regular sleeves
61269,Women Tops & Tunics,regular,crop,short sleeves,regular sleeves
61623,Women Tops & Tunics,fitted,crop,short sleeves,regular sleeves
63941,Women Tops & Tunics,fitted,crop,short sleeves,regular sleeves
57355,Women Tops & Tunics,fitted,crop,short sleeves,regular sleeves
56673,Women Tops & Tunics,fitted,crop,short sleeves,regular sleeves
69217,Women Tops & Tunics,fitted,crop,short sleeves,regular sleeves
69568,Women Tops & Tunics,fitted,crop,long sleeves,regular sleeves
70253,Women Tops & Tunics,fitted,crop,long sleeves,regular sleeves
62711,Women Tops & Tunics,fitted,crop,long sleeves,regular sleeves
63973,Women Tops & Tunics,fitted,crop,long sleeves,regular sleeves
55901,Women Tops & Tunics,regular,crop,short sleeves,regular sleeves
69780,Women Tops & Tunics,regular,crop,short sleeves,regular sleeves
60669,Women Tops & Tunics,regular,crop,short sleeves,regular sleeves
51407,Women Tops & Tunics,regular,crop,short sleeves,regular sleeves
58746,Women Tops & Tunics,boxy,crop,long sleeves,regular sleeves
53896,Women Tops & Tunics,boxy,crop,long sleeves,regular sleeves
61844,Women Tops & Tunics,boxy,crop,long sleeves,regular sleeves
62004,Women Tops & Tunics,boxy,crop,long sleeves,regular sleeves
51835,Women Tops & Tunics,regular,regular,short sleeves,regular sleeves
55190,Women Tops & Tunics,regular,regular,short sleeves,regular sleeves
58785,Women Tops & Tunics,regular,regular,short sleeves,regular sleeves
61341,Women Tops & Tunics,regular,regular,short sleeves,regular sleeves
65728,Women Tops & Tunics,fitted,crop,long sleeves,regular sleeves
68784,Women Tops & Tunics,fitted,crop,long sleeves,regular sleeves
66427,Women Tops & Tunics,fitted,crop,long sleeves,regular sleeves
52912,Women Tops & Tunics,fitted,crop,long sleeves,regular sleeves
58418,Women Tops & Tunics,fitted,regular,long sleeves,regular sleeves
57138,Women Tops & Tunics,fitted,regular,long sleeves,regular sleeves
63136,Women Tops & Tunics,fitted,regular,long sleeves,regular sleeves
65082,Women Tops & Tunics,fitted,regular,long sleeves,regular sleeves
66090,Women Tops & Tunics,fitted,crop,long sleeves,regular sleeves
53243,Women Tops & Tunics,fitted,crop,long sleeves,regular sleeves
54620,Women Tops & Tunics,fitted,crop,long sleeves,regular sleeves
52107,Women Tops & Tunics,fitted,crop,long sleeves,regular sleeves
55202,Women Tops & Tunics,fitted,regular,short sleeves,puff sleeves
55774,Women Tops & Tunics,fitted,regular,short sleeves,puff sleeves
58705,Women Tops & Tunics,fitted,regular,short sleeves,puff sleeves
65119,Women Tops & Tunics,fitted,regular,short sleeves,puff sleeves
62290,Women Tops & Tunics,fitted,regular,short sleeves,puff sleeves
55261,Women Tops & Tunics,fitted,regular,short sleeves,puff sleeves
63789,Women Tops & Tunics,fitted,regular,short sleeves,puff sleeves
61488,Women Tops & Tunics,fitted,regular,short sleeves,puff sleeves
63971,Women Tops & Tunics,fitted,crop,short sleeves,default
59595,Women Tops & Tunics,fitted,crop,short sleeves,default
64649,Women Tops & Tunics,fitted,crop,short sleeves,default
61259,Women Tops & Tunics,fitted,crop,short sleeves,default
57358,Women Tops & Tunics,boxy,crop,short sleeves,regular sleeves
66017,Women Tops & Tunics,boxy,crop,short sleeves,regular sleeves
61113,Women Tops & Tunics,boxy,crop,short sleeves,regular sleeves
51761,Women Tops & Tunics,boxy,crop,short sleeves,regular sleeves
62262,Women Tops & Tunics,boxy,crop,long sleeves,regular sleeves
57640,Women Tops & Tunics,boxy,crop,long sleeves,regular sleeves
53233,Women Tops & Tunics,boxy,crop,long sleeves,regular sleeves
57617,Women Tops & Tunics,boxy,crop,long sleeves,regular sleeves
57735,Women Tops & Tunics,regular,crop,short sleeves,regular sleeves
56805,Women Tops & Tunics,regular,crop,short sleeves,regular sleeves
66236,Women Tops & Tunics,regular,crop,short sleeves,regular sleeves
57018,Women Tops & Tunics,regular,crop,short sleeves,regular sleeves
66548,Women Tops & Tunics,regular,crop,short sleeves,regular sleeves
63734,Women Tops & Tunics,regular,crop,short sleeves,regular sleeves
70145,Women Tops & Tunics,regular,crop,short sleeves,regular sleeves
68230,Women Tops & Tunics,regular,crop,short sleeves,regular sleeves
68628,Women Tops & Tunics,boxy,crop,short sleeves,regular sleeves
61369,Women Tops & Tunics,boxy,crop,short sleeves,regular sleeves
58183,Women Tops & Tunics,boxy,crop,short sleeves,regular sleeves
70254,Women Tops & Tunics,boxy,crop,short sleeves,regular sleeves
59639,Women Tops & Tunics,fitted,regular,short sleeves,puff sleeves
57608,Women Tops & Tunics,fitted,regular,short sleeves,puff sleeves
63546,Women Tops & Tunics,fitted,regular,short sleeves,puff sleeves
64529,Women Tops & Tunics,fitted,regular,short sleeves,puff sleeves
69054,Women Tops & Tunics,fitted,regular,three-quarter sleeves,default
56548,Women Tops & Tunics,fitted,regular,three-quarter sleeves,default
58287,Women Tops & Tunics,fitted,regular,three-quarter sleeves,default
58009,Women Tops & Tunics,fitted,regular,three-quarter sleeves,default
52733,Women Tops & Tunics,fitted,regular,short sleeves,regular sleeves
59500,Women Tops & Tunics,fitted,regular,short sleeves,regular sleeves
62584,Women Tops & Tunics,fitted,regular,short sleeves,regular sleeves
51434,Women Tops & Tunics,fitted,regular,short sleeves,regular sleeves
52950,Women Tops & Tunics,regular,regular,three-quarter sleeves,default
56252,Women Tops & Tunics,regular,regular,three-quarter sleeves,default
58057,Women Tops & Tunics,regular,regular,three-quarter sleeves,default
56781,Women Tops & Tunics,regular,regular,three-quarter sleeves,default
55117,Women Tops & Tunics,regular,crop,short sleeves,regular sleeves
68669,Women Tops & Tunics,regular,crop,short sleeves,regular sleeves
65628,Women Tops & Tunics,regular,crop,short sleeves,regular sleeves
70034,Women Tops & Tunics,regular,crop,short sleeves,regular sleeves
56746,Women Tops & Tunics,boxy,crop,short sleeves,regular sleeves
68150,Women Tops & Tunics,boxy,crop,short sleeves,regular sleeves
59809,Women Tops & Tunics,boxy,crop,short sleeves,regular sleeves
62873,Women Tops & Tunics,boxy,crop,short sleeves,regular sleeves
51706,Women Tops & Tunics,boxy,crop,long sleeves,regular sleeves
66444,Women Tops & Tunics,boxy,crop,long sleeves,regular sleeves
67464,Women Tops & Tunics,boxy,crop,long sleeves,regular sleeves
63493,Women Tops & Tunics,boxy,crop,long sleeves,regular sleeves
60854,Women Tops & Tunics,fitted,crop,short sleeves,regular sleeves
55419,Women Tops & Tunics,fitted,crop,short sleeves,regular sleeves
61244,Women Tops & Tunics,fitted,crop,short sleeves,regular sleeves
56396,Women Tops & Tunics,fitted,crop,short sleeves,regular sleeves
62374,Women Tops & Tunics,fitted,regular,short sleeves,regular sleeves
66769,Women Tops & Tunics,fitted,regular,short sleeves,regular sleeves
52384,Women Tops & Tunics,fitted,regular,short sleeves,regular sleeves
62789,Women Tops & Tunics,fitted,regular,short sleeves,regular sleeves
67611,Women Tops & Tunics,default,crop,short sleeves,regular sleeves
57893,Women Tops & Tunics,default,crop,short sleeves,regular sleeves
52601,Women Tops & Tunics,default,crop,short sleeves,regular sleeves
63718,Women Tops & Tunics,default,crop,short sleeves,regular sleeves
58957,Women Tops & Tunics,regular,crop,short sleeves,regular sleeves
54901,Women Tops & Tunics,regular,crop,short sleeves,regular sleeves
54442,Women Tops & Tunics,regular,crop,short sleeves,regular sleeves
65448,Women Tops & Tunics,regular,crop,short sleeves,regular sleeves
68799,Women Tops & Tunics,fitted,regular,short sleeves,regular sleeves
64034,Women Tops & Tunics,fitted,regular,short sleeves,regular sleeves
70012,Women Tops & Tunics,fitted,regular,short sleeves,regular sleeves
52301,Women Tops & Tunics,fitted,regular,short sleeves,regular sleeves
56401,Women Tops & Tunics,fitted,regular,long sleeves,regular sleeves
54020,Women Tops & Tunics,fitted,regular,long sleeves,regular sleeves
55409,Women Tops & Tunics,fitted,regular,long sleeves,regular sleeves
61676,Women Tops & Tunics,fitted,regular,long sleeves,regular sleeves
69091,Women Tops & Tunics,regular,crop,short sleeves,regular sleeves
62989,Women Tops & Tunics,regular,crop,short sleeves,regular sleeves
63889,Women Tops & Tunics,regular,crop,short sleeves,regular sleeves
58414,Women Tops & Tunics,fitted,regular,long sleeves,regular sleeves
63613,Women Tops & Tunics,fitted,regular,long sleeves,regular sleeves
68276,Women Tops & Tunics,fitted,regular,long sleeves,regular sleeves
67623,Women Tops & Tunics,regular,regular,short sleeves,regular sleeves
54091,Women Tops & Tunics,regular,regular,short sleeves,regular sleeves
58244,Women Tops & Tunics,regular,regular,short sleeves,regular sleeves
58757,Women Tops & Tunics,default,crop,short sleeves,regular sleeves
69272,Women Tops & Tunics,default,crop,short sleeves,regular sleeves
57230,Women Tops & Tunics,default,crop,short sleeves,regular sleeves
57558,Women Tops & Tunics,boxy,crop,short sleeves,regular sleeves
63117,Women Tops & Tunics,boxy,crop,short sleeves,regular sleeves
52600,Women Tops & Tunics,boxy,crop,short sleeves,regular sleeves
68577,Women Tops & Tunics,default,crop,short sleeves,regular sleeves
55949,Women Tops & Tunics,default,crop,short sleeves,regular sleeves
58006,Women Tops & Tunics,default,crop,short sleeves,regular sleeves
63455,Women Tops & Tunics,fitted,crop,short sleeves,default
66231,Women Tops & Tunics,fitted,crop,short sleeves,default
57642,Women Tops & Tunics,fitted,crop,short sleeves,default
62327,Women Tops & Tunics,fitted,crop,short sleeves,default
55405,Women Tops & Tunics,fitted,crop,short sleeves,default
60242,Women Tops & Tunics,fitted,crop,short sleeves,default
68660,Women Tops & Tunics,default,crop,short sleeves,regular sleeves
57582,Women Tops & Tunics,default,crop,short sleeves,regular sleeves
58275,Women Tops & Tunics,default,crop,short sleeves,regular sleeves
54026,Women Tops & Tunics,fitted,regular,short sleeves,puff sleeves
56065,Women Tops & Tunics,fitted,regular,short sleeves,puff sleeves
70139,Women Tops & Tunics,fitted,regular,short sleeves,puff sleeves
56352,Women Tops & Tunics,fitted,regular,long sleeves,puff sleeves
65393,Women Tops & Tunics,fitted,regular,long sleeves,puff sleeves
67441,Women Tops & Tunics,fitted,regular,long sleeves,puff sleeves
59117,Women Tops & Tunics,fitted,regular,long sleeves,regular sleeves
64556,Women Tops & Tunics,fitted,regular,long sleeves,regular sleeves
59458,Women Tops & Tunics,fitted,regular,long sleeves,regular sleeves
63570,Women Tops & Tunics,boxy,crop,long sleeves,regular sleeves
61331,Women Tops & Tunics,boxy,crop,long sleeves,regular sleeves
54798,Women Tops & Tunics,boxy,crop,long sleeves,regular sleeves
58146,Women Tops & Tunics,regular,crop,short sleeves,regular sleeves
68523,Women Tops & Tunics,regular,crop,short sleeves,regular sleeves
53285,Women Tops & Tunics,regular,crop,short sleeves,regular sleeves
51722,Women Tops & Tunics,default,crop,short sleeves,regular sleeves
53221,Women Tops & Tunics,default,crop,short sleeves,regular sleeves
69573,Women Tops & Tunics,default,crop,short sleeves,regular sleeves
68423,Women Tops & Tunics,fitted,regular,short sleeves,regular sleeves
57801,Women Tops & Tunics,fitted,regular,short sleeves,regular sleeves
61455,Women Tops & Tunics,fitted,regular,short sleeves,regular sleeves
63811,Women Tops & Tunics,fitted,regular,short sleeves,puff sleeves
58441,Women Tops & Tunics,fitted,regular,short sleeves,puff sleeves
68826,Women Tops & Tunics,fitted,regular,short sleeves,puff sleeves
68764,Women Tops & Tunics,fitted,regular,short sleeves,regular sleeves
54079,Women Tops & Tunics,fitted,regular,short sleeves,regular sleeves
60005,Women Tops & Tunics,fitted,regular,short sleeves,regular sleeves
67427,Women Tops & Tunics,fitted,regular,short sleeves,puff sleeves
61038,Women Tops & Tunics,fitted,regular,short sleeves,puff sleeves
70214,Women Tops & Tunics,fitted,regular,short sleeves,puff sleeves
69281,Women Tops & Tunics,fitted,crop,short sleeves,regular sleeves
62065,Women Tops & Tunics,fitted,crop,short sleeves,regular sleeves
51443,Women Tops & Tunics,fitted,crop,short sleeves,regular sleeves
68197,Women Tops & Tunics,regular,crop,short sleeves,regular sleeves
61388,Women Tops & Tunics,regular,crop,short sleeves,regular sleeves
51615,Women Tops & Tunics,regular,crop,short sleeves,regular sleeves
53828,Women Tops & Tunics,fitted,crop,long sleeves,regular sleeves
67927,Women Tops & Tunics,fitted,crop,long sleeves,regular sleeves
67312,Women Tops & Tunics,fitted,crop,long sleeves,regular sleeves
70337,Women Tops & Tunics,boxy,crop,long sleeves,regular sleeves
63253,Women Tops & Tunics,boxy,crop,long sleeves,regular sleeves
53837,Women Tops & Tunics,boxy,crop,long sleeves,regular sleeves
58325,Women Tops & Tunics,regular,regular,long sleeves,regular sleeves
57321,Women Tops & Tunics,regular,regular,long sleeves,regular sleeves
57731,Women Tops & Tunics,regular,regular,long sleeves,regular sleeves
56192,Women Tops & Tunics,regular,regular,short sleeves,regular sleeves
61692,Women Tops & Tunics,regular,regular,short sleeves,regular sleeves
66941,Women Tops & Tunics,regular,regular,short sleeves,regular sleeves
54478,Women Tops & Tunics,regular,regular,short sleeves,regular sleeves
64667,Women Tops & Tunics,regular,regular,short sleeves,regular sleeves
54736,Women Tops & Tunics,regular,regular,short sleeves,regular sleeves
67871,Women Tops & Tunics,regular,crop,short sleeves,regular sleeves
68506,Women Tops & Tunics,regular,crop,short sleeves,regular sleeves
62007,Women Tops & Tunics,regular,crop,short sleeves,regular sleeves
69506,Women Tops & Tunics,default,crop,short sleeves,regular sleeves
63287,Women Tops & Tunics,default,crop,short sleeves,regular sleeves
56217,Women Tops & Tunics,default,crop,short sleeves,regular sleeves
61075,Women Tops & Tunics,regular,regular,three-quarter sleeves,default
56869,Women Tops & Tunics,regular,regular,three-quarter sleeves,default
61044,Women Tops & Tunics,regular,regular,three-quarter sleeves,default
55352,Women Tops & Tunics,fitted,crop,short sleeves,default
54682,Women Tops & Tunics,fitted,crop,short sleeves,default
55874,Women Tops & Tunics,fitted,crop,short sleeves,default
66224,Women Tops & Tunics,boxy,crop,short sleeves,regular sleeves
57693,Women Tops & Tunics,boxy,crop,short sleeves,regular sleeves
56149,Women Tops & Tunics,boxy,crop,short sleeves,regular sleeves
65925,Women Tops & Tunics,default,regular,short sleeves,default
58797,Women Tops & Tunics,default,regular,short sleeves,default
63834,Women Tops & Tunics,default,regular,short sleeves,default
64338,Women Tops & Tunics,fitted,crop,short sleeves,default
58795,Women Tops & Tunics,fitted,crop,short sleeves,default
56465,Women Tops & Tunics,fitted,crop,short sleeves,default
68789,Women Tops & Tunics,fitted,regular,long sleeves,puff sleeves
66565,Women Tops & Tunics,fitted,regular,long sleeves,puff sleeves
58222,Women Tops & Tunics,fitted,regular,long sleeves,puff sleeves
58147,Women Tops & Tunics,boxy,crop,long sleeves,regular sleeves
66413,Women Tops & Tunics,boxy,crop,long sleeves,regular sleeves
56238,Women Tops & Tunics,boxy,crop,long sleeves,regular sleeves
57123,Women Tops & Tunics,fitted,regular,short sleeves,regular sleeves
54238,Women Tops & Tunics,fitted,regular,short sleeves,regular sleeves
67590,Women Tops & Tunics,fitted,regular,short sleeves,regular sleeves
54082,Women Tops & Tunics,default,crop,short sleeves,regular sleeves
61229,Women Tops & Tunics,default,crop,short sleeves,regular sleeves
52678,Women Tops & Tunics,default,crop,short sleeves,regular sleeves
55343,Women Tops & Tunics,regular,regular,long sleeves,regular sleeves
64506,Women Tops & Tunics,regular,regular,long sleeves,regular sleeves
53164,Women Tops & Tunics,regular,regular,long sleeves,regular sleeves
57352,Women Tops & Tunics,regular,crop,short sleeves,regular sleeves
63859,Women Tops & Tunics,regular,crop,short sleeves,regular sleeves
69382,Women Tops & Tunics,regular,crop,short sleeves,regular sleeves
64973,Women Tops & Tunics,fitted,regular,long sleeves,puff sleeves
53024,Women Tops & Tunics,fitted,regular,long sleeves,puff sleeves
58226,Women Tops & Tunics,fitted,regular,long sleeves,puff sleeves
58591,Women Tops & Tunics,fitted,regular,short sleeves,regular sleeves
55383,Women Tops & Tunics,fitted,regular,short sleeves,regular sleeves
60578,Women Tops & Tunics,fitted,regular,short sleeves,regular sleeves
58902,Women Tops & Tunics,fitted,regular,long sleeves,regular sleeves
63027,Women Tops & Tunics,fitted,regular,long sleeves,regular sleeves
63271,Women Tops & Tunics,fitted,regular,long sleeves,regular sleeves
69436,Women Tops & Tunics,regular,regular,long sleeves,regular sleeves
60413,Women Tops & Tunics,regular,regular,long sleeves,regular sleeves
69823,Women Tops & Tunics,regular,regular,long sleeves,regular sleeves
56920,Women Tops & Tunics,regular,regular,short sleeves,default
69714,Women Tops & Tunics,regular,regular,short sleeves,default
61934,Women Tops & Tunics,regular,regular,short sleeves,default
70262,Women Tops & Tunics,fitted,regular,short sleeves,regular sleeves
56311,Women Tops & Tunics,fitted,regular,short sleeves,regular sleeves
52735,Women Tops & Tunics,fitted,regular,short sleeves,regular sleeves
63720,Women Tops & Tunics,fitted,regular,long sleeves,regular sleeves
54925,Women Tops & Tunics,fitted,regular,long sleeves,regular sleeves
59010,Women Tops & Tunics,fitted,regular,long sleeves,regular sleeves
54888,Women Tops & Tunics,default,crop,short sleeves,regular sleeves
61054,Women Tops & Tunics,default,crop,short sleeves,regular sleeves
66752,Women Tops & Tunics,default,crop,short sleeves,regular sleeves
69041,Women Tops & Tunics,fitted,regular,long sleeves,regular sleeves
63309,Women Tops & Tunics,fitted,regular,long sleeves,regular sleeves
66039,Women Tops & Tunics,fitted,regular,long sleeves,regular sleeves
65800,Women Tops & Tunics,fitted,regular,long sleeves,regular sleeves
61547,Women Tops & Tunics,fitted,regular,long sleeves,regular sleeves
66996,Women Tops & Tunics,fitted,regular,long sleeves,regular sleeves
62160,Women Tops & Tunics,fitted,regular,short sleeves,regular sleeves
67374,Women Tops & Tunics,fitted,regular,short sleeves,regular sleeves
64259,Women Tops & Tunics,fitted,regular,short sleeves,regular sleeves
63588,Women Tops & Tunics,fitted,crop,short sleeves,default
66741,Women Tops & Tunics,fitted,crop,short sleeves,default
51705,Women Tops & Tunics,fitted,crop,short sleeves,default
52737,Women Tops & Tunics,fitted,regular,short sleeves,regular sleeves
70112,Women Tops & Tunics,fitted,regular,short sleeves,regular sleeves
59422,Women Tops & Tunics,regular,regular,short sleeves,regular sleeves
63414,Women Tops & Tunics,regular,regular,short sleeves,regular sleeves
52145,Women Tops & Tunics,regular,regular,short sleeves,default
69751,Women Tops & Tunics,regular,regular,short sleeves,default
63581,Women Tops & Tunics,default,crop,short sleeves,regular sleeves
68384,Women Tops & Tunics,default,crop,short sleeves,regular sleeves
59124,Women Tops & Tunics,regular,regular,short sleeves,default
66163,Women Tops & Tunics,regular,regular,short sleeves,default
56596,Women Tops & Tunics,fitted,crop,short sleeves,default
55915,Women Tops & Tunics,fitted,crop,short sleeves,default
53999,Women Tops & Tunics,fitted,crop,long sleeves,regular sleeves
65229,Women Tops & Tunics,fitted,crop,long sleeves,regular sleeves
64189,Women Tops & Tunics,fitted,regular,long sleeves,regular sleeves
58642,Women Tops & Tunics,fitted,regular,long sleeves,regular sleeves
64759,Women Tops & Tunics,regular,regular,short sleeves,puff sleeves
65535,Women Tops & Tunics,regular,regular,short sleeves,puff sleeves
52979,Women Tops & Tunics,boxy,crop,short sleeves,regular sleeves
66307,Women Tops & Tunics,boxy,crop,short sleeves,regular sleeves
54981,Women Tops & Tunics,fitted,crop,long sleeves,regular sleeves
63318,Women Tops & Tunics,fitted,crop,long sleeves,regular sleeves
67146,Women Tops & Tunics,default,regular,short sleeves,default
53456,Women Tops & Tunics,default,regular,short sleeves,default
56094,Women Tops & Tunics,fitted,crop,short sleeves,regular sleeves
59031,Women Tops & Tunics,fitted,crop,short sleeves,regular sleeves
61200,Women Tops & Tunics,regular,regular,short sleeves,default
56430,Women Tops & Tunics,regular,regular,short sleeves,default
54656,Women Tops & Tunics,fitted,crop,short sleeves,default
61001,Women Tops & Tunics,fitted,crop,short sleeves,default
54078,Women Tops & Tunics,default,regular,short sleeves,default
70295,Women Tops & Tunics,default,regular,short sleeves,default
67617,Women Tops & Tunics,boxy,crop,short sleeves,regular sleeves
55330,Women Tops & Tunics,boxy,crop,short sleeves,regular sleeves
52284,Women Tops & Tunics,fitted,regular,three-quarter sleeves,default
59216,Women Tops & Tunics,fitted,regular,three-quarter sleeves,default
60865,Women Tops & Tunics,fitted,regular,short sleeves,puff sleeves
57540,Women Tops & Tunics,fitted,regular,short sleeves,puff sleeves
61302,Women Tops & Tunics,regular,regular,short sleeves,regular sleeves
70168,Women Tops & Tunics,regular,regular,short sleeves,regular sleeves
58614,Women Tops & Tunics,regular,crop,short sleeves,regular sleeves
53822,Women Tops & Tunics,regular,crop,short sleeves,regular sleeves
53762,Women Tops & Tunics,regular,regular,long sleeves,regular sleeves
61363,Women Tops & Tunics,regular,regular,long sleeves,regular sleeves
53326,Women Tops & Tunics,regular,regular,short sleeves,regular sleeves
64396,Women Tops & Tunics,regular,regular,short sleeves,regular sleeves
66154,Women Tops & Tunics,fitted,crop,short sleeves,default
60523,Women Tops & Tunics,fitted,crop,short sleeves,default
51641,Women Tops & Tunics,fitted,regular,short sleeves,puff sleeves
59971,Women Tops & Tunics,fitted,regular,short sleeves,puff sleeves
65128,Women Tops & Tunics,regular,crop,short sleeves,regular sleeves
55783,Women Tops & Tunics,regular,crop,short sleeves,regular sleeves
58681,Women Tops & Tunics,regular,regular,short sleeves,regular sleeves
56142,Women Tops & Tunics,regular,regular,short sleeves,regular sleeves
65178,Women Tops & Tunics,regular,regular,long sleeves,regular sleeves
64356,Women Tops & Tunics,regular,regular,long sleeves,regular sleeves
66639,Women Tops & Tunics,fitted,crop,short sleeves,default
56803,Women Tops & Tunics,fitted,crop,short sleeves,default
66259,Women Tops & Tunics,regular,regular,three-quarter sleeves,regular sleeves
56310,Women Tops & Tunics,regular,regular,three-quarter sleeves,regular sleeves
64832,Women Tops & Tunics,regular,regular,short sleeves,default
63351,Women Tops & Tunics,regular,regular,short sleeves,default
56498,Women Tops & Tunics,boxy,crop,short sleeves,regular sleeves
64287,Women Tops & Tunics,boxy,crop,short sleeves,regular sleeves
57069,Women Tops & Tunics,regular,crop,long sleeves,regular sleeves
62109,Women Tops & Tunics,regular,crop,long sleeves,regular sleeves
67524,Women Tops & Tunics,regular,regular,short sleeves,regular sleeves
