id,Category,blouse_pattern,border,border_width,occassion,ornamentation,pallu_details,transparency
12298,Sarees,default,zari,big border,party,,zari woven,no
12305,Sarees,same as saree,woven design,small border,traditional,,same as saree,no
12309,Sarees,same as saree,solid,small border,traditional,,same as saree,no
12314,Sarees,same as border,temple border,big border,party,,zari woven,no
12331,Sarees,same as border,zari,big border,party,,zari woven,no
12336,Sarees,default,no border,no border,party,,zari woven,no
12337,Sarees,same as border,woven design,big border,traditional,,same as saree,no
12344,Sarees,same as border,zari,big border,party,,zari woven,yes
12349,Sarees,solid,no border,no border,party,,same as saree,no
12351,Sarees,same as border,zari,big border,party,,zari woven,no
12358,Sarees,same as saree,woven design,,party,jacquard,woven design,no
12361,Sarees,default,woven design,big border,party,,same as saree,no
12363,Sarees,same as saree,woven design,big border,daily,,same as saree,no
12376,Sarees,same as border,temple border,big border,daily,,zari woven,no
12381,Sarees,same as border,zari,big border,party,,zari woven,no
12385,Sarees,same as border,woven design,small border,traditional,,same as saree,no
12393,Sarees,,zari,big border,traditional,tassels and latkans,zari woven,no
12396,Sarees,same as saree,temple border,big border,party,,zari woven,yes
12401,Sarees,same as saree,zari,small border,traditional,,zari woven,no
12411,Sarees,same as saree,woven design,,party,jacquard,woven design,no
12454,Sarees,same as border,zari,big border,party,,zari woven,yes
12469,Sarees,same as border,temple border,big border,party,,zari woven,no
12472,Sarees,default,no border,no border,party,,zari woven,no
12495,Sarees,same as border,zari,small border,wedding,,zari woven,yes
12496,Sarees,same as saree,solid,small border,traditional,,same as saree,no
12504,Sarees,same as saree,solid,small border,daily,,same as saree,no
12522,Sarees,same as border,woven design,small border,wedding,,same as saree,no
12527,Sarees,same as saree,zari,small border,daily,,same as saree,no
12536,Sarees,same as saree,woven design,small border,party,,same as saree,no
12544,Sarees,same as border,temple border,big border,party,,zari woven,yes
12550,Sarees,same as saree,solid,small border,party,,same as saree,no
12551,Sarees,same as saree,temple border,big border,party,,zari woven,yes
12563,Sarees,same as border,zari,big border,traditional,,zari woven,no
12565,Sarees,same as border,zari,big border,traditional,,zari woven,no
12567,Sarees,default,zari,big border,traditional,,zari woven,no
12581,Sarees,same as saree,zari,big border,party,,same as saree,no
12593,Sarees,same as saree,zari,big border,party,,zari woven,no
12602,Sarees,same as saree,solid,small border,party,,same as saree,no
12610,Sarees,same as saree,zari,big border,daily,,same as saree,no
12611,Sarees,same as saree,woven design,big border,traditional,,same as saree,no
12613,Sarees,same as border,zari,small border,party,,zari woven,no
12618,Sarees,default,woven design,big border,traditional,,same as saree,no
12621,Sarees,same as saree,zari,small border,traditional,,same as saree,no
12626,Sarees,same as border,woven design,big border,traditional,,same as saree,no
12635,Sarees,same as saree,woven design,big border,wedding,,same as saree,no
12639,Sarees,same as saree,woven design,big border,wedding,,same as saree,no
12640,Sarees,default,no border,no border,party,,same as saree,no
12642,Sarees,same as border,zari,big border,party,,zari woven,no
12653,Sarees,same as saree,woven design,big border,wedding,,same as saree,no
12657,Sarees,same as saree,woven design,,party,jacquard,woven design,no
12665,Sarees,same as border,woven design,small border,daily,,same as saree,no
12686,Sarees,same as saree,woven design,big border,traditional,,same as saree,no
12687,Sarees,same as border,woven design,small border,traditional,,same as saree,no
12689,Sarees,default,default,big border,party,,same as saree,no
12704,Sarees,same as border,temple border,big border,party,,zari woven,no
12705,Sarees,same as saree,temple border,big border,party,,zari woven,no
12715,Sarees,same as saree,zari,big border,party,,zari woven,no
12719,Sarees,same as border,temple border,small border,party,,zari woven,yes
12720,Sarees,default,zari,big border,traditional,,zari woven,no
12725,Sarees,same as saree,woven design,big border,wedding,,same as saree,no
12726,Sarees,default,zari,big border,traditional,,zari woven,no
12735,Sarees,same as saree,solid,small border,party,,same as saree,no
12738,Sarees,same as border,zari,big border,party,,zari woven,no
12743,Sarees,same as border,woven design,big border,daily,,same as saree,no
12747,Sarees,same as saree,woven design,big border,daily,,same as saree,no
12748,Sarees,same as border,woven design,big border,wedding,,same as saree,no
12767,Sarees,same as border,default,big border,party,,zari woven,no
12774,Sarees,same as border,zari,big border,party,,zari woven,yes
12777,Sarees,same as saree,woven design,big border,wedding,,same as saree,no
12799,Sarees,same as saree,woven design,big border,traditional,,same as saree,no
12801,Sarees,same as saree,zari,big border,traditional,,same as saree,no
12815,Sarees,default,no border,no border,party,,same as saree,no
12817,Sarees,same as saree,temple border,big border,party,,zari woven,no
12829,Sarees,same as saree,temple border,big border,party,,zari woven,yes
12838,Sarees,same as border,temple border,big border,party,,zari woven,no
12841,Sarees,same as saree,woven design,big border,traditional,,same as saree,no
12846,Sarees,same as border,temple border,big border,party,,zari woven,yes
12848,Sarees,same as border,woven design,big border,wedding,,zari woven,no
12849,Sarees,same as border,woven design,small border,traditional,,same as saree,no
12853,Sarees,same as border,zari,big border,daily,,zari woven,no
12863,Sarees,same as border,zari,big border,party,,zari woven,no
12869,Sarees,default,no border,no border,party,,zari woven,no
12877,Sarees,same as border,temple border,big border,party,,zari woven,yes
12878,Sarees,same as saree,woven design,big border,traditional,,same as saree,no
12881,Sarees,same as saree,woven design,big border,wedding,,same as saree,no
12892,Sarees,same as saree,zari,small border,party,,same as saree,no
12894,Sarees,default,zari,big border,traditional,,zari woven,no
12900,Sarees,same as border,woven design,small border,daily,,same as saree,no
12905,Sarees,same as saree,temple border,big border,party,,zari woven,no
12906,Sarees,same as border,temple border,big border,party,,zari woven,no
12911,Sarees,same as saree,woven design,,party,jacquard,woven design,no
12912,Sarees,default,no border,no border,party,,zari woven,no
12919,Sarees,same as border,zari,big border,party,,zari woven,yes
12926,Sarees,same as saree,woven design,big border,traditional,,same as saree,no
12928,Sarees,same as border,temple border,big border,party,,zari woven,yes
12933,Sarees,same as saree,woven design,small border,traditional,,same as saree,no
12934,Sarees,same as border,woven design,big border,daily,,zari woven,no
12939,Sarees,same as saree,zari,big border,party,,zari woven,no
12949,Sarees,solid,no border,no border,party,,same as saree,no
12971,Sarees,default,no border,no border,party,,zari woven,no
12972,Sarees,same as saree,zari,big border,party,,zari woven,no
12978,Sarees,,zari,big border,traditional,jacquard,default,no
12981,Sarees,same as border,zari,big border,traditional,,zari woven,no
12983,Sarees,default,no border,no border,party,,zari woven,no
12992,Sarees,same as saree,woven design,,party,jacquard,woven design,no
13008,Sarees,same as saree,zari,big border,daily,,zari woven,no
13013,Sarees,,zari,small border,traditional,jacquard,same as saree,no
13014,Sarees,same as border,zari,small border,traditional,,same as saree,no
13019,Sarees,same as saree,woven design,,party,jacquard,woven design,no
13023,Sarees,same as border,temple border,big border,party,,zari woven,no
13042,Sarees,same as border,zari,big border,daily,,zari woven,no
13051,Sarees,same as saree,zari,small border,traditional,,zari woven,no
13054,Sarees,same as border,zari,big border,daily,,zari woven,no
13062,Sarees,same as border,woven design,big border,party,,zari woven,no
13064,Sarees,same as saree,woven design,big border,wedding,,same as saree,no
13077,Sarees,same as border,zari,small border,traditional,,zari woven,no
13083,Sarees,same as border,temple border,big border,party,,zari woven,yes
13114,Sarees,same as saree,woven design,,party,jacquard,woven design,no
13116,Sarees,default,zari,big border,traditional,,zari woven,no
13120,Sarees,same as saree,zari,big border,daily,,default,no
13128,Sarees,default,no border,no border,party,,same as saree,no
13131,Sarees,same as border,temple border,big border,party,,zari woven,yes
13133,Sarees,same as border,zari,small border,party,,zari woven,no
13134,Sarees,same as saree,woven design,big border,wedding,,same as saree,no
13149,Sarees,same as saree,zari,small border,daily,,same as saree,no
13153,Sarees,same as border,temple border,big border,party,,zari woven,yes
13171,Sarees,,zari,big border,traditional,jacquard,default,no
13201,Sarees,,no border,no border,party,default,default,no
13210,Sarees,default,zari,big border,wedding,,same as saree,no
13212,Sarees,same as border,zari,big border,party,,zari woven,no
13219,Sarees,default,zari,big border,traditional,,zari woven,no
13221,Sarees,same as border,zari,small border,party,,zari woven,no
13235,Sarees,same as saree,woven design,big border,daily,,same as saree,no
13243,Sarees,same as saree,woven design,big border,party,,same as saree,no
13250,Sarees,same as border,zari,small border,party,,zari woven,no
13265,Sarees,same as border,zari,small border,party,,same as saree,no
13268,Sarees,same as saree,zari,big border,traditional,,same as saree,no
13269,Sarees,same as border,zari,big border,party,,default,no
13275,Sarees,same as saree,zari,small border,traditional,,same as saree,no
13276,Sarees,same as border,zari,big border,traditional,,zari woven,no
13282,Sarees,,no border,no border,party,default,same as saree,no
13283,Sarees,same as saree,solid,small border,traditional,,same as saree,no
13291,Sarees,same as border,temple border,big border,party,,zari woven,no
13292,Sarees,same as border,woven design,big border,party,,same as saree,no
13300,Sarees,same as border,woven design,big border,daily,,zari woven,no
13304,Sarees,default,zari,big border,traditional,,zari woven,no
13322,Sarees,same as saree,woven design,big border,traditional,,same as saree,no
13323,Sarees,default,zari,big border,party,,zari woven,no
13326,Sarees,default,zari,big border,traditional,,zari woven,no
13335,Sarees,default,default,small border,wedding,,same as saree,no
13340,Sarees,same as saree,zari,small border,party,,same as saree,no
13341,Sarees,same as border,temple border,big border,party,,zari woven,no
13345,Sarees,same as border,temple border,big border,party,,zari woven,yes
13346,Sarees,same as saree,woven design,,party,jacquard,woven design,no
13347,Sarees,same as border,woven design,small border,party,,same as saree,no
13348,Sarees,same as border,temple border,big border,party,,zari woven,no
13351,Sarees,same as border,woven design,big border,party,,same as saree,no
13356,Sarees,same as border,woven design,big border,traditional,,same as saree,no
13358,Sarees,same as saree,zari,big border,daily,,zari woven,no
13363,Sarees,same as saree,zari,big border,party,,zari woven,no
13364,Sarees,same as border,default,big border,daily,,zari woven,no
13370,Sarees,default,zari,big border,party,,zari woven,no
13374,Sarees,same as saree,woven design,,party,jacquard,woven design,no
13377,Sarees,same as border,temple border,big border,party,,zari woven,yes
13385,Sarees,same as border,temple border,big border,party,,zari woven,no
13390,Sarees,same as saree,zari,small border,traditional,default,,no
13396,Sarees,default,default,big border,daily,,same as saree,no
13399,Sarees,same as border,zari,small border,party,,zari woven,no
13405,Sarees,default,zari,big border,traditional,,zari woven,no
13408,Sarees,same as saree,zari,small border,traditional,,zari woven,no
13421,Sarees,same as saree,temple border,big border,party,,zari woven,no
13425,Sarees,same as border,temple border,big border,party,,zari woven,yes
13430,Sarees,same as saree,woven design,big border,traditional,,same as saree,no
13437,Sarees,same as saree,woven design,big border,traditional,,same as saree,no
13439,Sarees,same as border,woven design,big border,wedding,,zari woven,no
13449,Sarees,same as border,woven design,big border,party,,same as saree,no
13454,Sarees,same as border,default,big border,traditional,,zari woven,no
13455,Sarees,default,no border,no border,party,,zari woven,no
13456,Sarees,same as border,woven design,big border,wedding,,same as saree,no
13482,Sarees,same as saree,temple border,big border,daily,,zari woven,no
13489,Sarees,same as border,zari,big border,daily,,zari woven,no
13502,Sarees,same as saree,zari,big border,traditional,,same as saree,no
13510,Sarees,same as border,zari,small border,party,,same as saree,no
13520,Sarees,same as border,zari,big border,party,,same as saree,no
13524,Sarees,same as saree,woven design,big border,traditional,,same as saree,no
13533,Sarees,same as saree,temple border,big border,daily,,zari woven,yes
13536,Sarees,same as saree,zari,big border,party,,zari woven,no
13542,Sarees,same as saree,woven design,big border,daily,,same as saree,no
13548,Sarees,same as saree,zari,big border,party,,zari woven,no
13562,Sarees,same as border,zari,big border,daily,,zari woven,no
13567,Sarees,same as border,temple border,big border,daily,,zari woven,no
13587,Sarees,same as saree,zari,small border,party,,same as saree,no
13606,Sarees,same as border,zari,big border,party,,zari woven,yes
13619,Sarees,same as border,zari,big border,daily,,zari woven,no
13636,Sarees,same as saree,woven design,,party,jacquard,woven design,no
13647,Sarees,same as border,default,big border,traditional,,same as saree,no
13648,Sarees,same as saree,zari,big border,traditional,,same as saree,no
13650,Sarees,same as border,woven design,big border,wedding,,same as saree,no
13674,Sarees,same as saree,woven design,big border,traditional,,same as saree,no
13675,Sarees,,zari,small border,traditional,tassels and latkans,same as saree,no
13682,Sarees,default,zari,small border,traditional,,zari woven,no
13683,Sarees,same as border,default,big border,party,,zari woven,no
13693,Sarees,same as border,zari,big border,daily,,zari woven,no
13698,Sarees,same as saree,solid,big border,traditional,,same as saree,no
13710,Sarees,same as saree,woven design,big border,traditional,,same as saree,no
13733,Sarees,same as border,zari,big border,party,,zari woven,yes
13734,Sarees,same as saree,woven design,big border,party,,same as saree,no
13739,Sarees,same as border,woven design,small border,wedding,,same as saree,no
13741,Sarees,same as border,zari,big border,party,,zari woven,no
13758,Sarees,same as saree,woven design,,party,jacquard,woven design,no
13759,Sarees,same as border,woven design,small border,wedding,,same as saree,no
13768,Sarees,same as border,zari,small border,traditional,,zari woven,no
13774,Sarees,same as border,woven design,big border,wedding,,same as saree,no
13784,Sarees,same as saree,woven design,big border,traditional,,same as saree,no
13785,Sarees,same as saree,zari,big border,party,,zari woven,yes
13789,Sarees,same as border,zari,big border,party,,zari woven,no
13795,Sarees,same as border,temple border,small border,party,,zari woven,yes
13796,Sarees,default,zari,big border,party,,zari woven,no
13813,Sarees,same as border,temple border,big border,party,,zari woven,no
13817,Sarees,same as border,zari,big border,party,,zari woven,yes
13820,Sarees,default,woven design,small border,traditional,,same as saree,no
13822,Sarees,same as saree,zari,big border,daily,,zari woven,no
13827,Sarees,same as saree,zari,small border,traditional,default,,no
13832,Sarees,same as saree,woven design,big border,traditional,,same as saree,no
13840,Sarees,same as saree,temple border,big border,daily,,zari woven,no
13856,Sarees,same as border,woven design,big border,traditional,,same as saree,no
13859,Sarees,default,woven design,small border,wedding,,zari woven,no
13861,Sarees,same as border,zari,small border,daily,,same as saree,no
13867,Sarees,same as border,zari,big border,traditional,,zari woven,no
13879,Sarees,same as saree,woven design,big border,traditional,,same as saree,no
13880,Sarees,same as saree,woven design,,party,jacquard,woven design,no
13889,Sarees,solid,zari,big border,party,,zari woven,yes
13892,Sarees,same as border,woven design,small border,daily,,same as saree,no
13902,Sarees,same as saree,woven design,big border,wedding,,same as saree,no
13913,Sarees,same as border,temple border,big border,party,,zari woven,yes
13927,Sarees,same as border,temple border,big border,party,,zari woven,no
13930,Sarees,,zari,big border,party,jacquard,woven design,no
13945,Sarees,default,zari,big border,party,,zari woven,no
13948,Sarees,,no border,no border,party,jacquard,woven design,no
13955,Sarees,same as border,woven design,small border,traditional,,same as saree,no
13958,Sarees,same as saree,woven design,big border,party,,same as saree,no
13967,Sarees,same as saree,zari,big border,traditional,,zari woven,no
13975,Sarees,same as border,default,small border,party,,same as saree,yes
13979,Sarees,same as border,default,big border,traditional,,same as saree,no
13982,Sarees,solid,zari,small border,daily,,same as saree,no
13987,Sarees,same as border,woven design,small border,traditional,,same as saree,no
13991,Sarees,same as saree,woven design,,party,jacquard,woven design,no
13995,Sarees,same as border,temple border,big border,party,,zari woven,no
13996,Sarees,default,default,big border,party,,zari woven,no
14002,Sarees,same as saree,woven design,big border,daily,,same as saree,no
14009,Sarees,same as border,zari,big border,party,,zari woven,yes
14011,Sarees,solid,zari,big border,party,,zari woven,yes
14018,Sarees,same as saree,woven design,big border,traditional,,same as saree,no
14026,Sarees,same as border,temple border,big border,daily,,zari woven,no
14029,Sarees,solid,zari,big border,party,,zari woven,yes
14031,Sarees,same as saree,woven design,,party,jacquard,woven design,no
14041,Sarees,same as saree,temple border,small border,party,,zari woven,yes
14043,Sarees,same as border,zari,big border,traditional,,zari woven,no
14056,Sarees,default,woven design,small border,party,,default,yes
14063,Sarees,default,woven design,big border,traditional,,same as saree,no
14064,Sarees,same as border,temple border,big border,party,,zari woven,yes
14069,Sarees,same as border,woven design,big border,wedding,,zari woven,no
14078,Sarees,same as saree,temple border,big border,party,,zari woven,yes
14088,Sarees,default,no border,no border,party,,same as saree,no
14092,Sarees,same as border,default,small border,party,,same as saree,yes
14102,Sarees,default,default,small border,daily,,same as saree,no
14105,Sarees,same as border,woven design,big border,wedding,,same as saree,no
14113,Sarees,same as saree,zari,big border,party,,zari woven,no
14115,Sarees,same as saree,woven design,big border,daily,,same as saree,no
14116,Sarees,same as border,temple border,big border,party,,zari woven,no
14117,Sarees,same as border,zari,big border,daily,,zari woven,no
14121,Sarees,same as border,zari,big border,party,,zari woven,yes
14128,Sarees,same as border,zari,big border,traditional,,zari woven,no
14133,Sarees,same as border,temple border,big border,party,,zari woven,no
14135,Sarees,same as border,temple border,big border,party,,zari woven,no
14160,Sarees,same as border,zari,big border,party,,zari woven,no
14162,Sarees,same as border,zari,big border,party,,zari woven,no
14177,Sarees,,zari,small border,party,default,default,no
14179,Sarees,same as saree,woven design,big border,wedding,,same as saree,no
14181,Sarees,same as saree,zari,big border,party,,zari woven,no
14183,Sarees,default,no border,no border,party,,same as saree,no
14188,Sarees,default,zari,big border,party,,zari woven,no
14193,Sarees,same as border,temple border,big border,party,,zari woven,no
14195,Sarees,default,default,small border,traditional,,same as saree,no
14199,Sarees,same as border,zari,big border,daily,,zari woven,no
14214,Sarees,same as saree,zari,big border,party,,zari woven,no
14222,Sarees,same as border,woven design,big border,daily,,same as saree,no
14224,Sarees,same as saree,woven design,,party,jacquard,woven design,no
14226,Sarees,default,zari,big border,traditional,,zari woven,no
14227,Sarees,same as border,temple border,big border,party,,zari woven,yes
14231,Sarees,same as border,temple border,big border,party,,zari woven,no
14233,Sarees,same as saree,woven design,big border,traditional,,same as saree,no
14254,Sarees,same as border,temple border,big border,party,,zari woven,no
14256,Sarees,same as border,temple border,big border,party,,zari woven,yes
14263,Sarees,same as border,woven design,big border,traditional,,same as saree,no
14270,Sarees,same as saree,woven design,big border,traditional,,same as saree,no
14271,Sarees,same as border,temple border,big border,party,,zari woven,no
14274,Sarees,same as saree,woven design,big border,daily,,same as saree,no
14276,Sarees,same as saree,temple border,small border,daily,,zari woven,yes
14278,Sarees,same as border,zari,big border,traditional,,zari woven,no
14294,Sarees,solid,zari,big border,party,,zari woven,yes
14298,Sarees,same as border,temple border,big border,daily,,zari woven,no
14318,Sarees,default,default,small border,party,,same as saree,no
14322,Sarees,same as saree,woven design,big border,traditional,,same as saree,no
14328,Sarees,default,woven design,big border,traditional,,same as saree,no
14332,Sarees,same as saree,woven design,big border,traditional,,same as saree,no
14354,Sarees,,woven design,big border,traditional,tassels and latkans,same as saree,no
14355,Sarees,same as saree,temple border,big border,party,,zari woven,no
14361,Sarees,solid,default,small border,party,,same as saree,no
14368,Sarees,,woven design,small border,daily,default,same as saree,no
14388,Sarees,same as border,woven design,small border,wedding,,same as saree,no
14413,Sarees,same as saree,woven design,big border,wedding,,same as saree,no
14428,Sarees,same as saree,woven design,big border,daily,,same as saree,no
14429,Sarees,same as border,temple border,small border,party,,zari woven,yes
14434,Sarees,same as border,woven design,big border,traditional,,same as saree,no
14438,Sarees,same as saree,zari,big border,party,,zari woven,no
14445,Sarees,same as border,temple border,big border,daily,,zari woven,no
14447,Sarees,same as border,woven design,small border,traditional,,same as saree,no
14450,Sarees,default,default,small border,party,default,,no
14472,Sarees,same as border,zari,small border,traditional,,same as saree,no
14475,Sarees,same as border,temple border,big border,party,,zari woven,no
14483,Sarees,same as border,temple border,small border,party,,zari woven,yes
14485,Sarees,same as saree,zari,big border,daily,,zari woven,no
14487,Sarees,same as saree,woven design,big border,daily,,same as saree,no
14491,Sarees,same as saree,woven design,,party,jacquard,woven design,no
14502,Sarees,same as saree,zari,small border,party,,same as saree,no
14518,Sarees,same as saree,default,small border,party,,same as saree,no
14520,Sarees,same as saree,temple border,big border,party,,zari woven,yes
14521,Sarees,same as saree,solid,small border,traditional,,same as saree,no
14533,Sarees,default,no border,no border,party,,same as saree,no
14535,Sarees,same as border,zari,big border,party,,zari woven,yes
14545,Sarees,same as border,temple border,big border,party,,same as saree,no
14553,Sarees,same as saree,woven design,big border,traditional,,same as saree,no
14555,Sarees,default,no border,no border,party,,zari woven,no
14557,Sarees,same as saree,zari,big border,party,,zari woven,no
14559,Sarees,same as border,temple border,big border,party,,zari woven,yes
14560,Sarees,default,woven design,small border,traditional,,same as saree,no
14568,Sarees,same as saree,zari,big border,traditional,,zari woven,no
14578,Sarees,solid,zari,small border,daily,,zari woven,yes
14586,Sarees,same as border,zari,big border,party,,zari woven,yes
14590,Sarees,same as border,zari,small border,party,,same as saree,yes
14597,Sarees,same as saree,woven design,big border,traditional,,same as saree,no
14608,Sarees,same as border,zari,big border,party,,zari woven,no
14624,Sarees,same as border,zari,big border,party,,zari woven,yes
14628,Sarees,solid,temple border,big border,party,,zari woven,no
14644,Sarees,same as border,woven design,big border,party,,same as saree,no
14647,Sarees,same as saree,zari,small border,traditional,,same as saree,no
14656,Sarees,same as border,zari,big border,traditional,,zari woven,no
14665,Sarees,same as saree,zari,small border,party,,zari woven,no
14669,Sarees,same as saree,woven design,big border,wedding,,same as saree,no
14674,Sarees,same as saree,temple border,big border,party,,zari woven,yes
14680,Sarees,same as saree,temple border,big border,party,,zari woven,no
14683,Sarees,same as border,temple border,big border,party,,zari woven,no
14685,Sarees,default,no border,no border,party,,zari woven,no
14689,Sarees,same as saree,woven design,big border,traditional,,same as saree,no
14691,Sarees,same as saree,temple border,big border,party,,zari woven,yes
14706,Sarees,default,zari,big border,traditional,,zari woven,no
14726,Sarees,same as border,temple border,big border,daily,,zari woven,no
14728,Sarees,same as saree,woven design,big border,daily,,same as saree,no
14734,Sarees,same as border,temple border,big border,party,,zari woven,no
14740,Sarees,default,zari,big border,traditional,,zari woven,no
14743,Sarees,same as saree,woven design,big border,wedding,,same as saree,no
14745,Sarees,,woven design,big border,daily,tassels and latkans,same as saree,no
14756,Sarees,same as saree,woven design,,party,jacquard,woven design,no
14759,Sarees,same as saree,zari,big border,party,,zari woven,no
14764,Sarees,same as saree,woven design,big border,wedding,,same as saree,no
14776,Sarees,same as border,no border,no border,party,,zari woven,no
14779,Sarees,same as saree,zari,small border,traditional,,zari woven,no
14788,Sarees,same as saree,temple border,big border,party,,zari woven,yes
14799,Sarees,,woven design,big border,daily,tassels and latkans,same as saree,no
14826,Sarees,same as border,zari,small border,daily,,zari woven,yes
14836,Sarees,default,zari,big border,party,,zari woven,no
14842,Sarees,same as saree,woven design,big border,wedding,,same as saree,no
14853,Sarees,default,no border,no border,party,,zari woven,no
14860,Sarees,same as saree,woven design,small border,traditional,,same as saree,no
14864,Sarees,same as saree,woven design,big border,traditional,,same as saree,no
14873,Sarees,same as saree,woven design,,party,jacquard,woven design,no
14878,Sarees,same as border,zari,big border,party,,zari woven,yes
14892,Sarees,same as border,zari,small border,party,,zari woven,no
14896,Sarees,default,zari,big border,traditional,,zari woven,no
14905,Sarees,default,zari,big border,traditional,,zari woven,no
14906,Sarees,same as border,temple border,big border,party,,zari woven,yes
14910,Sarees,same as border,woven design,big border,wedding,,zari woven,no
14928,Sarees,same as saree,zari,big border,party,,zari woven,no
14929,Sarees,same as border,temple border,big border,party,,zari woven,yes
14936,Sarees,default,zari,big border,party,,zari woven,no
14939,Sarees,same as saree,woven design,big border,traditional,,same as saree,no
14948,Sarees,same as saree,zari,small border,party,,zari woven,yes
14952,Sarees,same as border,zari,big border,daily,,zari woven,no
14969,Sarees,default,zari,big border,party,,zari woven,yes
14974,Sarees,same as border,woven design,small border,wedding,,zari woven,no
14977,Sarees,same as saree,zari,small border,daily,,zari woven,no
14985,Sarees,same as saree,woven design,big border,daily,,same as saree,no
14986,Sarees,same as border,zari,big border,party,,zari woven,no
14991,Sarees,same as saree,woven design,big border,wedding,,same as saree,no
14993,Sarees,same as border,woven design,small border,traditional,,same as saree,no
14995,Sarees,same as border,woven design,small border,daily,,same as saree,no
14998,Sarees,same as border,temple border,big border,party,,zari woven,no
15005,Sarees,same as border,zari,big border,party,,zari woven,no
15006,Sarees,same as saree,zari,big border,traditional,,same as saree,no
15007,Sarees,same as border,temple border,big border,daily,,zari woven,no
15013,Sarees,same as saree,zari,big border,traditional,,zari woven,no
15015,Sarees,same as saree,woven design,big border,daily,,same as saree,no
15026,Sarees,same as border,zari,big border,traditional,,same as saree,no
15041,Sarees,same as saree,woven design,big border,wedding,,same as saree,no
15045,Sarees,same as saree,woven design,small border,traditional,,zari woven,no
15055,Sarees,same as border,zari,big border,daily,,zari woven,no
15056,Sarees,same as saree,woven design,big border,traditional,,same as saree,no
15057,Sarees,same as border,woven design,small border,traditional,,same as saree,no
15066,Sarees,same as border,zari,big border,party,,zari woven,no
15068,Sarees,solid,zari,big border,daily,,zari woven,no
15074,Sarees,same as saree,woven design,big border,traditional,,same as saree,no
15076,Sarees,same as saree,woven design,big border,daily,,same as saree,no
15077,Sarees,same as border,temple border,big border,party,,zari woven,no
15096,Sarees,same as border,woven design,small border,wedding,,same as saree,no
15112,Sarees,same as saree,solid,small border,traditional,,same as saree,no
15115,Sarees,default,zari,big border,traditional,,zari woven,no
15129,Sarees,same as saree,woven design,,party,jacquard,woven design,no
15130,Sarees,same as saree,woven design,,party,jacquard,woven design,no
15146,Sarees,default,no border,no border,party,,zari woven,no
15147,Sarees,default,no border,no border,party,,zari woven,no
15148,Sarees,same as saree,woven design,,party,jacquard,woven design,no
15149,Sarees,same as border,zari,big border,wedding,,zari woven,no
15162,Sarees,same as saree,zari,big border,party,,zari woven,no
15163,Sarees,same as saree,temple border,big border,party,,zari woven,no
15173,Sarees,same as saree,woven design,,party,jacquard,woven design,no
15175,Sarees,same as border,woven design,small border,traditional,,same as saree,no
15176,Sarees,default,zari,big border,daily,,same as saree,no
15177,Sarees,same as saree,zari,small border,daily,,same as saree,yes
15198,Sarees,solid,woven design,big border,daily,,zari woven,no
15201,Sarees,same as border,woven design,small border,daily,,same as saree,no
15202,Sarees,same as saree,woven design,big border,traditional,,same as saree,no
15220,Sarees,solid,zari,big border,daily,,zari woven,no
15225,Sarees,same as border,temple border,big border,party,,zari woven,no
15228,Sarees,same as border,temple border,big border,party,,zari woven,no
15229,Sarees,same as saree,zari,big border,party,,zari woven,yes
15248,Sarees,same as border,woven design,big border,traditional,,zari woven,no
15249,Sarees,same as border,woven design,big border,traditional,,zari woven,no
15257,Sarees,same as border,default,big border,traditional,,zari woven,no
15268,Sarees,same as border,temple border,big border,party,,zari woven,no
15276,Sarees,same as saree,woven design,big border,traditional,,same as saree,no
15288,Sarees,same as border,woven design,small border,wedding,,same as saree,no
15292,Sarees,same as saree,woven design,big border,daily,,same as saree,no
15301,Sarees,same as saree,solid,small border,daily,,same as saree,no
15316,Sarees,,woven design,big border,traditional,jacquard,same as saree,no
15324,Sarees,same as border,temple border,big border,party,,zari woven,no
15325,Sarees,same as saree,temple border,big border,party,,zari woven,no
15327,Sarees,same as border,temple border,big border,party,,zari woven,yes
15328,Sarees,same as saree,zari,big border,party,,zari woven,no
15335,Sarees,same as border,zari,big border,traditional,,zari woven,no
15339,Sarees,,no border,no border,party,jacquard,woven design,no
15343,Sarees,default,woven design,big border,traditional,,zari woven,no
15352,Sarees,same as border,zari,big border,,tassels and latkans,zari woven,no
15353,Sarees,,woven design,big border,daily,default,default,no
15357,Sarees,same as border,zari,small border,daily,,same as saree,no
15375,Sarees,same as border,temple border,big border,party,,zari woven,yes
15379,Sarees,default,zari,big border,traditional,,zari woven,no
15389,Sarees,same as border,woven design,big border,daily,,same as saree,no
15391,Sarees,default,zari,big border,traditional,,zari woven,no
15405,Sarees,same as border,woven design,big border,wedding,,same as saree,no
15417,Sarees,same as saree,woven design,big border,traditional,,same as saree,no
15428,Sarees,same as saree,zari,small border,party,,zari woven,no
15434,Sarees,same as border,default,small border,daily,,same as saree,no
15441,Sarees,same as saree,temple border,big border,party,,zari woven,yes
15450,Sarees,same as saree,woven design,big border,traditional,,same as saree,no
15457,Sarees,,zari,big border,traditional,default,zari woven,no
15461,Sarees,same as saree,woven design,,party,jacquard,woven design,no
15471,Sarees,same as saree,zari,big border,party,,zari woven,no
15481,Sarees,same as border,woven design,small border,wedding,,same as saree,no
15504,Sarees,same as saree,woven design,big border,daily,,same as saree,no
15520,Sarees,same as border,zari,big border,traditional,,zari woven,no
