id,Category,color,pattern,print_or_pattern_type
8602,Sarees,multicolor,zari woven,
8603,Sarees,multicolor,zari woven,
8606,Sarees,multicolor,zari woven,
8622,Sarees,multicolor,zari woven,
8632,Sarees,multicolor,zari woven,
8634,Sarees,white,zari woven,
8639,Sarees,multicolor,zari woven,
8648,Sarees,multicolor,zari woven,
8651,Sarees,multicolor,zari woven,
8662,Sarees,multicolor,zari woven,
8670,Sarees,multicolor,zari woven,
8689,Sarees,multicolor,zari woven,
8693,Sarees,multicolor,zari woven,
8696,Sarees,multicolor,zari woven,
8702,Sarees,multicolor,zari woven,
8711,Sarees,multicolor,zari woven,
8720,Sarees,multicolor,zari woven,
8724,Sarees,multicolor,zari woven,
8754,Sarees,multicolor,zari woven,
8759,Sarees,multicolor,zari woven,
8760,Sarees,multicolor,zari woven,
8761,Sarees,multicolor,zari woven,
8766,Sarees,multicolor,zari woven,
8786,Sarees,multicolor,zari woven,
8792,Sarees,multicolor,zari woven,
8808,Sarees,multicolor,zari woven,
8812,Sarees,multicolor,zari woven,
8813,Sarees,multicolor,zari woven,
8814,Sarees,multicolor,zari woven,
8817,Sarees,multicolor,zari woven,
8819,Sarees,multicolor,zari woven,
8820,Sarees,multicolor,zari woven,
8823,Sarees,multicolor,zari woven,
8834,Sarees,multicolor,zari woven,
8838,Sarees,multicolor,zari woven,
8848,Sarees,multicolor,zari woven,
8849,Sarees,multicolor,zari woven,
8854,Sarees,multicolor,zari woven,
8860,Sarees,multicolor,zari woven,
8866,Sarees,multicolor,zari woven,
8867,Sarees,multicolor,zari woven,
8872,Sarees,multicolor,zari woven,
8873,Sarees,multicolor,zari woven,
8898,Sarees,multicolor,zari woven,
8899,Sarees,multicolor,zari woven,
8906,Sarees,multicolor,zari woven,
8916,Sarees,multicolor,zari woven,
8920,Sarees,multicolor,zari woven,
8924,Sarees,multicolor,zari woven,
8926,Sarees,multicolor,zari woven,
8930,Sarees,multicolor,zari woven,
8935,Sarees,multicolor,zari woven,
8948,Sarees,multicolor,zari woven,
8957,Sarees,multicolor,zari woven,
8966,Sarees,multicolor,zari woven,
8971,Sarees,multicolor,zari woven,
8973,Sarees,multicolor,zari woven,
8982,Sarees,multicolor,zari woven,
8984,Sarees,multicolor,zari woven,
8988,Sarees,multicolor,zari woven,
8994,Sarees,multicolor,zari woven,
8997,Sarees,multicolor,zari woven,
9012,Sarees,multicolor,zari woven,
9014,Sarees,multicolor,zari woven,
9016,Sarees,multicolor,zari woven,
9017,Sarees,multicolor,zari woven,
9022,Sarees,multicolor,zari woven,
9026,Sarees,multicolor,zari woven,
9031,Sarees,multicolor,zari woven,
9032,Sarees,multicolor,zari woven,
9038,Sarees,multicolor,zari woven,
9039,Sarees,multicolor,zari woven,
9054,Sarees,multicolor,zari woven,
9060,Sarees,multicolor,zari woven,
9071,Sarees,multicolor,zari woven,
9084,Sarees,multicolor,zari woven,
9089,Sarees,multicolor,zari woven,
9137,Sarees,multicolor,zari woven,
9144,Sarees,multicolor,zari woven,
9145,Sarees,multicolor,zari woven,
9148,Sarees,multicolor,zari woven,
9152,Sarees,multicolor,zari woven,
9162,Sarees,multicolor,zari woven,
9181,Sarees,multicolor,zari woven,
9205,Sarees,multicolor,zari woven,
9211,Sarees,multicolor,zari woven,
9227,Sarees,multicolor,zari woven,
9233,Sarees,multicolor,zari woven,
9234,Sarees,multicolor,zari woven,
9266,Sarees,multicolor,zari woven,
9274,Sarees,multicolor,zari woven,
9280,Sarees,multicolor,zari woven,
9282,Sarees,multicolor,zari woven,
9283,Sarees,multicolor,zari woven,
9296,Sarees,multicolor,zari woven,
9301,Sarees,multicolor,zari woven,
9314,Sarees,multicolor,zari woven,
9330,Sarees,multicolor,zari woven,
9343,Sarees,multicolor,zari woven,
9345,Sarees,multicolor,zari woven,
9346,Sarees,multicolor,zari woven,
9347,Sarees,multicolor,zari woven,
9359,Sarees,multicolor,zari woven,
9367,Sarees,multicolor,zari woven,
9392,Sarees,multicolor,zari woven,
9402,Sarees,multicolor,zari woven,
9408,Sarees,multicolor,zari woven,
9412,Sarees,multicolor,zari woven,
9414,Sarees,multicolor,zari woven,
9422,Sarees,multicolor,zari woven,
9462,Sarees,multicolor,zari woven,
9463,Sarees,multicolor,zari woven,
9467,Sarees,multicolor,zari woven,
9476,Sarees,multicolor,zari woven,
9492,Sarees,multicolor,zari woven,
9495,Sarees,multicolor,zari woven,
9507,Sarees,multicolor,zari woven,
9509,Sarees,multicolor,zari woven,
9524,Sarees,multicolor,zari woven,
9542,Sarees,multicolor,zari woven,
9555,Sarees,multicolor,zari woven,
9559,Sarees,multicolor,zari woven,
9565,Sarees,multicolor,zari woven,
9571,Sarees,multicolor,zari woven,
9574,Sarees,multicolor,zari woven,
9577,Sarees,multicolor,zari woven,
9595,Sarees,multicolor,zari woven,
9604,Sarees,multicolor,zari woven,
9605,Sarees,multicolor,zari woven,
9606,Sarees,multicolor,zari woven,
9615,Sarees,multicolor,zari woven,
9619,Sarees,multicolor,zari woven,
9623,Sarees,multicolor,zari woven,
9624,Sarees,multicolor,zari woven,
9632,Sarees,multicolor,zari woven,
9634,Sarees,multicolor,zari woven,
9647,Sarees,multicolor,zari woven,
9652,Sarees,multicolor,zari woven,
9653,Sarees,multicolor,zari woven,
9663,Sarees,multicolor,zari woven,
9673,Sarees,multicolor,zari woven,
9674,Sarees,multicolor,zari woven,
9675,Sarees,multicolor,zari woven,
9696,Sarees,multicolor,zari woven,
9705,Sarees,multicolor,zari woven,
9712,Sarees,multicolor,zari woven,
9716,Sarees,multicolor,zari woven,
9720,Sarees,multicolor,zari woven,
9725,Sarees,multicolor,zari woven,
9731,Sarees,multicolor,zari woven,
9733,Sarees,multicolor,zari woven,
9737,Sarees,multicolor,zari woven,
9742,Sarees,multicolor,zari woven,
9743,Sarees,multicolor,zari woven,
9745,Sarees,multicolor,zari woven,
9746,Sarees,multicolor,zari woven,
9755,Sarees,multicolor,zari woven,
9761,Sarees,multicolor,zari woven,
9768,Sarees,multicolor,zari woven,
9809,Sarees,multicolor,zari woven,
9814,Sarees,multicolor,zari woven,
9820,Sarees,multicolor,zari woven,
9823,Sarees,multicolor,zari woven,
9825,Sarees,multicolor,zari woven,
9829,Sarees,multicolor,zari woven,
9851,Sarees,multicolor,zari woven,
9863,Sarees,multicolor,zari woven,
9865,Sarees,multicolor,zari woven,
9875,Sarees,multicolor,zari woven,
9880,Sarees,multicolor,zari woven,
9882,Sarees,default,zari woven,
9890,Sarees,multicolor,zari woven,
9892,Sarees,multicolor,zari woven,
9895,Sarees,multicolor,zari woven,
9911,Sarees,multicolor,zari woven,
9932,Sarees,multicolor,zari woven,
9942,Sarees,multicolor,zari woven,
9944,Sarees,multicolor,zari woven,
9952,Sarees,multicolor,zari woven,
9968,Sarees,multicolor,zari woven,
9979,Sarees,multicolor,zari woven,
9984,Sarees,multicolor,zari woven,
9993,Sarees,multicolor,zari woven,
10011,Sarees,multicolor,zari woven,
10028,Sarees,multicolor,zari woven,
10030,Sarees,multicolor,zari woven,
10033,Sarees,multicolor,zari woven,
10069,Sarees,multicolor,zari woven,
10107,Sarees,multicolor,zari woven,
10119,Sarees,multicolor,zari woven,
10124,Sarees,multicolor,zari woven,
10153,Sarees,multicolor,zari woven,
10155,Sarees,multicolor,zari woven,
10161,Sarees,multicolor,zari woven,
10162,Sarees,multicolor,zari woven,
10190,Sarees,multicolor,zari woven,
10193,Sarees,multicolor,zari woven,
10211,Sarees,multicolor,zari woven,
10229,Sarees,multicolor,zari woven,
10233,Sarees,multicolor,zari woven,
10238,Sarees,multicolor,zari woven,
10254,Sarees,multicolor,zari woven,
10261,Sarees,multicolor,zari woven,
10263,Sarees,multicolor,zari woven,
10264,Sarees,multicolor,zari woven,
10293,Sarees,multicolor,zari woven,
10296,Sarees,multicolor,zari woven,
10303,Sarees,multicolor,zari woven,
10306,Sarees,multicolor,zari woven,
10314,Sarees,multicolor,zari woven,
10325,Sarees,multicolor,zari woven,
10336,Sarees,multicolor,zari woven,
10339,Sarees,multicolor,zari woven,
10344,Sarees,multicolor,zari woven,
10351,Sarees,multicolor,zari woven,
10355,Sarees,multicolor,zari woven,
10361,Sarees,multicolor,zari woven,
10369,Sarees,multicolor,zari woven,
10386,Sarees,multicolor,zari woven,
10389,Sarees,multicolor,zari woven,
10399,Sarees,multicolor,zari woven,
10404,Sarees,multicolor,zari woven,
10418,Sarees,multicolor,zari woven,
10421,Sarees,multicolor,zari woven,
10437,Sarees,multicolor,zari woven,
10448,Sarees,multicolor,zari woven,
10468,Sarees,multicolor,zari woven,
10481,Sarees,multicolor,zari woven,
10502,Sarees,multicolor,zari woven,
10506,Sarees,multicolor,zari woven,
10540,Sarees,multicolor,zari woven,
10545,Sarees,multicolor,zari woven,
10553,Sarees,multicolor,zari woven,
10554,Sarees,multicolor,zari woven,
10557,Sarees,multicolor,zari woven,
10570,Sarees,multicolor,zari woven,
10588,Sarees,multicolor,zari woven,
10589,Sarees,multicolor,zari woven,
10597,Sarees,multicolor,zari woven,
10598,Sarees,multicolor,zari woven,
10605,Sarees,multicolor,zari woven,
10610,Sarees,multicolor,zari woven,
10611,Sarees,multicolor,zari woven,
10613,Sarees,multicolor,zari woven,
10614,Sarees,multicolor,zari woven,
10626,Sarees,multicolor,zari woven,
10629,Sarees,multicolor,zari woven,
10639,Sarees,multicolor,zari woven,
10651,Sarees,multicolor,zari woven,
10658,Sarees,multicolor,zari woven,
10661,Sarees,multicolor,zari woven,
10664,Sarees,multicolor,zari woven,
10674,Sarees,multicolor,zari woven,
10679,Sarees,multicolor,zari woven,
10687,Sarees,multicolor,zari woven,
10690,Sarees,multicolor,zari woven,
10693,Sarees,multicolor,zari woven,
10700,Sarees,multicolor,zari woven,
10705,Sarees,multicolor,zari woven,
10712,Sarees,multicolor,zari woven,
10721,Sarees,multicolor,zari woven,
10735,Sarees,multicolor,zari woven,
10753,Sarees,multicolor,zari woven,
10756,Sarees,multicolor,zari woven,
10757,Sarees,multicolor,zari woven,
10765,Sarees,multicolor,zari woven,
10771,Sarees,multicolor,zari woven,
10774,Sarees,multicolor,zari woven,
10776,Sarees,multicolor,zari woven,
10777,Sarees,multicolor,zari woven,
10780,Sarees,multicolor,zari woven,
10785,Sarees,multicolor,zari woven,
10788,Sarees,multicolor,zari woven,
10791,Sarees,multicolor,zari woven,
10795,Sarees,multicolor,zari woven,
10804,Sarees,multicolor,zari woven,
10811,Sarees,multicolor,zari woven,
10814,Sarees,multicolor,zari woven,
10825,Sarees,multicolor,zari woven,
10829,Sarees,multicolor,zari woven,
10830,Sarees,multicolor,zari woven,
10842,Sarees,multicolor,zari woven,
10844,Sarees,multicolor,zari woven,
10853,Sarees,multicolor,zari woven,
10854,Sarees,multicolor,zari woven,
10870,Sarees,multicolor,zari woven,
10872,Sarees,multicolor,zari woven,
10875,Sarees,multicolor,zari woven,
10877,Sarees,multicolor,zari woven,
10881,Sarees,multicolor,zari woven,
10906,Sarees,multicolor,zari woven,
10913,Sarees,multicolor,zari woven,
10918,Sarees,multicolor,zari woven,
10924,Sarees,multicolor,zari woven,
10931,Sarees,multicolor,zari woven,
10935,Sarees,multicolor,zari woven,
10947,Sarees,multicolor,zari woven,
10953,Sarees,multicolor,zari woven,
10956,Sarees,multicolor,zari woven,
10962,Sarees,multicolor,zari woven,
10998,Sarees,multicolor,zari woven,
11002,Sarees,multicolor,zari woven,
11007,Sarees,multicolor,zari woven,
11009,Sarees,multicolor,zari woven,
11018,Sarees,multicolor,zari woven,
11022,Sarees,multicolor,zari woven,
11023,Sarees,multicolor,zari woven,
11026,Sarees,multicolor,zari woven,
11040,Sarees,multicolor,zari woven,
11048,Sarees,multicolor,zari woven,
11052,Sarees,multicolor,zari woven,
11064,Sarees,multicolor,zari woven,
11076,Sarees,multicolor,zari woven,
11083,Sarees,multicolor,zari woven,
11090,Sarees,multicolor,zari woven,
11098,Sarees,multicolor,zari woven,
11099,Sarees,multicolor,zari woven,
11106,Sarees,multicolor,zari woven,
11119,Sarees,multicolor,zari woven,
11129,Sarees,multicolor,zari woven,
11130,Sarees,multicolor,zari woven,
11142,Sarees,multicolor,zari woven,
11150,Sarees,multicolor,zari woven,
11157,Sarees,multicolor,zari woven,
11158,Sarees,multicolor,zari woven,
11172,Sarees,multicolor,zari woven,
11175,Sarees,multicolor,zari woven,
11176,Sarees,multicolor,zari woven,
11180,Sarees,multicolor,zari woven,
11181,Sarees,multicolor,zari woven,
11182,Sarees,multicolor,zari woven,
11207,Sarees,multicolor,zari woven,
11208,Sarees,multicolor,zari woven,
11212,Sarees,multicolor,zari woven,
11237,Sarees,multicolor,zari woven,
11257,Sarees,multicolor,zari woven,
11262,Sarees,multicolor,zari woven,
11265,Sarees,multicolor,zari woven,
11275,Sarees,multicolor,zari woven,
11285,Sarees,multicolor,zari woven,
11292,Sarees,multicolor,zari woven,
11295,Sarees,multicolor,zari woven,
11300,Sarees,multicolor,zari woven,
11301,Sarees,multicolor,zari woven,
11309,Sarees,multicolor,zari woven,
11317,Sarees,cream,solid,
11334,Sarees,multicolor,zari woven,
11342,Sarees,multicolor,zari woven,
11344,Sarees,multicolor,zari woven,
11350,Sarees,multicolor,zari woven,
11351,Sarees,multicolor,zari woven,
11356,Sarees,multicolor,zari woven,
11359,Sarees,multicolor,zari woven,
11363,Sarees,multicolor,zari woven,
11368,Sarees,multicolor,zari woven,
11369,Sarees,multicolor,zari woven,
11383,Sarees,multicolor,zari woven,
11412,Sarees,multicolor,zari woven,
11423,Sarees,multicolor,zari woven,
11427,Sarees,multicolor,zari woven,
11432,Sarees,multicolor,zari woven,
11433,Sarees,multicolor,zari woven,
11437,Sarees,multicolor,zari woven,
11439,Sarees,multicolor,zari woven,
11457,Sarees,multicolor,zari woven,
11461,Sarees,multicolor,zari woven,
11491,Sarees,multicolor,zari woven,
11496,Sarees,multicolor,zari woven,
11498,Sarees,multicolor,zari woven,
11503,Sarees,multicolor,zari woven,
11524,Sarees,multicolor,zari woven,
11527,Sarees,multicolor,zari woven,
11530,Sarees,multicolor,zari woven,
11538,Sarees,multicolor,zari woven,
11539,Sarees,multicolor,zari woven,
11552,Sarees,multicolor,zari woven,
11565,Sarees,multicolor,zari woven,
11577,Sarees,multicolor,zari woven,
11597,Sarees,multicolor,zari woven,
11610,Sarees,multicolor,zari woven,
11622,Sarees,multicolor,zari woven,
11628,Sarees,multicolor,zari woven,
11629,Sarees,multicolor,zari woven,
11644,Sarees,multicolor,zari woven,
11655,Sarees,multicolor,zari woven,
11656,Sarees,multicolor,zari woven,
11675,Sarees,multicolor,zari woven,
11676,Sarees,multicolor,zari woven,
11684,Sarees,multicolor,zari woven,
11695,Sarees,multicolor,zari woven,
11705,Sarees,multicolor,zari woven,
11718,Sarees,multicolor,zari woven,
11721,Sarees,multicolor,zari woven,
11738,Sarees,multicolor,zari woven,
11747,Sarees,multicolor,zari woven,
11749,Sarees,multicolor,zari woven,
11758,Sarees,multicolor,zari woven,
11773,Sarees,multicolor,zari woven,
11774,Sarees,multicolor,zari woven,
11795,Sarees,multicolor,zari woven,
11801,Sarees,multicolor,zari woven,
11817,Sarees,multicolor,zari woven,
11818,Sarees,multicolor,zari woven,
11821,Sarees,multicolor,zari woven,
11827,Sarees,multicolor,zari woven,
11851,Sarees,multicolor,zari woven,
11854,Sarees,multicolor,zari woven,
11857,Sarees,multicolor,zari woven,
11871,Sarees,multicolor,zari woven,
11878,Sarees,multicolor,zari woven,
11879,Sarees,multicolor,zari woven,
11892,Sarees,multicolor,zari woven,
11913,Sarees,multicolor,zari woven,
11923,Sarees,multicolor,zari woven,
11927,Sarees,multicolor,zari woven,
11928,Sarees,multicolor,zari woven,
11929,Sarees,multicolor,zari woven,
11939,Sarees,multicolor,zari woven,
11971,Sarees,multicolor,zari woven,
11972,Sarees,multicolor,zari woven,
11974,Sarees,multicolor,zari woven,
11994,Sarees,multicolor,zari woven,
11996,Sarees,multicolor,zari woven,
12011,Sarees,multicolor,zari woven,
12018,Sarees,multicolor,zari woven,
12022,Sarees,multicolor,zari woven,
12023,Sarees,multicolor,zari woven,
12029,Sarees,multicolor,zari woven,
12039,Sarees,multicolor,zari woven,
12050,Sarees,multicolor,zari woven,
12075,Sarees,multicolor,zari woven,
12079,Sarees,multicolor,zari woven,
12089,Sarees,multicolor,zari woven,
12094,Sarees,multicolor,zari woven,
12099,Sarees,multicolor,zari woven,
12101,Sarees,multicolor,zari woven,
12104,Sarees,multicolor,zari woven,
12110,Sarees,multicolor,zari woven,
12126,Sarees,multicolor,zari woven,
12130,Sarees,multicolor,zari woven,
12132,Sarees,multicolor,zari woven,
12136,Sarees,multicolor,zari woven,
12148,Sarees,multicolor,zari woven,
12150,Sarees,multicolor,zari woven,
12167,Sarees,multicolor,zari woven,
12168,Sarees,multicolor,zari woven,
12174,Sarees,multicolor,zari woven,
12175,Sarees,multicolor,zari woven,
12191,Sarees,multicolor,zari woven,
12199,Sarees,multicolor,zari woven,
12203,Sarees,multicolor,zari woven,
12207,Sarees,multicolor,zari woven,
12230,Sarees,multicolor,zari woven,
12238,Sarees,multicolor,zari woven,
12239,Sarees,multicolor,zari woven,
12261,Sarees,multicolor,zari woven,
12273,Sarees,multicolor,zari woven,
12275,Sarees,multicolor,zari woven,
12276,Sarees,multicolor,zari woven,
12283,Sarees,multicolor,zari woven,
12303,Sarees,multicolor,zari woven,
12308,Sarees,multicolor,zari woven,
12324,Sarees,multicolor,zari woven,
12343,Sarees,multicolor,zari woven,
12345,Sarees,multicolor,zari woven,
12357,Sarees,multicolor,zari woven,
12370,Sarees,multicolor,zari woven,
12382,Sarees,multicolor,zari woven,
12391,Sarees,multicolor,zari woven,
12395,Sarees,multicolor,zari woven,
12422,Sarees,multicolor,zari woven,
12427,Sarees,multicolor,zari woven,
12438,Sarees,multicolor,zari woven,
12442,Sarees,multicolor,zari woven,
12445,Sarees,multicolor,zari woven,
12459,Sarees,multicolor,zari woven,
12462,Sarees,multicolor,zari woven,
12463,Sarees,multicolor,zari woven,
12464,Sarees,multicolor,zari woven,
12466,Sarees,multicolor,zari woven,
12478,Sarees,multicolor,zari woven,
12479,Sarees,multicolor,zari woven,
12489,Sarees,multicolor,zari woven,
12493,Sarees,multicolor,zari woven,
12511,Sarees,multicolor,zari woven,
12528,Sarees,multicolor,zari woven,
12535,Sarees,multicolor,zari woven,
12537,Sarees,multicolor,zari woven,
12539,Sarees,multicolor,zari woven,
12543,Sarees,multicolor,zari woven,
12547,Sarees,multicolor,zari woven,
12548,Sarees,multicolor,zari woven,
12555,Sarees,multicolor,zari woven,
12562,Sarees,multicolor,zari woven,
12564,Sarees,multicolor,zari woven,
12569,Sarees,multicolor,zari woven,
12576,Sarees,multicolor,zari woven,
12589,Sarees,multicolor,zari woven,
12594,Sarees,multicolor,zari woven,
12598,Sarees,multicolor,zari woven,
12601,Sarees,multicolor,zari woven,
12603,Sarees,multicolor,zari woven,
12606,Sarees,multicolor,zari woven,
12607,Sarees,multicolor,zari woven,
12616,Sarees,multicolor,zari woven,
12619,Sarees,multicolor,zari woven,
12624,Sarees,multicolor,zari woven,
12628,Sarees,multicolor,zari woven,
12632,Sarees,multicolor,zari woven,
12647,Sarees,multicolor,zari woven,
12678,Sarees,multicolor,zari woven,
12688,Sarees,multicolor,zari woven,
12703,Sarees,multicolor,zari woven,
12723,Sarees,multicolor,zari woven,
12724,Sarees,multicolor,zari woven,
12752,Sarees,multicolor,zari woven,
12756,Sarees,multicolor,zari woven,
12764,Sarees,multicolor,zari woven,
12806,Sarees,multicolor,zari woven,
12812,Sarees,multicolor,zari woven,
12826,Sarees,multicolor,zari woven,
12864,Sarees,multicolor,zari woven,
12871,Sarees,multicolor,zari woven,
12873,Sarees,multicolor,zari woven,
12899,Sarees,multicolor,zari woven,
12903,Sarees,multicolor,zari woven,
12917,Sarees,multicolor,zari woven,
12923,Sarees,multicolor,zari woven,
12924,Sarees,multicolor,zari woven,
12925,Sarees,white,zari woven,
12930,Sarees,multicolor,zari woven,
12943,Sarees,multicolor,zari woven,
12948,Sarees,multicolor,zari woven,
12956,Sarees,multicolor,zari woven,
12973,Sarees,multicolor,zari woven,
12986,Sarees,multicolor,zari woven,
12995,Sarees,multicolor,zari woven,
12998,Sarees,multicolor,zari woven,
13001,Sarees,multicolor,zari woven,
13012,Sarees,multicolor,zari woven,
13028,Sarees,multicolor,zari woven,
13030,Sarees,multicolor,zari woven,
13034,Sarees,multicolor,zari woven,
13041,Sarees,multicolor,zari woven,
13046,Sarees,multicolor,zari woven,
13049,Sarees,multicolor,zari woven,
13055,Sarees,multicolor,zari woven,
13069,Sarees,multicolor,zari woven,
13070,Sarees,multicolor,zari woven,
13073,Sarees,multicolor,zari woven,
13085,Sarees,multicolor,zari woven,
13098,Sarees,multicolor,zari woven,
13118,Sarees,multicolor,zari woven,
13137,Sarees,multicolor,zari woven,
13151,Sarees,multicolor,zari woven,
13160,Sarees,multicolor,zari woven,
13165,Sarees,multicolor,zari woven,
13173,Sarees,multicolor,zari woven,
13211,Sarees,multicolor,zari woven,
13214,Sarees,multicolor,zari woven,
13218,Sarees,multicolor,zari woven,
13225,Sarees,multicolor,zari woven,
13226,Sarees,multicolor,zari woven,
13227,Sarees,multicolor,zari woven,
13233,Sarees,multicolor,zari woven,
13234,Sarees,multicolor,zari woven,
13238,Sarees,multicolor,zari woven,
13244,Sarees,multicolor,zari woven,
13251,Sarees,multicolor,zari woven,
13264,Sarees,multicolor,zari woven,
13272,Sarees,multicolor,zari woven,
13280,Sarees,multicolor,zari woven,
13294,Sarees,multicolor,zari woven,
13298,Sarees,multicolor,zari woven,
13309,Sarees,multicolor,zari woven,
13321,Sarees,multicolor,zari woven,
13332,Sarees,multicolor,zari woven,
13333,Sarees,multicolor,zari woven,
13349,Sarees,multicolor,zari woven,
13357,Sarees,multicolor,zari woven,
13359,Sarees,multicolor,zari woven,
13361,Sarees,multicolor,zari woven,
13366,Sarees,multicolor,zari woven,
13372,Sarees,multicolor,zari woven,
13386,Sarees,multicolor,zari woven,
13389,Sarees,multicolor,zari woven,
13391,Sarees,multicolor,zari woven,
13397,Sarees,multicolor,zari woven,
13400,Sarees,multicolor,zari woven,
13413,Sarees,multicolor,zari woven,
13414,Sarees,multicolor,zari woven,
13424,Sarees,multicolor,zari woven,
13435,Sarees,multicolor,zari woven,
13438,Sarees,multicolor,zari woven,
13443,Sarees,multicolor,zari woven,
13470,Sarees,multicolor,zari woven,
13485,Sarees,multicolor,zari woven,
13490,Sarees,multicolor,zari woven,
13493,Sarees,multicolor,zari woven,
13508,Sarees,multicolor,zari woven,
13512,Sarees,multicolor,zari woven,
13516,Sarees,multicolor,zari woven,
13526,Sarees,multicolor,zari woven,
13539,Sarees,multicolor,zari woven,
13551,Sarees,multicolor,zari woven,
13553,Sarees,white,,default
13559,Sarees,multicolor,zari woven,
13572,Sarees,multicolor,zari woven,
13573,Sarees,multicolor,zari woven,
13586,Sarees,multicolor,zari woven,
13588,Sarees,multicolor,zari woven,
13589,Sarees,multicolor,zari woven,
13604,Sarees,multicolor,zari woven,
13605,Sarees,multicolor,zari woven,
13611,Sarees,multicolor,zari woven,
13615,Sarees,multicolor,zari woven,
13625,Sarees,multicolor,zari woven,
13638,Sarees,multicolor,zari woven,
13642,Sarees,multicolor,zari woven,
13645,Sarees,multicolor,zari woven,
13649,Sarees,multicolor,zari woven,
13653,Sarees,multicolor,zari woven,
13656,Sarees,multicolor,zari woven,
13669,Sarees,multicolor,zari woven,
13678,Sarees,multicolor,zari woven,
13679,Sarees,multicolor,zari woven,
13680,Sarees,multicolor,zari woven,
13689,Sarees,multicolor,zari woven,
13704,Sarees,multicolor,zari woven,
13707,Sarees,multicolor,zari woven,
13715,Sarees,multicolor,zari woven,
13717,Sarees,multicolor,zari woven,
13737,Sarees,multicolor,zari woven,
13742,Sarees,multicolor,zari woven,
13747,Sarees,multicolor,zari woven,
13760,Sarees,multicolor,zari woven,
13761,Sarees,multicolor,zari woven,
13764,Sarees,multicolor,zari woven,
13769,Sarees,multicolor,zari woven,
13779,Sarees,multicolor,zari woven,
13781,Sarees,multicolor,zari woven,
13788,Sarees,multicolor,zari woven,
13811,Sarees,multicolor,zari woven,
13814,Sarees,multicolor,zari woven,
13819,Sarees,multicolor,zari woven,
13828,Sarees,multicolor,zari woven,
13829,Sarees,multicolor,zari woven,
13830,Sarees,multicolor,zari woven,
13831,Sarees,multicolor,zari woven,
13854,Sarees,multicolor,zari woven,
13855,Sarees,multicolor,zari woven,
13873,Sarees,multicolor,zari woven,
13903,Sarees,multicolor,zari woven,
13905,Sarees,multicolor,zari woven,
13911,Sarees,multicolor,zari woven,
13912,Sarees,multicolor,zari woven,
13916,Sarees,multicolor,zari woven,
13932,Sarees,multicolor,zari woven,
13935,Sarees,multicolor,zari woven,
13957,Sarees,multicolor,zari woven,
13990,Sarees,multicolor,zari woven,
14004,Sarees,multicolor,zari woven,
14006,Sarees,multicolor,zari woven,
14015,Sarees,multicolor,zari woven,
14019,Sarees,multicolor,zari woven,
14021,Sarees,multicolor,zari woven,
14032,Sarees,multicolor,zari woven,
14033,Sarees,multicolor,zari woven,
14050,Sarees,multicolor,zari woven,
14061,Sarees,multicolor,zari woven,
14067,Sarees,multicolor,zari woven,
14070,Sarees,multicolor,zari woven,
14072,Sarees,multicolor,zari woven,
14073,Sarees,multicolor,zari woven,
14076,Sarees,multicolor,zari woven,
14087,Sarees,multicolor,zari woven,
14090,Sarees,multicolor,zari woven,
14093,Sarees,multicolor,zari woven,
14109,Sarees,multicolor,zari woven,
14118,Sarees,multicolor,zari woven,
14122,Sarees,multicolor,zari woven,
14126,Sarees,multicolor,zari woven,
14127,Sarees,multicolor,zari woven,
14136,Sarees,multicolor,zari woven,
14153,Sarees,multicolor,zari woven,
14161,Sarees,multicolor,zari woven,
14171,Sarees,multicolor,zari woven,
14172,Sarees,multicolor,zari woven,
14191,Sarees,multicolor,zari woven,
14198,Sarees,multicolor,zari woven,
14204,Sarees,multicolor,zari woven,
14223,Sarees,multicolor,zari woven,
14236,Sarees,multicolor,zari woven,
14244,Sarees,multicolor,zari woven,
14246,Sarees,multicolor,zari woven,
14247,Sarees,multicolor,zari woven,
14258,Sarees,multicolor,zari woven,
14260,Sarees,multicolor,zari woven,
14280,Sarees,multicolor,zari woven,
14286,Sarees,multicolor,zari woven,
14292,Sarees,multicolor,zari woven,
14300,Sarees,multicolor,zari woven,
14319,Sarees,multicolor,zari woven,
14340,Sarees,multicolor,zari woven,
14341,Sarees,multicolor,zari woven,
14350,Sarees,multicolor,zari woven,
14351,Sarees,multicolor,zari woven,
14367,Sarees,multicolor,zari woven,
14373,Sarees,multicolor,zari woven,
14375,Sarees,multicolor,zari woven,
14392,Sarees,multicolor,zari woven,
14408,Sarees,multicolor,zari woven,
14410,Sarees,multicolor,zari woven,
14452,Sarees,multicolor,zari woven,
14453,Sarees,white,zari woven,
14454,Sarees,multicolor,zari woven,
14459,Sarees,multicolor,zari woven,
14462,Sarees,multicolor,zari woven,
14463,Sarees,multicolor,zari woven,
14473,Sarees,multicolor,zari woven,
14478,Sarees,multicolor,zari woven,
14499,Sarees,multicolor,zari woven,
14505,Sarees,multicolor,zari woven,
14531,Sarees,multicolor,zari woven,
14537,Sarees,multicolor,zari woven,
14549,Sarees,multicolor,zari woven,
14566,Sarees,multicolor,zari woven,
14580,Sarees,multicolor,zari woven,
14582,Sarees,multicolor,zari woven,
14611,Sarees,multicolor,zari woven,
14615,Sarees,multicolor,zari woven,
14618,Sarees,multicolor,zari woven,
14635,Sarees,multicolor,zari woven,
14643,Sarees,multicolor,zari woven,
14646,Sarees,multicolor,zari woven,
14658,Sarees,multicolor,zari woven,
