id,Category,fit_shape,length,sleeve_length,sleeve_styling
57485,Women Tops & Tunics,fitted,regular,three-quarter sleeves,
57502,Women Tops & Tunics,fitted,regular,short sleeves,
57504,Women Tops & Tunics,fitted,regular,short sleeves,
57555,Women Tops & Tunics,fitted,regular,short sleeves,
57572,Women Tops & Tunics,fitted,regular,short sleeves,
57581,Women Tops & Tunics,default,regular,long sleeves,
57584,Women Tops & Tunics,regular,regular,short sleeves,
57596,Women Tops & Tunics,fitted,regular,short sleeves,
57626,Women Tops & Tunics,fitted,regular,short sleeves,
57678,Women Tops & Tunics,fitted,regular,short sleeves,
57687,Women Tops & Tunics,fitted,regular,short sleeves,
57690,Women Tops & Tunics,fitted,regular,short sleeves,
57763,Women Tops & Tunics,fitted,regular,short sleeves,
57788,Women Tops & Tunics,fitted,regular,short sleeves,
57790,Women Tops & Tunics,fitted,regular,short sleeves,
57812,Women Tops & Tunics,fitted,regular,short sleeves,
57834,Women Tops & Tunics,default,crop,short sleeves,
57836,Women Tops & Tunics,fitted,regular,short sleeves,
57846,Women Tops & Tunics,fitted,regular,short sleeves,
57898,Women Tops & Tunics,fitted,regular,short sleeves,
57912,Women Tops & Tunics,fitted,regular,short sleeves,
57949,Women Tops & Tunics,fitted,regular,short sleeves,
57981,Women Tops & Tunics,fitted,regular,short sleeves,
57991,Women Tops & Tunics,fitted,regular,three-quarter sleeves,
58001,Women Tops & Tunics,fitted,regular,long sleeves,
58012,Women Tops & Tunics,fitted,regular,three-quarter sleeves,
58042,Women Tops & Tunics,fitted,regular,short sleeves,
58053,Women Tops & Tunics,fitted,regular,short sleeves,
58101,Women Tops & Tunics,fitted,regular,three-quarter sleeves,
58132,Women Tops & Tunics,fitted,regular,short sleeves,
58170,Women Tops & Tunics,fitted,regular,short sleeves,
58207,Women Tops & Tunics,fitted,regular,short sleeves,
58239,Women Tops & Tunics,fitted,regular,three-quarter sleeves,
58330,Women Tops & Tunics,default,,long sleeves,regular sleeves
58343,Women Tops & Tunics,fitted,regular,short sleeves,
58375,Women Tops & Tunics,fitted,regular,short sleeves,
58398,Women Tops & Tunics,fitted,regular,short sleeves,
58410,Women Tops & Tunics,fitted,crop,short sleeves,
58440,Women Tops & Tunics,fitted,regular,three-quarter sleeves,
58463,Women Tops & Tunics,default,,long sleeves,regular sleeves
58483,Women Tops & Tunics,fitted,regular,short sleeves,
58546,Women Tops & Tunics,fitted,regular,three-quarter sleeves,
58554,Women Tops & Tunics,regular,regular,long sleeves,
58594,Women Tops & Tunics,fitted,regular,short sleeves,
58599,Women Tops & Tunics,fitted,regular,short sleeves,
58606,Women Tops & Tunics,fitted,regular,short sleeves,
58621,Women Tops & Tunics,fitted,regular,short sleeves,
58631,Women Tops & Tunics,fitted,regular,three-quarter sleeves,
58634,Women Tops & Tunics,fitted,regular,short sleeves,
58656,Women Tops & Tunics,fitted,regular,short sleeves,
58694,Women Tops & Tunics,fitted,regular,short sleeves,
58710,Women Tops & Tunics,fitted,regular,short sleeves,
58717,Women Tops & Tunics,fitted,regular,short sleeves,
58730,Women Tops & Tunics,fitted,regular,long sleeves,
58741,Women Tops & Tunics,fitted,regular,short sleeves,
58749,Women Tops & Tunics,fitted,regular,short sleeves,
58767,Women Tops & Tunics,fitted,regular,short sleeves,
58800,Women Tops & Tunics,fitted,regular,three-quarter sleeves,
58805,Women Tops & Tunics,fitted,regular,three-quarter sleeves,
58839,Women Tops & Tunics,fitted,regular,short sleeves,
58844,Women Tops & Tunics,fitted,regular,short sleeves,
58847,Women Tops & Tunics,fitted,regular,short sleeves,
58871,Women Tops & Tunics,fitted,regular,short sleeves,
58895,Women Tops & Tunics,fitted,regular,short sleeves,
58929,Women Tops & Tunics,fitted,regular,short sleeves,
58930,Women Tops & Tunics,fitted,regular,short sleeves,
58932,Women Tops & Tunics,regular,crop,,regular sleeves
58943,Women Tops & Tunics,fitted,regular,three-quarter sleeves,
59041,Women Tops & Tunics,fitted,regular,short sleeves,
59053,Women Tops & Tunics,regular,regular,short sleeves,
59058,Women Tops & Tunics,fitted,regular,short sleeves,
59063,Women Tops & Tunics,regular,regular,three-quarter sleeves,
59080,Women Tops & Tunics,default,regular,long sleeves,
59086,Women Tops & Tunics,fitted,regular,short sleeves,
59087,Women Tops & Tunics,fitted,regular,short sleeves,
59099,Women Tops & Tunics,regular,regular,three-quarter sleeves,
59104,Women Tops & Tunics,regular,regular,short sleeves,
59107,Women Tops & Tunics,default,,three-quarter sleeves,regular sleeves
59135,Women Tops & Tunics,regular,regular,short sleeves,
59147,Women Tops & Tunics,fitted,regular,three-quarter sleeves,
59159,Women Tops & Tunics,fitted,regular,long sleeves,
59200,Women Tops & Tunics,fitted,regular,short sleeves,
59205,Women Tops & Tunics,fitted,regular,short sleeves,
59210,Women Tops & Tunics,fitted,regular,short sleeves,
59212,Women Tops & Tunics,fitted,regular,short sleeves,
59234,Women Tops & Tunics,fitted,regular,short sleeves,
59254,Women Tops & Tunics,fitted,regular,short sleeves,
59267,Women Tops & Tunics,fitted,regular,short sleeves,
59268,Women Tops & Tunics,fitted,regular,short sleeves,
59270,Women Tops & Tunics,fitted,regular,three-quarter sleeves,
59308,Women Tops & Tunics,fitted,regular,three-quarter sleeves,
59310,Women Tops & Tunics,fitted,regular,short sleeves,
59331,Women Tops & Tunics,fitted,regular,short sleeves,
59333,Women Tops & Tunics,fitted,regular,short sleeves,
59348,Women Tops & Tunics,fitted,regular,short sleeves,
59414,Women Tops & Tunics,fitted,regular,short sleeves,
59429,Women Tops & Tunics,fitted,regular,short sleeves,
59447,Women Tops & Tunics,fitted,regular,short sleeves,
59461,Women Tops & Tunics,fitted,regular,short sleeves,
59492,Women Tops & Tunics,fitted,regular,three-quarter sleeves,
59510,Women Tops & Tunics,regular,regular,short sleeves,
59551,Women Tops & Tunics,fitted,regular,short sleeves,
59557,Women Tops & Tunics,fitted,regular,three-quarter sleeves,
59563,Women Tops & Tunics,fitted,regular,three-quarter sleeves,
59571,Women Tops & Tunics,fitted,regular,short sleeves,
59575,Women Tops & Tunics,regular,regular,three-quarter sleeves,
59592,Women Tops & Tunics,fitted,regular,three-quarter sleeves,
59599,Women Tops & Tunics,fitted,regular,long sleeves,
59614,Women Tops & Tunics,fitted,regular,short sleeves,
59629,Women Tops & Tunics,fitted,regular,long sleeves,
59674,Women Tops & Tunics,fitted,regular,short sleeves,
59684,Women Tops & Tunics,fitted,regular,short sleeves,
59691,Women Tops & Tunics,regular,regular,short sleeves,
59694,Women Tops & Tunics,fitted,regular,short sleeves,
59704,Women Tops & Tunics,fitted,regular,short sleeves,
59727,Women Tops & Tunics,fitted,regular,short sleeves,
59752,Women Tops & Tunics,fitted,regular,short sleeves,
59762,Women Tops & Tunics,fitted,regular,short sleeves,
59827,Women Tops & Tunics,fitted,regular,short sleeves,
59841,Women Tops & Tunics,fitted,regular,short sleeves,
59843,Women Tops & Tunics,default,,three-quarter sleeves,regular sleeves
59862,Women Tops & Tunics,fitted,regular,short sleeves,
59976,Women Tops & Tunics,fitted,regular,three-quarter sleeves,
59993,Women Tops & Tunics,regular,regular,short sleeves,
60042,Women Tops & Tunics,fitted,regular,short sleeves,
60045,Women Tops & Tunics,fitted,regular,short sleeves,
60049,Women Tops & Tunics,fitted,regular,short sleeves,
60052,Women Tops & Tunics,fitted,regular,short sleeves,
60122,Women Tops & Tunics,fitted,regular,short sleeves,
60141,Women Tops & Tunics,fitted,regular,short sleeves,
60156,Women Tops & Tunics,fitted,regular,long sleeves,
60189,Women Tops & Tunics,fitted,regular,short sleeves,
60190,Women Tops & Tunics,fitted,regular,short sleeves,
60241,Women Tops & Tunics,fitted,regular,short sleeves,
60282,Women Tops & Tunics,fitted,regular,short sleeves,
60290,Women Tops & Tunics,fitted,regular,short sleeves,
60302,Women Tops & Tunics,regular,regular,short sleeves,
60314,Women Tops & Tunics,fitted,regular,short sleeves,
60342,Women Tops & Tunics,fitted,regular,short sleeves,
60358,Women Tops & Tunics,fitted,regular,three-quarter sleeves,
60387,Women Tops & Tunics,fitted,regular,short sleeves,
60401,Women Tops & Tunics,regular,regular,short sleeves,
60510,Women Tops & Tunics,fitted,regular,three-quarter sleeves,
60530,Women Tops & Tunics,default,,short sleeves,regular sleeves
60531,Women Tops & Tunics,default,,three-quarter sleeves,regular sleeves
60543,Women Tops & Tunics,fitted,regular,short sleeves,
60567,Women Tops & Tunics,fitted,regular,short sleeves,
60579,Women Tops & Tunics,default,,long sleeves,regular sleeves
60588,Women Tops & Tunics,fitted,regular,short sleeves,
60602,Women Tops & Tunics,fitted,regular,short sleeves,
60609,Women Tops & Tunics,fitted,regular,short sleeves,
60626,Women Tops & Tunics,fitted,regular,short sleeves,
60630,Women Tops & Tunics,fitted,regular,short sleeves,
60638,Women Tops & Tunics,fitted,crop,three-quarter sleeves,
60649,Women Tops & Tunics,regular,regular,three-quarter sleeves,
60652,Women Tops & Tunics,regular,regular,short sleeves,
60670,Women Tops & Tunics,regular,regular,short sleeves,
60674,Women Tops & Tunics,fitted,regular,short sleeves,
60703,Women Tops & Tunics,fitted,regular,short sleeves,
60716,Women Tops & Tunics,fitted,regular,short sleeves,
60719,Women Tops & Tunics,fitted,regular,short sleeves,
60720,Women Tops & Tunics,fitted,regular,three-quarter sleeves,
60727,Women Tops & Tunics,fitted,regular,short sleeves,
60746,Women Tops & Tunics,fitted,regular,three-quarter sleeves,
60818,Women Tops & Tunics,fitted,regular,short sleeves,
60825,Women Tops & Tunics,fitted,regular,short sleeves,
60838,Women Tops & Tunics,fitted,regular,three-quarter sleeves,
60884,Women Tops & Tunics,fitted,regular,short sleeves,
60926,Women Tops & Tunics,fitted,regular,short sleeves,
60937,Women Tops & Tunics,fitted,regular,short sleeves,
60945,Women Tops & Tunics,fitted,regular,short sleeves,
60955,Women Tops & Tunics,fitted,regular,short sleeves,
60958,Women Tops & Tunics,default,,three-quarter sleeves,regular sleeves
60985,Women Tops & Tunics,fitted,regular,three-quarter sleeves,
61004,Women Tops & Tunics,fitted,regular,short sleeves,
61011,Women Tops & Tunics,fitted,regular,long sleeves,
61074,Women Tops & Tunics,fitted,regular,short sleeves,
61122,Women Tops & Tunics,fitted,regular,short sleeves,
61130,Women Tops & Tunics,fitted,regular,short sleeves,
61232,Women Tops & Tunics,default,crop,short sleeves,
61248,Women Tops & Tunics,regular,regular,short sleeves,
61252,Women Tops & Tunics,fitted,regular,three-quarter sleeves,
61359,Women Tops & Tunics,fitted,regular,three-quarter sleeves,
61364,Women Tops & Tunics,default,,three-quarter sleeves,regular sleeves
61370,Women Tops & Tunics,fitted,regular,short sleeves,
61379,Women Tops & Tunics,fitted,regular,short sleeves,
61406,Women Tops & Tunics,fitted,regular,short sleeves,
61475,Women Tops & Tunics,fitted,regular,short sleeves,
61503,Women Tops & Tunics,fitted,regular,three-quarter sleeves,
61506,Women Tops & Tunics,default,,long sleeves,regular sleeves
61515,Women Tops & Tunics,fitted,regular,short sleeves,
61519,Women Tops & Tunics,regular,regular,short sleeves,
61544,Women Tops & Tunics,regular,regular,long sleeves,
61560,Women Tops & Tunics,regular,regular,short sleeves,
61602,Women Tops & Tunics,fitted,regular,short sleeves,
61607,Women Tops & Tunics,fitted,regular,short sleeves,
61651,Women Tops & Tunics,fitted,crop,three-quarter sleeves,
61662,Women Tops & Tunics,fitted,regular,short sleeves,
61721,Women Tops & Tunics,fitted,regular,short sleeves,
61749,Women Tops & Tunics,fitted,regular,short sleeves,
61752,Women Tops & Tunics,default,crop,short sleeves,
61754,Women Tops & Tunics,,crop,short sleeves,regular sleeves
61770,Women Tops & Tunics,regular,regular,short sleeves,
61791,Women Tops & Tunics,fitted,regular,short sleeves,
61818,Women Tops & Tunics,regular,regular,three-quarter sleeves,
61819,Women Tops & Tunics,default,regular,long sleeves,
61952,Women Tops & Tunics,fitted,regular,long sleeves,
61959,Women Tops & Tunics,fitted,regular,short sleeves,
61973,Women Tops & Tunics,fitted,regular,short sleeves,
62033,Women Tops & Tunics,default,,long sleeves,regular sleeves
62088,Women Tops & Tunics,fitted,regular,short sleeves,
62090,Women Tops & Tunics,fitted,regular,short sleeves,
62118,Women Tops & Tunics,fitted,regular,short sleeves,
62134,Women Tops & Tunics,default,,long sleeves,regular sleeves
62153,Women Tops & Tunics,default,,three-quarter sleeves,regular sleeves
62175,Women Tops & Tunics,fitted,regular,three-quarter sleeves,
62179,Women Tops & Tunics,fitted,regular,short sleeves,
62182,Women Tops & Tunics,fitted,regular,three-quarter sleeves,
62223,Women Tops & Tunics,fitted,regular,short sleeves,
62227,Women Tops & Tunics,fitted,regular,short sleeves,
62230,Women Tops & Tunics,fitted,crop,short sleeves,
62314,Women Tops & Tunics,fitted,regular,short sleeves,
62317,Women Tops & Tunics,regular,regular,short sleeves,
62319,Women Tops & Tunics,default,crop,short sleeves,
62410,Women Tops & Tunics,default,,three-quarter sleeves,regular sleeves
62412,Women Tops & Tunics,fitted,regular,short sleeves,
62423,Women Tops & Tunics,fitted,regular,short sleeves,
62432,Women Tops & Tunics,fitted,regular,three-quarter sleeves,
62440,Women Tops & Tunics,fitted,crop,short sleeves,
62446,Women Tops & Tunics,regular,regular,short sleeves,
62522,Women Tops & Tunics,default,,long sleeves,regular sleeves
62536,Women Tops & Tunics,regular,regular,short sleeves,
62555,Women Tops & Tunics,fitted,regular,short sleeves,
62617,Women Tops & Tunics,fitted,regular,short sleeves,
62658,Women Tops & Tunics,fitted,regular,short sleeves,
62678,Women Tops & Tunics,fitted,regular,three-quarter sleeves,
62703,Women Tops & Tunics,fitted,regular,short sleeves,
62721,Women Tops & Tunics,fitted,regular,short sleeves,
62730,Women Tops & Tunics,regular,regular,short sleeves,
62771,Women Tops & Tunics,fitted,regular,three-quarter sleeves,
62780,Women Tops & Tunics,fitted,regular,three-quarter sleeves,
62826,Women Tops & Tunics,fitted,regular,three-quarter sleeves,
62835,Women Tops & Tunics,fitted,regular,short sleeves,
62836,Women Tops & Tunics,fitted,regular,short sleeves,
62841,Women Tops & Tunics,fitted,regular,short sleeves,
62848,Women Tops & Tunics,fitted,regular,short sleeves,
62853,Women Tops & Tunics,fitted,regular,long sleeves,
62867,Women Tops & Tunics,fitted,regular,short sleeves,
62883,Women Tops & Tunics,fitted,regular,three-quarter sleeves,
62907,Women Tops & Tunics,fitted,regular,long sleeves,
62916,Women Tops & Tunics,fitted,regular,short sleeves,
62941,Women Tops & Tunics,fitted,regular,short sleeves,
62980,Women Tops & Tunics,fitted,regular,three-quarter sleeves,
62992,Women Tops & Tunics,default,,three-quarter sleeves,regular sleeves
63049,Women Tops & Tunics,fitted,regular,short sleeves,
63050,Women Tops & Tunics,fitted,regular,short sleeves,
63059,Women Tops & Tunics,fitted,regular,short sleeves,
63077,Women Tops & Tunics,fitted,regular,three-quarter sleeves,
63098,Women Tops & Tunics,fitted,regular,short sleeves,
63104,Women Tops & Tunics,fitted,regular,short sleeves,
63123,Women Tops & Tunics,fitted,crop,short sleeves,
63127,Women Tops & Tunics,fitted,regular,long sleeves,
63183,Women Tops & Tunics,fitted,regular,three-quarter sleeves,
63193,Women Tops & Tunics,fitted,regular,short sleeves,
63207,Women Tops & Tunics,default,,three-quarter sleeves,regular sleeves
63209,Women Tops & Tunics,default,,three-quarter sleeves,regular sleeves
63233,Women Tops & Tunics,fitted,crop,short sleeves,
63238,Women Tops & Tunics,regular,regular,short sleeves,
63240,Women Tops & Tunics,default,,long sleeves,regular sleeves
63247,Women Tops & Tunics,fitted,regular,short sleeves,
63301,Women Tops & Tunics,default,,long sleeves,regular sleeves
63311,Women Tops & Tunics,fitted,regular,three-quarter sleeves,
63319,Women Tops & Tunics,regular,regular,short sleeves,
63331,Women Tops & Tunics,fitted,regular,short sleeves,
63333,Women Tops & Tunics,fitted,regular,short sleeves,
63343,Women Tops & Tunics,fitted,regular,short sleeves,
63353,Women Tops & Tunics,regular,regular,three-quarter sleeves,
63359,Women Tops & Tunics,fitted,regular,short sleeves,
63363,Women Tops & Tunics,fitted,regular,short sleeves,
63377,Women Tops & Tunics,fitted,regular,three-quarter sleeves,
63385,Women Tops & Tunics,default,,three-quarter sleeves,regular sleeves
63399,Women Tops & Tunics,fitted,regular,short sleeves,
63460,Women Tops & Tunics,default,,three-quarter sleeves,regular sleeves
63472,Women Tops & Tunics,fitted,regular,three-quarter sleeves,
63483,Women Tops & Tunics,fitted,regular,short sleeves,
63498,Women Tops & Tunics,fitted,regular,short sleeves,
63516,Women Tops & Tunics,fitted,regular,short sleeves,
63524,Women Tops & Tunics,fitted,regular,three-quarter sleeves,
63593,Women Tops & Tunics,fitted,regular,short sleeves,
63614,Women Tops & Tunics,fitted,regular,long sleeves,
63615,Women Tops & Tunics,default,,long sleeves,regular sleeves
63623,Women Tops & Tunics,fitted,regular,short sleeves,
63634,Women Tops & Tunics,fitted,regular,short sleeves,
63671,Women Tops & Tunics,fitted,regular,short sleeves,
63706,Women Tops & Tunics,fitted,regular,short sleeves,
63727,Women Tops & Tunics,regular,regular,short sleeves,
63735,Women Tops & Tunics,fitted,regular,long sleeves,
63742,Women Tops & Tunics,default,,three-quarter sleeves,regular sleeves
63744,Women Tops & Tunics,fitted,regular,short sleeves,
63748,Women Tops & Tunics,fitted,regular,three-quarter sleeves,
63770,Women Tops & Tunics,fitted,regular,short sleeves,
63805,Women Tops & Tunics,fitted,regular,short sleeves,
63927,Women Tops & Tunics,fitted,regular,short sleeves,
63953,Women Tops & Tunics,fitted,regular,short sleeves,
63967,Women Tops & Tunics,regular,regular,short sleeves,
63987,Women Tops & Tunics,fitted,regular,short sleeves,
64013,Women Tops & Tunics,fitted,regular,three-quarter sleeves,
64157,Women Tops & Tunics,fitted,regular,short sleeves,
64176,Women Tops & Tunics,fitted,regular,short sleeves,
64184,Women Tops & Tunics,regular,crop,short sleeves,
64207,Women Tops & Tunics,default,regular,short sleeves,
64212,Women Tops & Tunics,fitted,regular,short sleeves,
64224,Women Tops & Tunics,fitted,regular,short sleeves,
64248,Women Tops & Tunics,fitted,regular,short sleeves,
64411,Women Tops & Tunics,fitted,regular,three-quarter sleeves,
64438,Women Tops & Tunics,fitted,regular,short sleeves,
64446,Women Tops & Tunics,fitted,regular,short sleeves,
64496,Women Tops & Tunics,fitted,crop,short sleeves,
64521,Women Tops & Tunics,fitted,regular,short sleeves,
64524,Women Tops & Tunics,fitted,regular,short sleeves,
64536,Women Tops & Tunics,fitted,regular,short sleeves,
64549,Women Tops & Tunics,fitted,regular,short sleeves,
64555,Women Tops & Tunics,fitted,regular,short sleeves,
64595,Women Tops & Tunics,regular,regular,short sleeves,
64630,Women Tops & Tunics,fitted,regular,short sleeves,
64661,Women Tops & Tunics,,crop,short sleeves,regular sleeves
64672,Women Tops & Tunics,fitted,regular,short sleeves,
64689,Women Tops & Tunics,fitted,regular,short sleeves,
64697,Women Tops & Tunics,fitted,regular,short sleeves,
64711,Women Tops & Tunics,fitted,regular,three-quarter sleeves,
64722,Women Tops & Tunics,fitted,regular,short sleeves,
64748,Women Tops & Tunics,default,,long sleeves,regular sleeves
64754,Women Tops & Tunics,fitted,regular,short sleeves,
64757,Women Tops & Tunics,regular,regular,short sleeves,
64766,Women Tops & Tunics,fitted,regular,long sleeves,
64767,Women Tops & Tunics,regular,regular,long sleeves,
64779,Women Tops & Tunics,fitted,regular,short sleeves,
64809,Women Tops & Tunics,fitted,regular,short sleeves,
64818,Women Tops & Tunics,regular,regular,long sleeves,
64837,Women Tops & Tunics,fitted,regular,short sleeves,
64860,Women Tops & Tunics,regular,regular,short sleeves,
64863,Women Tops & Tunics,fitted,regular,long sleeves,
64895,Women Tops & Tunics,fitted,regular,three-quarter sleeves,
64914,Women Tops & Tunics,fitted,regular,short sleeves,
64918,Women Tops & Tunics,regular,crop,short sleeves,
64931,Women Tops & Tunics,fitted,regular,short sleeves,
64934,Women Tops & Tunics,fitted,regular,long sleeves,
64939,Women Tops & Tunics,regular,regular,short sleeves,
64960,Women Tops & Tunics,fitted,regular,short sleeves,
64989,Women Tops & Tunics,fitted,crop,short sleeves,
64993,Women Tops & Tunics,fitted,regular,short sleeves,
65017,Women Tops & Tunics,fitted,regular,short sleeves,
65026,Women Tops & Tunics,default,,three-quarter sleeves,regular sleeves
65061,Women Tops & Tunics,,crop,short sleeves,regular sleeves
65072,Women Tops & Tunics,fitted,regular,short sleeves,
65094,Women Tops & Tunics,fitted,regular,three-quarter sleeves,
65132,Women Tops & Tunics,fitted,regular,short sleeves,
65138,Women Tops & Tunics,fitted,regular,short sleeves,
65177,Women Tops & Tunics,default,,three-quarter sleeves,regular sleeves
65235,Women Tops & Tunics,fitted,regular,short sleeves,
65242,Women Tops & Tunics,fitted,regular,short sleeves,
65259,Women Tops & Tunics,fitted,crop,long sleeves,
65304,Women Tops & Tunics,fitted,regular,short sleeves,
65314,Women Tops & Tunics,fitted,regular,short sleeves,
65322,Women Tops & Tunics,fitted,regular,short sleeves,
65337,Women Tops & Tunics,fitted,regular,short sleeves,
65350,Women Tops & Tunics,fitted,regular,short sleeves,
65354,Women Tops & Tunics,fitted,regular,short sleeves,
65378,Women Tops & Tunics,fitted,regular,short sleeves,
65391,Women Tops & Tunics,fitted,regular,long sleeves,
65396,Women Tops & Tunics,fitted,regular,short sleeves,
65407,Women Tops & Tunics,fitted,regular,short sleeves,
65451,Women Tops & Tunics,fitted,regular,short sleeves,
65454,Women Tops & Tunics,fitted,regular,three-quarter sleeves,
65457,Women Tops & Tunics,regular,regular,short sleeves,
65473,Women Tops & Tunics,fitted,regular,short sleeves,
65493,Women Tops & Tunics,regular,crop,short sleeves,
65508,Women Tops & Tunics,fitted,regular,three-quarter sleeves,
65526,Women Tops & Tunics,fitted,regular,short sleeves,
65533,Women Tops & Tunics,fitted,crop,three-quarter sleeves,
65537,Women Tops & Tunics,default,,long sleeves,regular sleeves
65542,Women Tops & Tunics,fitted,regular,short sleeves,
65557,Women Tops & Tunics,fitted,regular,short sleeves,
65563,Women Tops & Tunics,fitted,regular,short sleeves,
65573,Women Tops & Tunics,,crop,short sleeves,regular sleeves
65577,Women Tops & Tunics,fitted,regular,short sleeves,
65611,Women Tops & Tunics,fitted,crop,three-quarter sleeves,
65700,Women Tops & Tunics,fitted,regular,long sleeves,
65707,Women Tops & Tunics,fitted,regular,short sleeves,
65708,Women Tops & Tunics,fitted,regular,three-quarter sleeves,
65726,Women Tops & Tunics,fitted,regular,short sleeves,
65730,Women Tops & Tunics,fitted,regular,short sleeves,
65747,Women Tops & Tunics,fitted,regular,three-quarter sleeves,
65752,Women Tops & Tunics,fitted,regular,short sleeves,
65783,Women Tops & Tunics,default,,long sleeves,regular sleeves
65812,Women Tops & Tunics,fitted,regular,three-quarter sleeves,
65862,Women Tops & Tunics,fitted,regular,short sleeves,
65891,Women Tops & Tunics,regular,crop,short sleeves,
65895,Women Tops & Tunics,fitted,regular,short sleeves,
65897,Women Tops & Tunics,fitted,regular,short sleeves,
65907,Women Tops & Tunics,fitted,regular,short sleeves,
65938,Women Tops & Tunics,fitted,crop,three-quarter sleeves,
65948,Women Tops & Tunics,fitted,regular,three-quarter sleeves,
65949,Women Tops & Tunics,fitted,regular,three-quarter sleeves,
65980,Women Tops & Tunics,fitted,regular,short sleeves,
66025,Women Tops & Tunics,fitted,regular,short sleeves,
66035,Women Tops & Tunics,fitted,regular,short sleeves,
66037,Women Tops & Tunics,,crop,short sleeves,regular sleeves
66058,Women Tops & Tunics,fitted,regular,three-quarter sleeves,
66067,Women Tops & Tunics,default,regular,long sleeves,
66068,Women Tops & Tunics,regular,regular,short sleeves,
66106,Women Tops & Tunics,fitted,regular,three-quarter sleeves,
66144,Women Tops & Tunics,default,,long sleeves,regular sleeves
66152,Women Tops & Tunics,fitted,regular,short sleeves,
66193,Women Tops & Tunics,fitted,regular,short sleeves,
66235,Women Tops & Tunics,default,,three-quarter sleeves,regular sleeves
66242,Women Tops & Tunics,default,regular,long sleeves,
66244,Women Tops & Tunics,fitted,regular,three-quarter sleeves,
66258,Women Tops & Tunics,fitted,regular,short sleeves,
66329,Women Tops & Tunics,fitted,regular,three-quarter sleeves,
66336,Women Tops & Tunics,regular,regular,short sleeves,
66388,Women Tops & Tunics,fitted,regular,three-quarter sleeves,
66392,Women Tops & Tunics,fitted,regular,short sleeves,
66430,Women Tops & Tunics,fitted,regular,short sleeves,
66492,Women Tops & Tunics,fitted,regular,short sleeves,
66497,Women Tops & Tunics,fitted,regular,short sleeves,
66504,Women Tops & Tunics,fitted,regular,short sleeves,
66516,Women Tops & Tunics,fitted,regular,short sleeves,
66531,Women Tops & Tunics,fitted,regular,short sleeves,
66538,Women Tops & Tunics,fitted,regular,short sleeves,
66564,Women Tops & Tunics,boxy,crop,,regular sleeves
66613,Women Tops & Tunics,fitted,regular,short sleeves,
66656,Women Tops & Tunics,fitted,regular,short sleeves,
66684,Women Tops & Tunics,regular,regular,short sleeves,
66723,Women Tops & Tunics,fitted,regular,short sleeves,
66758,Women Tops & Tunics,fitted,regular,short sleeves,
66759,Women Tops & Tunics,fitted,regular,three-quarter sleeves,
66767,Women Tops & Tunics,fitted,regular,short sleeves,
66772,Women Tops & Tunics,fitted,regular,short sleeves,
66786,Women Tops & Tunics,fitted,regular,short sleeves,
66810,Women Tops & Tunics,fitted,regular,short sleeves,
66842,Women Tops & Tunics,fitted,regular,three-quarter sleeves,
66856,Women Tops & Tunics,fitted,regular,three-quarter sleeves,
66864,Women Tops & Tunics,fitted,regular,short sleeves,
66877,Women Tops & Tunics,fitted,regular,short sleeves,
66878,Women Tops & Tunics,fitted,regular,three-quarter sleeves,
66909,Women Tops & Tunics,default,regular,short sleeves,
66959,Women Tops & Tunics,fitted,regular,long sleeves,
66967,Women Tops & Tunics,fitted,regular,short sleeves,
66970,Women Tops & Tunics,fitted,regular,three-quarter sleeves,
66986,Women Tops & Tunics,regular,regular,short sleeves,
66993,Women Tops & Tunics,fitted,regular,three-quarter sleeves,
67010,Women Tops & Tunics,fitted,regular,three-quarter sleeves,
67022,Women Tops & Tunics,fitted,regular,short sleeves,
67055,Women Tops & Tunics,fitted,regular,short sleeves,
67083,Women Tops & Tunics,fitted,regular,short sleeves,
67100,Women Tops & Tunics,regular,regular,three-quarter sleeves,
67125,Women Tops & Tunics,fitted,regular,three-quarter sleeves,
67137,Women Tops & Tunics,fitted,regular,short sleeves,
67154,Women Tops & Tunics,default,crop,short sleeves,
67161,Women Tops & Tunics,fitted,crop,short sleeves,
67179,Women Tops & Tunics,fitted,regular,long sleeves,
67182,Women Tops & Tunics,fitted,crop,short sleeves,
67193,Women Tops & Tunics,fitted,regular,short sleeves,
67219,Women Tops & Tunics,fitted,regular,short sleeves,
67221,Women Tops & Tunics,fitted,regular,short sleeves,
67244,Women Tops & Tunics,fitted,regular,short sleeves,
67263,Women Tops & Tunics,fitted,regular,short sleeves,
67285,Women Tops & Tunics,fitted,regular,short sleeves,
67298,Women Tops & Tunics,fitted,regular,short sleeves,
67308,Women Tops & Tunics,default,,long sleeves,regular sleeves
67313,Women Tops & Tunics,fitted,regular,short sleeves,
67319,Women Tops & Tunics,fitted,regular,three-quarter sleeves,
67338,Women Tops & Tunics,fitted,regular,short sleeves,
67347,Women Tops & Tunics,fitted,regular,short sleeves,
67397,Women Tops & Tunics,fitted,regular,three-quarter sleeves,
67409,Women Tops & Tunics,fitted,crop,short sleeves,
67417,Women Tops & Tunics,fitted,regular,short sleeves,
67448,Women Tops & Tunics,fitted,regular,short sleeves,
67453,Women Tops & Tunics,fitted,regular,short sleeves,
67484,Women Tops & Tunics,fitted,regular,short sleeves,
67488,Women Tops & Tunics,fitted,regular,short sleeves,
67522,Women Tops & Tunics,fitted,regular,,regular sleeves
67525,Women Tops & Tunics,fitted,regular,short sleeves,
