id,Category,occasion,ornamentation
26629,Kurtis,daily,net
27572,Kurtis,daily,net
27270,Kurtis,daily,net
27270,Kurtis,daily,net
26136,Kurtis,daily,net
26082,Kurtis,daily,net
27280,Kurtis,daily,net
26719,Kurtis,daily,net
28019,Kurtis,daily,net
26082,Kurtis,daily,net
26094,Kurtis,daily,net
26991,Kurtis,daily,net
26988,Kurtis,daily,net
25786,Kurtis,daily,net
28364,Kurtis,daily,net
26991,Kurtis,daily,net
27328,Kurtis,daily,net
26625,Kurtis,daily,net
27074,Kurtis,daily,net
26640,Kurtis,daily,net
26058,Kurtis,daily,net
26519,Kurtis,daily,net
27074,Kurtis,daily,net
27622,Kurtis,daily,net
27206,Kurtis,daily,net
27568,Kurtis,daily,net
26193,Kurtis,daily,net
26215,Kurtis,daily,net
27074,Kurtis,daily,net
25848,Kurtis,daily,net
27643,Kurtis,daily,net
26054,Kurtis,daily,net
25850,Kurtis,daily,net
26989,Kurtis,daily,net
27643,Kurtis,daily,net
27622,Kurtis,daily,net
27058,Kurtis,daily,net
27629,Kurtis,daily,net
26989,Kurtis,daily,net
26013,Kurtis,daily,net
26122,Kurtis,daily,net
26640,Kurtis,daily,net
27236,Kurtis,daily,net
26078,Kurtis,daily,net
26989,Kurtis,daily,net
26519,Kurtis,daily,net
26625,Kurtis,daily,net
27347,Kurtis,daily,net
25848,Kurtis,daily,net
25788,Kurtis,daily,net
26248,Kurtis,daily,net
27269,Kurtis,daily,net
26761,Kurtis,daily,net
26248,Kurtis,daily,net
26072,Kurtis,daily,net
26525,Kurtis,daily,net
26519,Kurtis,daily,net
25788,Kurtis,daily,net
26193,Kurtis,daily,net
26525,Kurtis,daily,net
26143,Kurtis,daily,net
27058,Kurtis,daily,net
27236,Kurtis,daily,net
26513,Kurtis,daily,net
27288,Kurtis,daily,net
27135,Kurtis,daily,net
25822,Kurtis,daily,net
27622,Kurtis,daily,net
26514,Kurtis,daily,net
26625,Kurtis,daily,net
26989,Kurtis,daily,net
27347,Kurtis,daily,net
27328,Kurtis,daily,net
25822,Kurtis,daily,net
26625,Kurtis,daily,net
26193,Kurtis,daily,net
27202,Kurtis,daily,net
26594,Kurtis,daily,net
27288,Kurtis,daily,net
27135,Kurtis,daily,net
26580,Kurtis,daily,net
27058,Kurtis,daily,net
26624,Kurtis,daily,net
28499,Kurtis,daily,net
26623,Kurtis,daily,net
27427,Kurtis,daily,net
26143,Kurtis,daily,net
26013,Kurtis,daily,net
25850,Kurtis,daily,net
26715,Kurtis,daily,net
26116,Kurtis,daily,net
27643,Kurtis,daily,net
26724,Kurtis,daily,net
26757,Kurtis,daily,net
27606,Kurtis,daily,net
26757,Kurtis,daily,net
26318,Kurtis,daily,net
26511,Kurtis,daily,net
27673,Kurtis,daily,net
27268,Kurtis,daily,net
26060,Kurtis,daily,net
28437,Kurtis,daily,net
27673,Kurtis,daily,net
26529,Kurtis,daily,net
26522,Kurtis,daily,net
26522,Kurtis,daily,net
27606,Kurtis,daily,net
27466,Kurtis,daily,net
26218,Kurtis,daily,net
26522,Kurtis,daily,net
26628,Kurtis,daily,net
26511,Kurtis,daily,net
26713,Kurtis,daily,net
26247,Kurtis,daily,net
25849,Kurtis,daily,net
26079,Kurtis,daily,net
27673,Kurtis,daily,net
26247,Kurtis,daily,net
27498,Kurtis,daily,net
26060,Kurtis,daily,net
26247,Kurtis,daily,net
26716,Kurtis,daily,net
26843,Kurtis,daily,net
27589,Kurtis,daily,net
27287,Kurtis,daily,net
25797,Kurtis,daily,net
26120,Kurtis,daily,net
27409,Kurtis,daily,net
26511,Kurtis,daily,net
26724,Kurtis,daily,net
26318,Kurtis,daily,net
26716,Kurtis,daily,net
27606,Kurtis,daily,net
26718,Kurtis,daily,net
27498,Kurtis,daily,net
27606,Kurtis,daily,net
26079,Kurtis,daily,net
27062,Kurtis,daily,net
27201,Kurtis,daily,net
27201,Kurtis,daily,net
25797,Kurtis,daily,net
25797,Kurtis,daily,net
26529,Kurtis,daily,net
26511,Kurtis,daily,net
26522,Kurtis,daily,net
27433,Kurtis,daily,net
27287,Kurtis,daily,net
26843,Kurtis,daily,net
27396,Kurtis,daily,net
25971,Kurtis,daily,net
26813,Kurtis,daily,net
26274,Kurtis,daily,net
26181,Kurtis,daily,net
26270,Kurtis,daily,net
26179,Kurtis,daily,net
26174,Kurtis,daily,net
27731,Kurtis,daily,net
27731,Kurtis,daily,net
26812,Kurtis,daily,net
27461,Kurtis,daily,net
25778,Kurtis,daily,net
26181,Kurtis,daily,net
26268,Kurtis,daily,net
26812,Kurtis,daily,net
26756,Kurtis,daily,net
26815,Kurtis,daily,net
27696,Kurtis,daily,net
26255,Kurtis,daily,net
26905,Kurtis,daily,net
25971,Kurtis,daily,net
26815,Kurtis,daily,net
27204,Kurtis,daily,net
27461,Kurtis,daily,net
27696,Kurtis,daily,net
27461,Kurtis,daily,net
25971,Kurtis,daily,net
26270,Kurtis,daily,net
27696,Kurtis,daily,net
25986,Kurtis,daily,net
25778,Kurtis,daily,net
25778,Kurtis,daily,net
26178,Kurtis,daily,net
27461,Kurtis,daily,net
26269,Kurtis,daily,net
26813,Kurtis,daily,net
27696,Kurtis,daily,net
26268,Kurtis,daily,net
26191,Kurtis,daily,net
26463,Kurtis,daily,net
27614,Kurtis,daily,net
26291,Kurtis,daily,net
27614,Kurtis,daily,net
26750,Kurtis,daily,net
26374,Kurtis,daily,net
27614,Kurtis,daily,net
26294,Kurtis,daily,net
26751,Kurtis,daily,net
26494,Kurtis,daily,net
26191,Kurtis,daily,net
27779,Kurtis,daily,net
26751,Kurtis,daily,net
27027,Kurtis,daily,net
26832,Kurtis,daily,net
27779,Kurtis,daily,net
26750,Kurtis,daily,net
26294,Kurtis,daily,net
26742,Kurtis,daily,net
26374,Kurtis,daily,net
27614,Kurtis,daily,net
27558,Kurtis,daily,net
26291,Kurtis,daily,net
26294,Kurtis,daily,net
26296,Kurtis,daily,net
27027,Kurtis,daily,net
26746,Kurtis,daily,net
27558,Kurtis,daily,net
27378,Kurtis,daily,net
26287,Kurtis,daily,net
27378,Kurtis,daily,net
28129,Kurtis,daily,net
26018,Kurtis,daily,net
26287,Kurtis,daily,net
26501,Kurtis,daily,net
26574,Kurtis,daily,net
27634,Kurtis,daily,net
27156,Kurtis,daily,net
26304,Kurtis,daily,net
26095,Kurtis,daily,net
26501,Kurtis,daily,net
27378,Kurtis,daily,net
27566,Kurtis,daily,net
27634,Kurtis,daily,net
26496,Kurtis,daily,net
26018,Kurtis,daily,net
27378,Kurtis,daily,net
26496,Kurtis,daily,net
28129,Kurtis,daily,net
27378,Kurtis,daily,net
28619,Kurtis,daily,net
26496,Kurtis,daily,net
26304,Kurtis,daily,net
28619,Kurtis,daily,net
26052,Kurtis,daily,net
25981,Kurtis,daily,net
26957,Kurtis,daily,net
26509,Kurtis,daily,net
27657,Kurtis,daily,net
26957,Kurtis,daily,net
26957,Kurtis,daily,net
25981,Kurtis,daily,net
26871,Kurtis,daily,net
26950,Kurtis,daily,net
26950,Kurtis,daily,net
27571,Kurtis,daily,net
26361,Kurtis,daily,net
26579,Kurtis,daily,net
25931,Kurtis,daily,net
26957,Kurtis,daily,net
26324,Kurtis,daily,net
26579,Kurtis,daily,net
27516,Kurtis,daily,net
26957,Kurtis,daily,net
26950,Kurtis,daily,net
26361,Kurtis,daily,net
27152,Kurtis,daily,net
27313,Kurtis,daily,net
27155,Kurtis,daily,net
27155,Kurtis,daily,net
26305,Kurtis,daily,net
25879,Kurtis,daily,net
27313,Kurtis,daily,net
27152,Kurtis,daily,net
27152,Kurtis,daily,net
26145,Kurtis,daily,net
26498,Kurtis,daily,net
27313,Kurtis,daily,net
27155,Kurtis,daily,net
26289,Kurtis,daily,net
27595,Kurtis,daily,net
26592,Kurtis,daily,net
26481,Kurtis,daily,net
26481,Kurtis,daily,net
27360,Kurtis,daily,net
26481,Kurtis,daily,net
25985,Kurtis,daily,net
25985,Kurtis,daily,net
26010,Kurtis,daily,net
26194,Kurtis,daily,net
26298,Kurtis,daily,net
26115,Kurtis,daily,net
26298,Kurtis,daily,net
26115,Kurtis,daily,net
26298,Kurtis,daily,net
27456,Kurtis,daily,net
26200,Kurtis,daily,net
27456,Kurtis,daily,net
26108,Kurtis,daily,net
26298,Kurtis,daily,net
25938,Kurtis,daily,net
26285,Kurtis,daily,net
26113,Kurtis,daily,net
26285,Kurtis,daily,net
27456,Kurtis,daily,net
26200,Kurtis,daily,net
26780,Kurtis,daily,net
26780,Kurtis,daily,net
25939,Kurtis,daily,net
25939,Kurtis,daily,net
26279,Kurtis,daily,net
26008,Kurtis,daily,net
25939,Kurtis,daily,net
26279,Kurtis,daily,net
26283,Kurtis,daily,net
26283,Kurtis,daily,net
26780,Kurtis,daily,net
26199,Kurtis,daily,net
26780,Kurtis,daily,net
27454,Kurtis,daily,net
27449,Kurtis,daily,net
26008,Kurtis,daily,net
26112,Kurtis,daily,net
25995,Kurtis,daily,net
26199,Kurtis,daily,net
27449,Kurtis,daily,net
26110,Kurtis,daily,net
26111,Kurtis,daily,net
26009,Kurtis,daily,net
26201,Kurtis,daily,net
26778,Kurtis,daily,net
26778,Kurtis,daily,net
25996,Kurtis,daily,net
26282,Kurtis,daily,net
26009,Kurtis,daily,net
26197,Kurtis,daily,net
25940,Kurtis,daily,net
26201,Kurtis,daily,net
25984,Kurtis,daily,net
26110,Kurtis,daily,net
26110,Kurtis,daily,net
26201,Kurtis,daily,net
26036,Kurtis,daily,net
26111,Kurtis,daily,net
25940,Kurtis,daily,net
26009,Kurtis,daily,net
26303,Kurtis,daily,net
26504,Kurtis,daily,net
26572,Kurtis,daily,net
26147,Kurtis,daily,net
26504,Kurtis,daily,net
26303,Kurtis,daily,net
26020,Kurtis,daily,net
26504,Kurtis,daily,net
26503,Kurtis,daily,net
25877,Kurtis,daily,net
27153,Kurtis,daily,net
26497,Kurtis,daily,net
26303,Kurtis,daily,net
26504,Kurtis,daily,net
26572,Kurtis,daily,net
27312,Kurtis,daily,net
26286,Kurtis,daily,net
26572,Kurtis,daily,net
27312,Kurtis,daily,net
25877,Kurtis,daily,net
25941,Kurtis,daily,net
25941,Kurtis,daily,net
25941,Kurtis,daily,net
26755,Kurtis,daily,net
27443,Kurtis,daily,net
26114,Kurtis,daily,net
26280,Kurtis,daily,net
26026,Kurtis,daily,net
25941,Kurtis,daily,net
26755,Kurtis,daily,net
26109,Kurtis,daily,net
26051,Kurtis,daily,net
26109,Kurtis,daily,net
27455,Kurtis,daily,net
27455,Kurtis,daily,net
26109,Kurtis,daily,net
25997,Kurtis,daily,net
26280,Kurtis,daily,net
26755,Kurtis,daily,net
27455,Kurtis,daily,net
26044,Kurtis,daily,default
27618,Kurtis,daily,default
26421,Kurtis,daily,default
26543,Kurtis,daily,default
26543,Kurtis,daily,default
26421,Kurtis,daily,default
27739,Kurtis,daily,default
27737,Kurtis,daily,default
26602,Kurtis,daily,default
27737,Kurtis,daily,default
25992,Kurtis,daily,default
27737,Kurtis,daily,default
26421,Kurtis,daily,default
26543,Kurtis,daily,default
28442,Kurtis,daily,default
27337,Kurtis,daily,default
27618,Kurtis,daily,default
26044,Kurtis,daily,default
27737,Kurtis,daily,default
26021,Kurtis,daily,net
26288,Kurtis,daily,net
26495,Kurtis,daily,net
26554,Kurtis,daily,net
26483,Kurtis,daily,net
26554,Kurtis,daily,net
26591,Kurtis,daily,net
26146,Kurtis,daily,net
26288,Kurtis,daily,net
27609,Kurtis,daily,net
25888,Kurtis,daily,net
27151,Kurtis,daily,net
27609,Kurtis,daily,net
27151,Kurtis,daily,net
25888,Kurtis,daily,net
26021,Kurtis,daily,net
26502,Kurtis,daily,net
26554,Kurtis,daily,net
26483,Kurtis,daily,net
25810,Kurtis,daily,default
25801,Kurtis,daily,default
25804,Kurtis,daily,default
25795,Kurtis,daily,default
25782,Kurtis,daily,default
25817,Kurtis,daily,default
26569,Kurtis,daily,default
25804,Kurtis,daily,default
26431,Kurtis,daily,default
25810,Kurtis,daily,default
25787,Kurtis,daily,default
25805,Kurtis,daily,default
25817,Kurtis,daily,default
25810,Kurtis,daily,default
25787,Kurtis,daily,default
26569,Kurtis,daily,default
25804,Kurtis,daily,default
25799,Kurtis,daily,default
25916,Kurtis,daily,default
25813,Kurtis,daily,default
25783,Kurtis,daily,default
25794,Kurtis,daily,default
25798,Kurtis,daily,default
25783,Kurtis,daily,default
25934,Kurtis,daily,default
25803,Kurtis,daily,default
25785,Kurtis,daily,default
25809,Kurtis,daily,default
26340,Kurtis,daily,default
26340,Kurtis,daily,default
25785,Kurtis,daily,default
25783,Kurtis,daily,default
25785,Kurtis,daily,default
25813,Kurtis,daily,default
25802,Kurtis,daily,default
25798,Kurtis,daily,default
26340,Kurtis,daily,default
25798,Kurtis,daily,default
25780,Kurtis,daily,default
25812,Kurtis,daily,default
25915,Kurtis,daily,default
25796,Kurtis,daily,default
25816,Kurtis,daily,default
25806,Kurtis,daily,default
25784,Kurtis,daily,default
25784,Kurtis,daily,default
25811,Kurtis,daily,default
25800,Kurtis,daily,default
25915,Kurtis,daily,default
26429,Kurtis,daily,default
26429,Kurtis,daily,default
25807,Kurtis,daily,default
25780,Kurtis,daily,default
25780,Kurtis,daily,default
25811,Kurtis,daily,default
25780,Kurtis,daily,default
26350,Kurtis,daily,default
25831,Kurtis,daily,default
26619,Kurtis,daily,default
26777,Kurtis,daily,default
26188,Kurtis,daily,default
26376,Kurtis,daily,default
27691,Kurtis,daily,default
26777,Kurtis,daily,default
25854,Kurtis,daily,default
25854,Kurtis,daily,default
26777,Kurtis,daily,default
27691,Kurtis,daily,default
26188,Kurtis,daily,default
26619,Kurtis,daily,default
26350,Kurtis,daily,default
26401,Kurtis,daily,net
27017,Kurtis,daily,net
26349,Kurtis,daily,net
25993,Kurtis,daily,net
26349,Kurtis,daily,net
26474,Kurtis,daily,net
26137,Kurtis,daily,net
26467,Kurtis,daily,net
26349,Kurtis,daily,net
27017,Kurtis,daily,net
26474,Kurtis,daily,net
26824,Kurtis,daily,net
26055,Kurtis,daily,net
26474,Kurtis,daily,net
25993,Kurtis,daily,net
25990,Kurtis,daily,net
26634,Kurtis,daily,net
27145,Kurtis,daily,net
26634,Kurtis,daily,net
26175,Kurtis,daily,net
26266,Kurtis,daily,net
26177,Kurtis,daily,net
26001,Kurtis,daily,net
27145,Kurtis,daily,net
26175,Kurtis,daily,net
26175,Kurtis,daily,net
26175,Kurtis,daily,net
26175,Kurtis,daily,net
26266,Kurtis,daily,net
26001,Kurtis,daily,net
26056,Kurtis,daily,net
27702,Kurtis,daily,net
26071,Kurtis,daily,net
26144,Kurtis,daily,net
27702,Kurtis,daily,net
26364,Kurtis,daily,net
26071,Kurtis,daily,net
26071,Kurtis,daily,net
26364,Kurtis,daily,net
27278,Kurtis,daily,net
26144,Kurtis,daily,net
26144,Kurtis,daily,net
27702,Kurtis,daily,net
26290,Kurtis,daily,net
27210,Kurtis,daily,net
26057,Kurtis,daily,net
26360,Kurtis,daily,net
26002,Kurtis,daily,net
25790,Kurtis,daily,net
26352,Kurtis,daily,net
27035,Kurtis,daily,net
28312,Kurtis,daily,net
26057,Kurtis,daily,net
26002,Kurtis,daily,net
27035,Kurtis,daily,net
26067,Kurtis,daily,net
26352,Kurtis,daily,net
26002,Kurtis,daily,net
26057,Kurtis,daily,net
27420,Kurtis,daily,default
26354,Kurtis,daily,default
25957,Kurtis,daily,default
25957,Kurtis,daily,default
25957,Kurtis,daily,default
25792,Kurtis,daily,default
27420,Kurtis,daily,default
25792,Kurtis,daily,default
25792,Kurtis,daily,default
27420,Kurtis,daily,default
26328,Kurtis,daily,default
26336,Kurtis,daily,default
26895,Kurtis,daily,net
26897,Kurtis,daily,net
26477,Kurtis,daily,net
26895,Kurtis,daily,net
26895,Kurtis,daily,net
26902,Kurtis,daily,net
26198,Kurtis,daily,net
26477,Kurtis,daily,net
26896,Kurtis,daily,net
26198,Kurtis,daily,net
26902,Kurtis,daily,net
26599,Kurtis,daily,net
26907,Kurtis,daily,net
26904,Kurtis,daily,net
26907,Kurtis,daily,net
26599,Kurtis,daily,net
26907,Kurtis,daily,net
26907,Kurtis,daily,net
26203,Kurtis,daily,net
26875,Kurtis,daily,net
26203,Kurtis,daily,net
26875,Kurtis,daily,net
28257,Kurtis,daily,net
26607,Kurtis,daily,net
26207,Kurtis,daily,net
26969,Kurtis,daily,net
25791,Kurtis,daily,net
25791,Kurtis,daily,net
26968,Kurtis,daily,net
26207,Kurtis,daily,net
26607,Kurtis,daily,net
26207,Kurtis,daily,net
25865,Kurtis,daily,net
26462,Kurtis,daily,net
26446,Kurtis,daily,net
26446,Kurtis,daily,net
26462,Kurtis,daily,net
26446,Kurtis,daily,net
26630,Kurtis,daily,net
26462,Kurtis,daily,net
25910,Kurtis,daily,net
26630,Kurtis,daily,net
26251,Kurtis,daily,net
27030,Kurtis,daily,default
25974,Kurtis,daily,default
27030,Kurtis,daily,default
27738,Kurtis,daily,default
27325,Kurtis,daily,default
27040,Kurtis,daily,default
27051,Kurtis,daily,default
27051,Kurtis,daily,default
27738,Kurtis,daily,default
27051,Kurtis,daily,default
26603,Kurtis,daily,net
26600,Kurtis,daily,net
26874,Kurtis,daily,net
26913,Kurtis,daily,net
26447,Kurtis,daily,net
26913,Kurtis,daily,net
26874,Kurtis,daily,net
26447,Kurtis,daily,net
26913,Kurtis,daily,net
28426,Kurtis,daily,net
26338,Kurtis,daily,net
25935,Kurtis,daily,net
26938,Kurtis,daily,net
26062,Kurtis,daily,net
27029,Kurtis,daily,net
26938,Kurtis,daily,net
28465,Kurtis,daily,net
25935,Kurtis,daily,net
25935,Kurtis,daily,net
26398,Kurtis,daily,net
25890,Kurtis,daily,default
25936,Kurtis,daily,default
26428,Kurtis,daily,default
26428,Kurtis,daily,default
26353,Kurtis,daily,default
25876,Kurtis,daily,default
25876,Kurtis,daily,default
26353,Kurtis,daily,default
25793,Kurtis,daily,default
25890,Kurtis,daily,default
26007,Kurtis,daily,default
26936,Kurtis,daily,default
26935,Kurtis,daily,default
26007,Kurtis,daily,default
26936,Kurtis,daily,default
27184,Kurtis,daily,default
26936,Kurtis,daily,default
27184,Kurtis,daily,default
26006,Kurtis,daily,default
26006,Kurtis,daily,default
26394,Kurtis,daily,default
25943,Kurtis,daily,default
25873,Kurtis,daily,default
26394,Kurtis,daily,default
26046,Kurtis,daily,default
26142,Kurtis,daily,default
26449,Kurtis,daily,default
26449,Kurtis,daily,default
27489,Kurtis,daily,default
26971,Kurtis,daily,default
25975,Kurtis,daily,default
27489,Kurtis,daily,default
26971,Kurtis,daily,default
26449,Kurtis,daily,default
26396,Kurtis,daily,default
25889,Kurtis,daily,default
26000,Kurtis,daily,default
26649,Kurtis,daily,default
26000,Kurtis,daily,default
26000,Kurtis,daily,default
26387,Kurtis,daily,default
26776,Kurtis,daily,default
26423,Kurtis,daily,default
27352,Kurtis,daily,default
26347,Kurtis,daily,default
26347,Kurtis,daily,default
26736,Kurtis,daily,default
26347,Kurtis,daily,default
27514,Kurtis,daily,default
26347,Kurtis,daily,default
27428,Kurtis,daily,default
26773,Kurtis,daily,default
26773,Kurtis,daily,default
26679,Kurtis,daily,default
27485,Kurtis,daily,default
27485,Kurtis,daily,default
26032,Kurtis,daily,default
27485,Kurtis,daily,default
26626,Kurtis,daily,net
27777,Kurtis,daily,net
26031,Kurtis,daily,net
26012,Kurtis,daily,net
26626,Kurtis,daily,net
26626,Kurtis,daily,net
26030,Kurtis,daily,net
26031,Kurtis,daily,net
26382,Kurtis,daily,default
27014,Kurtis,daily,default
27544,Kurtis,daily,default
25976,Kurtis,daily,default
27014,Kurtis,daily,default
26382,Kurtis,daily,default
25976,Kurtis,daily,default
26384,Kurtis,daily,default
26141,Kurtis,daily,default
26141,Kurtis,daily,default
26384,Kurtis,daily,default
26368,Kurtis,daily,default
25949,Kurtis,daily,default
26141,Kurtis,daily,default
25824,Kurtis,daily,net
25824,Kurtis,daily,net
25869,Kurtis,daily,net
25824,Kurtis,daily,net
25869,Kurtis,daily,net
25869,Kurtis,daily,net
26378,Kurtis,daily,net
27491,Kurtis,daily,net
27497,Kurtis,daily,net
27459,Kurtis,daily,net
27491,Kurtis,daily,net
27491,Kurtis,daily,net
27497,Kurtis,daily,net
27497,Kurtis,daily,net
26451,Kurtis,daily,default
27026,Kurtis,daily,default
28441,Kurtis,daily,default
27026,Kurtis,daily,default
26979,Kurtis,daily,default
26979,Kurtis,daily,default
27026,Kurtis,daily,default
27740,Kurtis,daily,default
27338,Kurtis,daily,default
26539,Kurtis,daily,default
26539,Kurtis,daily,default
26539,Kurtis,daily,default
26325,Kurtis,daily,default
26325,Kurtis,daily,default
26876,Kurtis,daily,net
26876,Kurtis,daily,net
26953,Kurtis,daily,net
26953,Kurtis,daily,net
26953,Kurtis,daily,net
26138,Kurtis,daily,net
26138,Kurtis,daily,net
26163,Kurtis,daily,net
26138,Kurtis,daily,net
26163,Kurtis,daily,net
27631,Kurtis,daily,net
27274,Kurtis,daily,net
27274,Kurtis,daily,net
27274,Kurtis,daily,net
27274,Kurtis,daily,net
26721,Kurtis,daily,default
26373,Kurtis,daily,default
26721,Kurtis,daily,default
28034,Kurtis,daily,default
26249,Kurtis,daily,default
26464,Kurtis,daily,net
26464,Kurtis,daily,net
26464,Kurtis,daily,net
26642,Kurtis,daily,net
26464,Kurtis,daily,net
26667,Kurtis,daily,net
25980,Kurtis,daily,net
26667,Kurtis,daily,net
26930,Kurtis,daily,net
26930,Kurtis,daily,net
26345,Kurtis,daily,default
26542,Kurtis,daily,default
26542,Kurtis,daily,default
26641,Kurtis,daily,default
26641,Kurtis,daily,default
27275,Kurtis,daily,default
26192,Kurtis,daily,default
27623,Kurtis,daily,default
26192,Kurtis,daily,default
27623,Kurtis,daily,default
25978,Kurtis,daily,net
26176,Kurtis,daily,net
26635,Kurtis,daily,net
26176,Kurtis,daily,net
26176,Kurtis,daily,net
26737,Kurtis,daily,default
26737,Kurtis,daily,default
26737,Kurtis,daily,default
27391,Kurtis,daily,default
27621,Kurtis,daily,default
27266,Kurtis,daily,default
27256,Kurtis,daily,default
25948,Kurtis,daily,default
26330,Kurtis,daily,default
25948,Kurtis,daily,default
26331,Kurtis,daily,default
26331,Kurtis,daily,default
25878,Kurtis,daily,default
26327,Kurtis,daily,default
26334,Kurtis,daily,default
25911,Kurtis,daily,default
27186,Kurtis,daily,default
26366,Kurtis,daily,default
27186,Kurtis,daily,default
27542,Kurtis,daily,default
26351,Kurtis,daily,net
26351,Kurtis,daily,net
26351,Kurtis,daily,net
27616,Kurtis,daily,net
25853,Kurtis,daily,net
25989,Kurtis,daily,net
25867,Kurtis,daily,net
25989,Kurtis,daily,net
27479,Kurtis,daily,default
27353,Kurtis,daily,default
27353,Kurtis,daily,default
27479,Kurtis,daily,default
27694,Kurtis,daily,default
26253,Kurtis,daily,default
26253,Kurtis,daily,default
27401,Kurtis,daily,default
26383,Kurtis,daily,default
27392,Kurtis,daily,default
25870,Kurtis,daily,default
26383,Kurtis,daily,default
27208,Kurtis,daily,net
27208,Kurtis,daily,net
27652,Kurtis,daily,net
27208,Kurtis,daily,net
26434,Kurtis,daily,default
26434,Kurtis,daily,default
26434,Kurtis,daily,default
26434,Kurtis,daily,default
27540,Kurtis,party,default
27182,Kurtis,party,default
27182,Kurtis,party,default
27540,Kurtis,party,default
26605,Kurtis,daily,net
26614,Kurtis,daily,net
26605,Kurtis,daily,net
26614,Kurtis,daily,net
26608,Kurtis,party,default
26762,Kurtis,party,default
26762,Kurtis,party,default
27430,Kurtis,party,default
26386,Kurtis,daily,default
26386,Kurtis,daily,default
25942,Kurtis,daily,default
25942,Kurtis,daily,default
27662,Kurtis,daily,default
27687,Kurtis,daily,default
27271,Kurtis,daily,default
27687,Kurtis,daily,default
27728,Kurtis,daily,default
27728,Kurtis,daily,default
26774,Kurtis,daily,default
27366,Kurtis,daily,default
26440,Kurtis,daily,default
27277,Kurtis,daily,default
27277,Kurtis,daily,default
26990,Kurtis,party,net
26400,Kurtis,party,net
26990,Kurtis,party,net
26397,Kurtis,daily,default
27375,Kurtis,daily,default
27375,Kurtis,daily,default
28552,Kurtis,daily,net
28552,Kurtis,daily,net
25856,Kurtis,daily,net
26966,Kurtis,daily,default
26966,Kurtis,daily,default
27207,Kurtis,daily,default
26469,Kurtis,daily,default
26469,Kurtis,daily,default
26469,Kurtis,daily,default
26967,Kurtis,daily,default
26992,Kurtis,daily,default
26992,Kurtis,daily,default
27663,Kurtis,daily,net
26538,Kurtis,daily,net
26538,Kurtis,daily,net
26571,Kurtis,daily,net
27316,Kurtis,daily,net
27316,Kurtis,daily,net
26870,Kurtis,party,default
26577,Kurtis,party,default
26577,Kurtis,party,default
26893,Kurtis,daily,default
26881,Kurtis,daily,default
26881,Kurtis,daily,default
26682,Kurtis,daily,default
26682,Kurtis,daily,default
26682,Kurtis,daily,default
26775,Kurtis,daily,default
26928,Kurtis,daily,default
26775,Kurtis,daily,default
26468,Kurtis,party,net
26468,Kurtis,party,net
26348,Kurtis,party,net
27487,Kurtis,party,net
27487,Kurtis,party,net
28353,Kurtis,party,net
27354,Kurtis,daily,default
27354,Kurtis,daily,default
25994,Kurtis,daily,default
27506,Kurtis,daily,net
27593,Kurtis,daily,net
27593,Kurtis,daily,net
26329,Kurtis,daily,default
27373,Kurtis,daily,default
26329,Kurtis,daily,default
25874,Kurtis,daily,default
27245,Kurtis,daily,default
27245,Kurtis,daily,default
26151,Kurtis,daily,net
28990,Kurtis,daily,net
28990,Kurtis,daily,net
25914,Kurtis,daily,net
27315,Kurtis,daily,net
25914,Kurtis,daily,net
26611,Kurtis,party,net
26611,Kurtis,party,net
26033,Kurtis,party,net
27001,Kurtis,daily,net
27001,Kurtis,daily,net
27001,Kurtis,daily,net
26292,Kurtis,daily,net
26292,Kurtis,daily,net
26748,Kurtis,daily,net
26341,Kurtis,daily,default
25945,Kurtis,daily,default
26341,Kurtis,daily,default
26395,Kurtis,daily,default
26395,Kurtis,daily,default
25947,Kurtis,daily,default
25871,Kurtis,daily,default
26414,Kurtis,daily,default
25871,Kurtis,daily,default
28299,Kurtis,daily,net
27536,Kurtis,daily,net
26899,Kurtis,daily,net
26872,Kurtis,daily,net
26759,Kurtis,party,default
26906,Kurtis,daily,net
28224,Kurtis,party,net
27501,Kurtis,daily,default
26949,Kurtis,daily,net
27276,Kurtis,daily,default
26963,Kurtis,daily,default
27776,Kurtis,party,net
27778,Kurtis,daily,default
27408,Kurtis,party,default
27298,Kurtis,daily,default
27209,Kurtis,daily,net
27318,Kurtis,daily,default
27321,Kurtis,daily,net
27323,Kurtis,daily,default
27537,Kurtis,daily,net
27134,Kurtis,daily,default
27116,Kurtis,daily,default
27350,Kurtis,daily,default
27070,Kurtis,daily,default
27374,Kurtis,daily,default
27647,Kurtis,party,default
27569,Kurtis,party,net
26306,Kurtis,party,net
26688,Kurtis,daily,default
26687,Kurtis,daily,net
26311,Kurtis,daily,net
26254,Kurtis,party,net
26252,Kurtis,daily,net
26245,Kurtis,daily,default
25982,Kurtis,party,net
25977,Kurtis,daily,default
25973,Kurtis,daily,default
25950,Kurtis,daily,default
25933,Kurtis,daily,net
25932,Kurtis,daily,default
25905,Kurtis,daily,net
25887,Kurtis,daily,net
25875,Kurtis,daily,default
25872,Kurtis,daily,default
25868,Kurtis,party,net
25832,Kurtis,daily,net
25825,Kurtis,daily,default
26312,Kurtis,daily,net
26314,Kurtis,daily,net
26335,Kurtis,daily,default
26473,Kurtis,daily,net
26668,Kurtis,party,net
26647,Kurtis,daily,net
26613,Kurtis,daily,net
26596,Kurtis,daily,net
26535,Kurtis,daily,net
26506,Kurtis,daily,default
26486,Kurtis,daily,default
