id,Category,blouse_pattern,border,border_width,occasion,ornamentation,pallu_details,transparency
20208,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
22766,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
22381,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
23600,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
12531,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
19889,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
11017,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
15193,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
22613,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
21230,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
11348,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
15729,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
24523,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
23894,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
20265,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
20508,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
21381,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
22007,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
9651,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
16357,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
23024,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
23865,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
14507,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
21520,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
21189,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
23876,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
10558,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
25290,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
24121,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
7432,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
25434,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
18586,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
13519,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
21209,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
13523,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
21784,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
14516,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
22848,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
25256,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
16695,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
19778,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
12825,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
15839,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
9491,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
12408,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
13853,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
12433,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
18682,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
8277,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
12326,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
14471,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
10035,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
20619,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
19214,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
15230,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
11200,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
9090,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
25436,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
19125,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
23915,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
23467,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
12340,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
19008,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
12677,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
23309,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
8184,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
14055,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
15448,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
25244,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
21384,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
23381,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
19070,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
25049,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
17297,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
11689,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
18760,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
22174,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
25655,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
22681,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
16194,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
18313,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
14886,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
11545,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
12044,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
15460,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
7810,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
18269,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
18334,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
9986,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
19198,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
19843,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
13189,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
11722,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
12675,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
9584,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
20908,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
16808,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
21168,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
17099,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
15454,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
10475,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
15221,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
18565,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
9174,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
12269,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
11471,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
13284,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
12024,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
14155,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
24827,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
10500,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
24444,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
12782,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
11313,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
20160,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
17758,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
13882,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
13721,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
7506,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
21722,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
13483,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
24373,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
16570,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
16308,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
14175,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
24788,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
22583,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
19256,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
23009,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
21063,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
15323,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
21486,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
25646,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
18469,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
20347,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
25480,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
14979,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
15977,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
9354,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
24227,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
11484,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
16270,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
18678,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
10599,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
19205,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
16892,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
22596,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
18728,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
20274,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
15384,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
13255,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
24568,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
22566,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
10922,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
23150,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
19975,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
12165,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
11057,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
24597,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
22969,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
24874,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
10711,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
21643,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
22005,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
22220,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
25581,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
9236,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
15237,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
8168,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
14859,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
17891,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
20580,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
22029,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
20375,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
15269,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
8583,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
8620,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
25456,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
20821,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
10865,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
25030,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
18745,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
19131,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
12176,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
13087,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
17134,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
7712,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
19891,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
11116,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
22819,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
7794,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
13874,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
14703,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
8638,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
21413,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
23628,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
10585,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
11593,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
15075,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
20033,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
11794,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
22262,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
24599,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
21206,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
7528,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
21026,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
20469,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
9871,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
19035,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
16253,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
14149,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
9729,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
20190,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
22432,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
8587,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
22122,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
24259,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
17749,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
10169,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
12718,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
18559,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
16983,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
25346,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
19828,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
17753,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
14248,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
13617,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
12932,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
24817,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
8681,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
18699,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
8470,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
7766,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
22683,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
21076,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
16398,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
8933,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
21674,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
9442,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
7451,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
7733,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
12392,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
22479,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
23311,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
12487,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
25269,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
25368,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
12319,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
23274,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
23131,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
11724,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
19023,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
11581,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
9001,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
7813,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
24857,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
12064,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
9250,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
16438,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
10805,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
14547,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
13621,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
25145,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
14080,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
21869,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
7914,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
19864,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
19140,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
18080,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
22042,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
16841,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
8598,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
24529,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
10915,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
24207,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
13186,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
18369,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
24688,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
14500,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
8519,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
9530,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
19805,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
18923,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
16287,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
18883,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
10283,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
7443,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
25596,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
23346,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
8797,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
10970,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
10227,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
23593,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
17912,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
17776,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
21213,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
22667,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
11223,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
15054,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
11384,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
18384,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
23992,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
24585,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
19355,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
19507,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
10037,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
19609,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
20041,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
10379,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
13191,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
25451,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
22267,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
18685,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
14775,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
18329,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
13762,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
13576,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
23265,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
21600,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
8653,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
12713,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
19037,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
23319,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
13003,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
16995,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
15973,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
10201,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
24314,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
25447,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
21923,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
24337,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
19142,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
8255,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
18618,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
14599,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
18603,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
17282,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
20645,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
23380,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
21960,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
20264,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
13770,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
7929,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
13565,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
19009,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
25166,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
14815,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
11777,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
8310,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
19225,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
15595,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
14917,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
21077,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
21191,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
10839,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
24840,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
25284,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
15270,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
22918,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
21014,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
15893,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
10550,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
21106,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
7507,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
12420,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
18942,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
11442,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
8422,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
15713,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
10345,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
8416,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
19535,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
13825,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
16122,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
24800,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
8755,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
12820,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
21066,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
23187,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
17655,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
17727,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
15865,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
12991,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
22728,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
13593,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
9721,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
11161,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
22629,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
15311,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
21030,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
24958,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
15715,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
16179,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
15828,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
23300,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
9678,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
17587,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
12362,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
21485,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
13980,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
12697,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
23861,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
7938,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
9800,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
13306,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
21675,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
15621,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
24328,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
25634,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
15936,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
20209,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
24971,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
8394,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
8096,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
25745,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
10963,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
15852,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
11297,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
14169,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
16016,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
20785,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
9284,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
12586,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
15031,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
23627,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
