id,Category,neck_collar,occassion,surface_styling
56072,Women Tops & Tunics,round neck,casual,
56087,Women Tops & Tunics,round neck,casual,
56093,Women Tops & Tunics,round neck,casual,
56098,Women Tops & Tunics,round neck,casual,
56101,Women Tops & Tunics,default,casual,
56114,Women Tops & Tunics,round neck,casual,
56118,Women Tops & Tunics,round neck,casual,
56120,Women Tops & Tunics,round neck,casual,
56122,Women Tops & Tunics,round neck,casual,
56124,Women Tops & Tunics,sweetheart neck,casual,
56128,Women Tops & Tunics,high,casual,
56131,Women Tops & Tunics,round neck,casual,
56134,Women Tops & Tunics,round neck,casual,
56137,Women Tops & Tunics,round neck,party,
56138,Women Tops & Tunics,default,casual,
56139,Women Tops & Tunics,high,casual,
56140,Women Tops & Tunics,round neck,casual,
56141,Women Tops & Tunics,round neck,casual,
56143,Women Tops & Tunics,round neck,casual,
56148,Women Tops & Tunics,round neck,casual,
56153,Women Tops & Tunics,round neck,casual,
56156,Women Tops & Tunics,default,casual,
56157,Women Tops & Tunics,default,casual,
56158,Women Tops & Tunics,default,casual,
56161,Women Tops & Tunics,round neck,casual,
56166,Women Tops & Tunics,default,casual,
56167,Women Tops & Tunics,round neck,casual,
56170,Women Tops & Tunics,round neck,casual,
56171,Women Tops & Tunics,default,casual,
56172,Women Tops & Tunics,stylised,casual,
56174,Women Tops & Tunics,round neck,casual,
56179,Women Tops & Tunics,round neck,casual,
56180,Women Tops & Tunics,round neck,casual,
56195,Women Tops & Tunics,round neck,,applique
56199,Women Tops & Tunics,high,casual,
56204,Women Tops & Tunics,round neck,,applique
56208,Women Tops & Tunics,sweetheart neck,casual,
56214,Women Tops & Tunics,round neck,casual,
56221,Women Tops & Tunics,round neck,casual,
56229,Women Tops & Tunics,round neck,casual,
56232,Women Tops & Tunics,sweetheart neck,casual,
56235,Women Tops & Tunics,round neck,casual,
56239,Women Tops & Tunics,round neck,casual,
56247,Women Tops & Tunics,round neck,casual,
56254,Women Tops & Tunics,round neck,casual,
56255,Women Tops & Tunics,round neck,casual,
56257,Women Tops & Tunics,round neck,casual,
56258,Women Tops & Tunics,round neck,casual,
56260,Women Tops & Tunics,v-neck,casual,
56270,Women Tops & Tunics,round neck,casual,
56272,Women Tops & Tunics,round neck,casual,
56273,Women Tops & Tunics,round neck,casual,
56276,Women Tops & Tunics,round neck,casual,
56277,Women Tops & Tunics,round neck,casual,
56284,Women Tops & Tunics,round neck,casual,
56300,Women Tops & Tunics,round neck,,applique
56301,Women Tops & Tunics,default,casual,
56303,Women Tops & Tunics,stylised,casual,
56307,Women Tops & Tunics,round neck,casual,
56313,Women Tops & Tunics,high,casual,
56314,Women Tops & Tunics,round neck,party,
56318,Women Tops & Tunics,round neck,casual,
56325,Women Tops & Tunics,sweetheart neck,casual,
56327,Women Tops & Tunics,round neck,casual,
56334,Women Tops & Tunics,high,casual,
56340,Women Tops & Tunics,round neck,casual,
56341,Women Tops & Tunics,stylised,casual,
56342,Women Tops & Tunics,round neck,casual,
56343,Women Tops & Tunics,v-neck,casual,
56344,Women Tops & Tunics,round neck,casual,
56351,Women Tops & Tunics,v-neck,casual,
56359,Women Tops & Tunics,round neck,casual,
56362,Women Tops & Tunics,round neck,party,
56365,Women Tops & Tunics,round neck,casual,
56366,Women Tops & Tunics,round neck,casual,
56367,Women Tops & Tunics,default,casual,
56372,Women Tops & Tunics,default,casual,
56379,Women Tops & Tunics,round neck,,applique
56380,Women Tops & Tunics,sweetheart neck,casual,
56386,Women Tops & Tunics,round neck,casual,
56394,Women Tops & Tunics,round neck,casual,
56398,Women Tops & Tunics,round neck,casual,
56402,Women Tops & Tunics,round neck,casual,
56408,Women Tops & Tunics,round neck,casual,
56413,Women Tops & Tunics,stylised,casual,
56423,Women Tops & Tunics,round neck,casual,
56429,Women Tops & Tunics,round neck,casual,
56431,Women Tops & Tunics,high,casual,
56433,Women Tops & Tunics,round neck,casual,
56437,Women Tops & Tunics,round neck,casual,
56442,Women Tops & Tunics,round neck,casual,
56445,Women Tops & Tunics,sweetheart neck,casual,
56450,Women Tops & Tunics,default,casual,
56452,Women Tops & Tunics,default,casual,
56457,Women Tops & Tunics,round neck,casual,
56458,Women Tops & Tunics,round neck,casual,
56468,Women Tops & Tunics,v-neck,casual,
56469,Women Tops & Tunics,high,casual,
56470,Women Tops & Tunics,high,casual,
56472,Women Tops & Tunics,default,casual,
56473,Women Tops & Tunics,default,casual,
56484,Women Tops & Tunics,high,casual,
56491,Women Tops & Tunics,default,casual,
56499,Women Tops & Tunics,round neck,casual,
56506,Women Tops & Tunics,round neck,casual,
56509,Women Tops & Tunics,high,casual,
56510,Women Tops & Tunics,square neck,casual,
56514,Women Tops & Tunics,high,casual,
56517,Women Tops & Tunics,round neck,casual,
56522,Women Tops & Tunics,round neck,casual,
56526,Women Tops & Tunics,stylised,casual,
56533,Women Tops & Tunics,round neck,casual,
56534,Women Tops & Tunics,v-neck,casual,
56538,Women Tops & Tunics,high,,knitted
56541,Women Tops & Tunics,round neck,casual,
56546,Women Tops & Tunics,round neck,casual,
56551,Women Tops & Tunics,high,casual,
56554,Women Tops & Tunics,round neck,casual,
56556,Women Tops & Tunics,round neck,casual,
56561,Women Tops & Tunics,square neck,casual,
56562,Women Tops & Tunics,high,casual,
56563,Women Tops & Tunics,stylised,casual,
56564,Women Tops & Tunics,round neck,casual,
56566,Women Tops & Tunics,round neck,casual,
56567,Women Tops & Tunics,round neck,casual,
56572,Women Tops & Tunics,default,casual,
56574,Women Tops & Tunics,round neck,casual,
56579,Women Tops & Tunics,round neck,casual,
56580,Women Tops & Tunics,round neck,,applique
56585,Women Tops & Tunics,round neck,casual,
56590,Women Tops & Tunics,round neck,casual,
56592,Women Tops & Tunics,round neck,casual,
56594,Women Tops & Tunics,default,casual,
56599,Women Tops & Tunics,round neck,casual,
56603,Women Tops & Tunics,default,casual,
56615,Women Tops & Tunics,round neck,casual,
56616,Women Tops & Tunics,round neck,casual,
56621,Women Tops & Tunics,round neck,casual,
56622,Women Tops & Tunics,round neck,casual,
56623,Women Tops & Tunics,round neck,casual,
56626,Women Tops & Tunics,round neck,casual,
56627,Women Tops & Tunics,default,casual,
56630,Women Tops & Tunics,stylised,casual,
56632,Women Tops & Tunics,round neck,casual,
56642,Women Tops & Tunics,v-neck,casual,
56645,Women Tops & Tunics,round neck,casual,
56653,Women Tops & Tunics,sweetheart neck,casual,
56666,Women Tops & Tunics,high,casual,
56670,Women Tops & Tunics,high,casual,
56674,Women Tops & Tunics,round neck,casual,
56686,Women Tops & Tunics,round neck,casual,
56687,Women Tops & Tunics,round neck,casual,
56688,Women Tops & Tunics,round neck,casual,
56693,Women Tops & Tunics,square neck,casual,
56694,Women Tops & Tunics,round neck,casual,
56695,Women Tops & Tunics,round neck,casual,
56698,Women Tops & Tunics,sweetheart neck,casual,
56699,Women Tops & Tunics,square neck,casual,
56702,Women Tops & Tunics,stylised,casual,
56707,Women Tops & Tunics,round neck,casual,
56711,Women Tops & Tunics,default,casual,
56712,Women Tops & Tunics,round neck,casual,
56717,Women Tops & Tunics,round neck,casual,
56718,Women Tops & Tunics,stylised,casual,
56725,Women Tops & Tunics,round neck,,applique
56729,Women Tops & Tunics,high,casual,
56736,Women Tops & Tunics,v-neck,casual,
56739,Women Tops & Tunics,round neck,casual,
56743,Women Tops & Tunics,default,casual,
56744,Women Tops & Tunics,v-neck,casual,
56750,Women Tops & Tunics,round neck,casual,
56753,Women Tops & Tunics,round neck,casual,
56754,Women Tops & Tunics,default,casual,
56759,Women Tops & Tunics,v-neck,casual,
56763,Women Tops & Tunics,round neck,casual,
56769,Women Tops & Tunics,round neck,casual,
56773,Women Tops & Tunics,round neck,casual,
56777,Women Tops & Tunics,round neck,casual,
56780,Women Tops & Tunics,round neck,casual,
56785,Women Tops & Tunics,round neck,casual,
56791,Women Tops & Tunics,round neck,casual,
56793,Women Tops & Tunics,sweetheart neck,casual,
56799,Women Tops & Tunics,sweetheart neck,casual,
56812,Women Tops & Tunics,round neck,casual,
56815,Women Tops & Tunics,round neck,casual,
56816,Women Tops & Tunics,stylised,casual,
56817,Women Tops & Tunics,round neck,casual,
56822,Women Tops & Tunics,default,casual,
56824,Women Tops & Tunics,round neck,casual,
56825,Women Tops & Tunics,round neck,casual,
56830,Women Tops & Tunics,sweetheart neck,casual,
56832,Women Tops & Tunics,stylised,casual,
56833,Women Tops & Tunics,high,casual,
56840,Women Tops & Tunics,default,casual,
56843,Women Tops & Tunics,round neck,casual,
56844,Women Tops & Tunics,round neck,casual,
56851,Women Tops & Tunics,round neck,casual,
56856,Women Tops & Tunics,round neck,casual,
56860,Women Tops & Tunics,high,casual,
56865,Women Tops & Tunics,default,casual,
56870,Women Tops & Tunics,round neck,casual,
56874,Women Tops & Tunics,round neck,casual,
56880,Women Tops & Tunics,round neck,casual,
56886,Women Tops & Tunics,round neck,casual,
56894,Women Tops & Tunics,round neck,casual,
56895,Women Tops & Tunics,round neck,casual,
56896,Women Tops & Tunics,round neck,casual,
56908,Women Tops & Tunics,stylised,casual,
56913,Women Tops & Tunics,high,casual,
56918,Women Tops & Tunics,sweetheart neck,casual,
56919,Women Tops & Tunics,round neck,casual,
56931,Women Tops & Tunics,v-neck,casual,
56945,Women Tops & Tunics,round neck,casual,
56946,Women Tops & Tunics,round neck,casual,
56952,Women Tops & Tunics,round neck,casual,
56953,Women Tops & Tunics,default,casual,
56954,Women Tops & Tunics,round neck,casual,
56956,Women Tops & Tunics,high,casual,
56971,Women Tops & Tunics,round neck,casual,
56980,Women Tops & Tunics,round neck,casual,
56989,Women Tops & Tunics,round neck,casual,
56990,Women Tops & Tunics,round neck,,tie-ups
56992,Women Tops & Tunics,round neck,casual,
56993,Women Tops & Tunics,round neck,casual,
56994,Women Tops & Tunics,round neck,,applique
57001,Women Tops & Tunics,square neck,casual,
57004,Women Tops & Tunics,high,casual,
57010,Women Tops & Tunics,round neck,casual,
57011,Women Tops & Tunics,round neck,casual,
57015,Women Tops & Tunics,round neck,casual,
57019,Women Tops & Tunics,round neck,casual,
57021,Women Tops & Tunics,round neck,casual,
57024,Women Tops & Tunics,v-neck,casual,
57027,Women Tops & Tunics,round neck,casual,
57036,Women Tops & Tunics,default,casual,
57039,Women Tops & Tunics,round neck,casual,
57050,Women Tops & Tunics,stylised,casual,
57060,Women Tops & Tunics,round neck,casual,
57061,Women Tops & Tunics,round neck,casual,
57062,Women Tops & Tunics,v-neck,casual,
57064,Women Tops & Tunics,round neck,casual,
57067,Women Tops & Tunics,round neck,casual,
57074,Women Tops & Tunics,round neck,casual,
57077,Women Tops & Tunics,stylised,casual,
57084,Women Tops & Tunics,round neck,casual,
57088,Women Tops & Tunics,v-neck,casual,
57090,Women Tops & Tunics,stylised,casual,
57092,Women Tops & Tunics,round neck,casual,
57094,Women Tops & Tunics,v-neck,casual,
57096,Women Tops & Tunics,round neck,casual,
57101,Women Tops & Tunics,default,casual,
57108,Women Tops & Tunics,round neck,casual,
57112,Women Tops & Tunics,default,casual,
57115,Women Tops & Tunics,round neck,casual,
57120,Women Tops & Tunics,round neck,casual,
57121,Women Tops & Tunics,round neck,casual,
57124,Women Tops & Tunics,high,casual,
57131,Women Tops & Tunics,round neck,casual,
57141,Women Tops & Tunics,round neck,party,
57144,Women Tops & Tunics,round neck,casual,
57149,Women Tops & Tunics,round neck,casual,
57151,Women Tops & Tunics,round neck,casual,
57164,Women Tops & Tunics,v-neck,casual,
57166,Women Tops & Tunics,round neck,casual,
57169,Women Tops & Tunics,round neck,casual,
57177,Women Tops & Tunics,v-neck,casual,
57182,Women Tops & Tunics,high,casual,
57194,Women Tops & Tunics,round neck,casual,
57196,Women Tops & Tunics,round neck,casual,
57208,Women Tops & Tunics,round neck,casual,
57214,Women Tops & Tunics,round neck,,default
57215,Women Tops & Tunics,stylised,casual,
57237,Women Tops & Tunics,high,casual,
57238,Women Tops & Tunics,high,casual,
57254,Women Tops & Tunics,round neck,casual,
57258,Women Tops & Tunics,round neck,casual,
57261,Women Tops & Tunics,round neck,casual,
57262,Women Tops & Tunics,high,casual,
57279,Women Tops & Tunics,round neck,casual,
57280,Women Tops & Tunics,sweetheart neck,casual,
57285,Women Tops & Tunics,round neck,casual,
57288,Women Tops & Tunics,stylised,casual,
57290,Women Tops & Tunics,round neck,casual,
57295,Women Tops & Tunics,round neck,casual,
57297,Women Tops & Tunics,square neck,casual,
57300,Women Tops & Tunics,round neck,casual,
57303,Women Tops & Tunics,round neck,casual,
57305,Women Tops & Tunics,default,casual,
57313,Women Tops & Tunics,round neck,casual,
57317,Women Tops & Tunics,default,casual,
57319,Women Tops & Tunics,round neck,casual,
57320,Women Tops & Tunics,high,casual,
57332,Women Tops & Tunics,round neck,casual,
57334,Women Tops & Tunics,round neck,casual,
57335,Women Tops & Tunics,round neck,casual,
57337,Women Tops & Tunics,round neck,casual,
57345,Women Tops & Tunics,round neck,casual,
57353,Women Tops & Tunics,round neck,casual,
57356,Women Tops & Tunics,round neck,casual,
57365,Women Tops & Tunics,round neck,casual,
57372,Women Tops & Tunics,high,casual,
57376,Women Tops & Tunics,round neck,casual,
57379,Women Tops & Tunics,round neck,casual,
57387,Women Tops & Tunics,round neck,casual,
57394,Women Tops & Tunics,round neck,casual,
57395,Women Tops & Tunics,round neck,casual,
57402,Women Tops & Tunics,round neck,casual,
57404,Women Tops & Tunics,default,casual,
57407,Women Tops & Tunics,round neck,casual,
57408,Women Tops & Tunics,round neck,casual,
57417,Women Tops & Tunics,round neck,casual,
57418,Women Tops & Tunics,round neck,casual,
57422,Women Tops & Tunics,round neck,casual,
57423,Women Tops & Tunics,high,casual,
57425,Women Tops & Tunics,round neck,casual,
57427,Women Tops & Tunics,round neck,casual,
57437,Women Tops & Tunics,high,casual,
57452,Women Tops & Tunics,sweetheart neck,casual,
57467,Women Tops & Tunics,round neck,casual,
57469,Women Tops & Tunics,round neck,casual,
57471,Women Tops & Tunics,high,casual,
57475,Women Tops & Tunics,round neck,casual,
57482,Women Tops & Tunics,round neck,casual,
57484,Women Tops & Tunics,round neck,casual,
57486,Women Tops & Tunics,round neck,casual,
57487,Women Tops & Tunics,round neck,casual,
57490,Women Tops & Tunics,round neck,,waist tie-ups
57491,Women Tops & Tunics,round neck,casual,
57493,Women Tops & Tunics,round neck,party,
57497,Women Tops & Tunics,round neck,casual,
57499,Women Tops & Tunics,round neck,casual,
57500,Women Tops & Tunics,round neck,casual,
57501,Women Tops & Tunics,default,casual,
57517,Women Tops & Tunics,round neck,casual,
57518,Women Tops & Tunics,round neck,casual,
57522,Women Tops & Tunics,round neck,casual,
57523,Women Tops & Tunics,round neck,casual,
57524,Women Tops & Tunics,round neck,casual,
57527,Women Tops & Tunics,stylised,casual,
57528,Women Tops & Tunics,round neck,casual,
57532,Women Tops & Tunics,v-neck,casual,
57541,Women Tops & Tunics,high,casual,
57542,Women Tops & Tunics,high,casual,
57556,Women Tops & Tunics,round neck,casual,
57557,Women Tops & Tunics,,casual,knitted
57562,Women Tops & Tunics,round neck,casual,
57565,Women Tops & Tunics,stylised,casual,
57570,Women Tops & Tunics,default,casual,
57573,Women Tops & Tunics,stylised,casual,
57574,Women Tops & Tunics,v-neck,casual,
57578,Women Tops & Tunics,round neck,casual,
57588,Women Tops & Tunics,round neck,casual,
57589,Women Tops & Tunics,round neck,casual,
57590,Women Tops & Tunics,round neck,casual,
57599,Women Tops & Tunics,round neck,casual,
57621,Women Tops & Tunics,v-neck,casual,
57625,Women Tops & Tunics,round neck,casual,
57627,Women Tops & Tunics,high,casual,
57635,Women Tops & Tunics,default,casual,
57636,Women Tops & Tunics,square neck,casual,
57654,Women Tops & Tunics,square neck,casual,
57655,Women Tops & Tunics,round neck,casual,
57658,Women Tops & Tunics,round neck,casual,
57660,Women Tops & Tunics,round neck,casual,
57662,Women Tops & Tunics,v-neck,casual,
57669,Women Tops & Tunics,sweetheart neck,casual,
57671,Women Tops & Tunics,default,casual,
57673,Women Tops & Tunics,round neck,casual,
57682,Women Tops & Tunics,round neck,casual,
57691,Women Tops & Tunics,default,casual,
57694,Women Tops & Tunics,stylised,casual,
57695,Women Tops & Tunics,round neck,party,
57696,Women Tops & Tunics,square neck,casual,
57701,Women Tops & Tunics,round neck,casual,
57704,Women Tops & Tunics,default,casual,
57711,Women Tops & Tunics,high,casual,
57713,Women Tops & Tunics,round neck,casual,
57715,Women Tops & Tunics,round neck,casual,
57718,Women Tops & Tunics,round neck,casual,
57720,Women Tops & Tunics,round neck,casual,
57745,Women Tops & Tunics,round neck,casual,
57757,Women Tops & Tunics,round neck,casual,
57764,Women Tops & Tunics,round neck,casual,
57765,Women Tops & Tunics,round neck,casual,
57767,Women Tops & Tunics,high,casual,
57774,Women Tops & Tunics,high,casual,
57775,Women Tops & Tunics,high,casual,
57778,Women Tops & Tunics,round neck,casual,
57782,Women Tops & Tunics,round neck,casual,
57783,Women Tops & Tunics,default,casual,
57784,Women Tops & Tunics,round neck,casual,
57786,Women Tops & Tunics,default,casual,
57789,Women Tops & Tunics,round neck,casual,
57793,Women Tops & Tunics,round neck,casual,
57799,Women Tops & Tunics,round neck,casual,
57802,Women Tops & Tunics,high,casual,
57804,Women Tops & Tunics,round neck,casual,
57810,Women Tops & Tunics,round neck,casual,
57814,Women Tops & Tunics,default,casual,
57818,Women Tops & Tunics,stylised,casual,
57820,Women Tops & Tunics,round neck,casual,
57826,Women Tops & Tunics,round neck,,waist tie-ups
57830,Women Tops & Tunics,default,casual,
57853,Women Tops & Tunics,round neck,casual,
57854,Women Tops & Tunics,v-neck,casual,
57858,Women Tops & Tunics,round neck,casual,
57859,Women Tops & Tunics,default,casual,
57866,Women Tops & Tunics,round neck,casual,
57868,Women Tops & Tunics,v-neck,party,
57871,Women Tops & Tunics,sweetheart neck,casual,
57876,Women Tops & Tunics,sweetheart neck,casual,
57878,Women Tops & Tunics,v-neck,casual,
57881,Women Tops & Tunics,round neck,casual,
57894,Women Tops & Tunics,high,,knitted
57895,Women Tops & Tunics,default,casual,
57897,Women Tops & Tunics,default,casual,
57902,Women Tops & Tunics,round neck,casual,
57905,Women Tops & Tunics,round neck,casual,
57908,Women Tops & Tunics,stylised,casual,
57914,Women Tops & Tunics,v-neck,casual,
57916,Women Tops & Tunics,round neck,casual,
57920,Women Tops & Tunics,sweetheart neck,casual,
57923,Women Tops & Tunics,square neck,casual,
57929,Women Tops & Tunics,round neck,casual,
57937,Women Tops & Tunics,round neck,casual,
57940,Women Tops & Tunics,round neck,casual,
57943,Women Tops & Tunics,round neck,casual,
57946,Women Tops & Tunics,round neck,casual,
57947,Women Tops & Tunics,round neck,casual,
57958,Women Tops & Tunics,round neck,casual,
57961,Women Tops & Tunics,round neck,casual,
57971,Women Tops & Tunics,round neck,casual,
57973,Women Tops & Tunics,round neck,casual,
57976,Women Tops & Tunics,round neck,casual,
57979,Women Tops & Tunics,round neck,casual,
57982,Women Tops & Tunics,round neck,casual,
57983,Women Tops & Tunics,round neck,casual,
57984,Women Tops & Tunics,round neck,casual,
57986,Women Tops & Tunics,round neck,casual,
57987,Women Tops & Tunics,stylised,casual,
57989,Women Tops & Tunics,high,casual,
57993,Women Tops & Tunics,sweetheart neck,casual,
57996,Women Tops & Tunics,round neck,casual,
58007,Women Tops & Tunics,round neck,casual,
58011,Women Tops & Tunics,round neck,casual,
58014,Women Tops & Tunics,round neck,casual,
58019,Women Tops & Tunics,default,casual,
58020,Women Tops & Tunics,high,casual,
58025,Women Tops & Tunics,default,casual,
58026,Women Tops & Tunics,round neck,casual,
58029,Women Tops & Tunics,round neck,casual,
58031,Women Tops & Tunics,round neck,casual,
58036,Women Tops & Tunics,round neck,casual,
58037,Women Tops & Tunics,round neck,casual,
58045,Women Tops & Tunics,round neck,casual,
58047,Women Tops & Tunics,round neck,casual,
58050,Women Tops & Tunics,v-neck,casual,
58060,Women Tops & Tunics,round neck,casual,
58061,Women Tops & Tunics,round neck,casual,
58062,Women Tops & Tunics,round neck,casual,
58063,Women Tops & Tunics,round neck,casual,
58064,Women Tops & Tunics,round neck,casual,
58065,Women Tops & Tunics,round neck,casual,
58069,Women Tops & Tunics,round neck,party,
58079,Women Tops & Tunics,round neck,casual,
58080,Women Tops & Tunics,round neck,casual,
58082,Women Tops & Tunics,round neck,casual,
58085,Women Tops & Tunics,high,casual,
58088,Women Tops & Tunics,high,casual,
58089,Women Tops & Tunics,round neck,casual,
58095,Women Tops & Tunics,round neck,,waist tie-ups
58100,Women Tops & Tunics,square neck,casual,
58102,Women Tops & Tunics,sweetheart neck,casual,
58106,Women Tops & Tunics,round neck,casual,
58111,Women Tops & Tunics,round neck,casual,
58115,Women Tops & Tunics,square neck,casual,
58126,Women Tops & Tunics,v-neck,casual,
58133,Women Tops & Tunics,high,casual,
58134,Women Tops & Tunics,round neck,casual,
58143,Women Tops & Tunics,round neck,party,
58144,Women Tops & Tunics,round neck,casual,
58150,Women Tops & Tunics,high,casual,
58156,Women Tops & Tunics,round neck,casual,
58157,Women Tops & Tunics,round neck,casual,
58158,Women Tops & Tunics,high,casual,
58159,Women Tops & Tunics,square neck,casual,
58161,Women Tops & Tunics,round neck,casual,
58165,Women Tops & Tunics,round neck,casual,
58168,Women Tops & Tunics,round neck,casual,
58173,Women Tops & Tunics,default,casual,
58174,Women Tops & Tunics,round neck,casual,
58175,Women Tops & Tunics,round neck,,applique
58176,Women Tops & Tunics,round neck,casual,
58178,Women Tops & Tunics,square neck,party,
58181,Women Tops & Tunics,round neck,casual,
58182,Women Tops & Tunics,round neck,,applique
58185,Women Tops & Tunics,round neck,casual,
58186,Women Tops & Tunics,v-neck,casual,
58188,Women Tops & Tunics,sweetheart neck,casual,
58194,Women Tops & Tunics,round neck,casual,
58198,Women Tops & Tunics,round neck,casual,
58203,Women Tops & Tunics,stylised,casual,
58210,Women Tops & Tunics,round neck,casual,
58227,Women Tops & Tunics,default,casual,
58240,Women Tops & Tunics,round neck,casual,
58242,Women Tops & Tunics,round neck,casual,
58247,Women Tops & Tunics,round neck,casual,
58249,Women Tops & Tunics,high,casual,
58253,Women Tops & Tunics,high,casual,
58259,Women Tops & Tunics,round neck,casual,
58261,Women Tops & Tunics,square neck,casual,
58263,Women Tops & Tunics,round neck,casual,
58268,Women Tops & Tunics,round neck,casual,
58273,Women Tops & Tunics,round neck,casual,
58281,Women Tops & Tunics,sweetheart neck,casual,
58290,Women Tops & Tunics,round neck,casual,
58292,Women Tops & Tunics,round neck,casual,
58294,Women Tops & Tunics,round neck,casual,
58298,Women Tops & Tunics,round neck,casual,
58304,Women Tops & Tunics,round neck,casual,
58317,Women Tops & Tunics,round neck,casual,
58319,Women Tops & Tunics,round neck,casual,
58327,Women Tops & Tunics,square neck,casual,
58328,Women Tops & Tunics,high,casual,
58329,Women Tops & Tunics,stylised,casual,
58332,Women Tops & Tunics,round neck,casual,
58339,Women Tops & Tunics,square neck,casual,
58340,Women Tops & Tunics,round neck,casual,
58345,Women Tops & Tunics,high,casual,
58355,Women Tops & Tunics,round neck,casual,
58356,Women Tops & Tunics,round neck,casual,
58358,Women Tops & Tunics,round neck,casual,
58362,Women Tops & Tunics,round neck,casual,
58364,Women Tops & Tunics,default,casual,
58374,Women Tops & Tunics,round neck,casual,
58381,Women Tops & Tunics,round neck,casual,
58385,Women Tops & Tunics,v-neck,,default
58386,Women Tops & Tunics,default,casual,
58392,Women Tops & Tunics,round neck,casual,
58393,Women Tops & Tunics,round neck,casual,
58394,Women Tops & Tunics,v-neck,casual,
58395,Women Tops & Tunics,default,casual,
58408,Women Tops & Tunics,round neck,casual,
58415,Women Tops & Tunics,stylised,casual,
58419,Women Tops & Tunics,round neck,casual,
58422,Women Tops & Tunics,round neck,casual,
58426,Women Tops & Tunics,default,casual,
58433,Women Tops & Tunics,square neck,casual,
58436,Women Tops & Tunics,sweetheart neck,casual,
58437,Women Tops & Tunics,round neck,casual,
58438,Women Tops & Tunics,round neck,casual,
58446,Women Tops & Tunics,round neck,casual,
58452,Women Tops & Tunics,round neck,casual,
58457,Women Tops & Tunics,round neck,casual,
58459,Women Tops & Tunics,round neck,casual,
58465,Women Tops & Tunics,round neck,,applique
58475,Women Tops & Tunics,high,casual,
58479,Women Tops & Tunics,round neck,casual,
58482,Women Tops & Tunics,high,casual,
58487,Women Tops & Tunics,round neck,casual,
58491,Women Tops & Tunics,stylised,casual,
58494,Women Tops & Tunics,sweetheart neck,casual,
58497,Women Tops & Tunics,round neck,casual,
58500,Women Tops & Tunics,round neck,casual,
58509,Women Tops & Tunics,default,casual,
58510,Women Tops & Tunics,v-neck,casual,
58514,Women Tops & Tunics,default,casual,
58518,Women Tops & Tunics,high,casual,
58523,Women Tops & Tunics,round neck,,applique
58529,Women Tops & Tunics,round neck,casual,
58530,Women Tops & Tunics,round neck,casual,
58543,Women Tops & Tunics,sweetheart neck,casual,
58556,Women Tops & Tunics,round neck,casual,
58557,Women Tops & Tunics,high,casual,
58558,Women Tops & Tunics,high,casual,
58559,Women Tops & Tunics,round neck,casual,
58563,Women Tops & Tunics,round neck,casual,
58568,Women Tops & Tunics,round neck,casual,
58569,Women Tops & Tunics,round neck,casual,
58577,Women Tops & Tunics,default,casual,
58578,Women Tops & Tunics,round neck,casual,
58586,Women Tops & Tunics,round neck,casual,
58590,Women Tops & Tunics,sweetheart neck,casual,
58595,Women Tops & Tunics,round neck,,waist tie-ups
58598,Women Tops & Tunics,default,casual,
58600,Women Tops & Tunics,round neck,casual,
58604,Women Tops & Tunics,default,casual,
58610,Women Tops & Tunics,round neck,casual,
58611,Women Tops & Tunics,round neck,casual,
58624,Women Tops & Tunics,round neck,casual,
58645,Women Tops & Tunics,v-neck,casual,
58648,Women Tops & Tunics,round neck,casual,
58654,Women Tops & Tunics,v-neck,casual,
58657,Women Tops & Tunics,default,casual,
58660,Women Tops & Tunics,round neck,casual,
58661,Women Tops & Tunics,default,casual,
58667,Women Tops & Tunics,round neck,casual,
58669,Women Tops & Tunics,round neck,casual,
58676,Women Tops & Tunics,round neck,casual,
58683,Women Tops & Tunics,round neck,casual,
58686,Women Tops & Tunics,round neck,casual,
58687,Women Tops & Tunics,round neck,casual,
58688,Women Tops & Tunics,round neck,casual,
58690,Women Tops & Tunics,round neck,casual,
58696,Women Tops & Tunics,stylised,casual,
58697,Women Tops & Tunics,round neck,casual,
58698,Women Tops & Tunics,square neck,casual,
58701,Women Tops & Tunics,round neck,casual,
58707,Women Tops & Tunics,high,casual,
58708,Women Tops & Tunics,round neck,,waist tie-ups
58714,Women Tops & Tunics,v-neck,casual,
58716,Women Tops & Tunics,round neck,casual,
58728,Women Tops & Tunics,round neck,casual,
58732,Women Tops & Tunics,round neck,casual,
58745,Women Tops & Tunics,round neck,casual,
58756,Women Tops & Tunics,square neck,casual,
58759,Women Tops & Tunics,round neck,casual,
58760,Women Tops & Tunics,high,casual,
58762,Women Tops & Tunics,round neck,casual,
58763,Women Tops & Tunics,square neck,casual,
58771,Women Tops & Tunics,high,party,
58772,Women Tops & Tunics,default,casual,
58774,Women Tops & Tunics,round neck,casual,
58775,Women Tops & Tunics,stylised,casual,
58782,Women Tops & Tunics,round neck,casual,
58783,Women Tops & Tunics,round neck,casual,
58787,Women Tops & Tunics,stylised,casual,
58791,Women Tops & Tunics,round neck,casual,
58792,Women Tops & Tunics,round neck,casual,
58793,Women Tops & Tunics,round neck,casual,
58799,Women Tops & Tunics,high,casual,
58802,Women Tops & Tunics,high,casual,
58807,Women Tops & Tunics,round neck,casual,
58813,Women Tops & Tunics,round neck,casual,
58815,Women Tops & Tunics,v-neck,casual,
58821,Women Tops & Tunics,round neck,casual,
58823,Women Tops & Tunics,sweetheart neck,casual,
58825,Women Tops & Tunics,round neck,casual,
58826,Women Tops & Tunics,round neck,casual,
